geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.7994337693019, 144.9489565800577","{""coordinates"": [[[144.9489569538073, -37.79942025817417], [144.94895620630814, -37.79944728042962]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,1667,1796,1664,3.0000000009313226
"-37.79882464527743, 144.92520533343395","{""coordinates"": [[[144.92447865447173, -37.79914457928869], [144.92454827615384, -37.79909173599042], [144.92458182634275, -37.7991103507276], [144.92467263819694, -37.79911195114994], [144.92468525023227, -37.79906711479189], [144.92489411433044, -37.79890858437555], [144.92510979195197, -37.79891238467556], [144.92512164751867, -37.798894570112495], [144.92514460247622, -37.79888596283457], [144.92513350307948, -37.79887675554802], [144.92514510658182, -37.798867948266285], [144.9251680615285, -37.798859340983434], [144.9251791609272, -37.79886854826679], [144.92520261996157, -37.79884192640817], [144.92529469169378, -37.79879848991701], [144.92530705126174, -37.79876266076272], [144.9253416096179, -37.7987452461441], [144.9253310142738, -37.79871802430496], [144.92536582462773, -37.79869160239273], [144.92538852747373, -37.79869200235005], [144.92541249041267, -37.7986473658731], [144.9254356972765, -37.79862975124871], [144.92545814809205, -37.79863915847831], [144.92546874347346, -37.798666380307395], [144.92558376966153, -37.79861433622798], [144.9256286713295, -37.79863315062745], [144.92567407699374, -37.798633950435374], [144.92573133803523, -37.79861693559494], [144.92582214935157, -37.79861853511359], [144.92584434825065, -37.79863694955936], [144.9258670510868, -37.79863734942398], [144.92594827468722, -37.79857569789179]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,1613,1809,1678,172.6287127421961
"-37.79946787781812, 144.95075096313772","{""coordinates"": [[[144.95041644642708, -37.79921136299305], [144.95042730013705, -37.7992295754151], [144.95093827610887, -37.799643996695295], [144.95096097961215, -37.79964439173311], [144.95109993862613, -37.79954768013478]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,1674,1812,1643,84.8654907480671
"-37.79970678433619, 144.95847240918653","{""coordinates"": [[[144.95902794169177, -37.799523137140376], [144.9590037504275, -37.79957678850749], [144.9590027586362, -37.79961281840671], [144.95897906322438, -37.79964845481737], [144.95896795936775, -37.79963925059703], [144.95891095237096, -37.799647274326176], [144.95888800079172, -37.79965588829443], [144.95888750486674, -37.799673903242535], [144.9588411057444, -37.79970914611205], [144.95880680231954, -37.7997175633042], [144.95879569847511, -37.79970835906805], [144.95877249888727, -37.79972598048614], [144.95872709160963, -37.7997251934154], [144.9586693405565, -37.799760239443216], [144.95862393326078, -37.79975945233211], [144.9586128294338, -37.79975024807924], [144.9586012296136, -37.79975905877001], [144.9584990632067, -37.799757287686425], [144.95846550376876, -37.79973868236245], [144.95844280013017, -37.79973828877], [144.95838504893854, -37.79977333465409], [144.95832928194386, -37.79973632074214], [144.95830633027416, -37.79974493459413], [144.95829522649012, -37.79973573031248], [144.9582836266359, -37.79974454097094], [144.9582268675422, -37.79974355689385], [144.95819380427673, -37.79970693655425], [144.9581592527366, -37.799724361025575], [144.958137045215, -37.799705952434714], [144.95810298977926, -37.79970536194988], [144.95809138990802, -37.799714172588935], [144.9580235270998, -37.79970398411367], [144.9580005754075, -37.799712597905355], [144.95795591238786, -37.79968478813105], [144.9578310425115, -37.79968262278093]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,1676,1813,1657,133.4826336144402
"-37.799312943849664, 144.95735025097213","{""coordinates"": [[[144.95745730207784, -37.798820022825204], [144.95744446162408, -37.79887387073959], [144.95742126199752, -37.798891491891986], [144.9574192769247, -37.79896355162747], [144.9574076770954, -37.798972362201184], [144.95741778811546, -37.79901759642843], [144.95740618827722, -37.799026407001676], [144.95740445131764, -37.79908945926821], [144.95739285146627, -37.79909826983968], [144.95739111449083, -37.799161322104936], [144.9573795146263, -37.7991701326746], [144.9573757924956, -37.79930524466789], [144.95738689609948, -37.79931444903173], [144.95737529620965, -37.79932325960007], [144.95735922969658, -37.79949420455264], [144.95732318916544, -37.79956567356951], [144.9571469562397, -37.79977889902252]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,1687,1822,1548,115.3677352774622
"-37.79982565953797, 144.95776463798762","{""coordinates"": [[[144.95775896207377, -37.79982556110645], [144.9577703139015, -37.7998257579695]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,1692,1826,1691,0.9999999983701855
"-37.79924907245851, 144.9250821568326","{""coordinates"": [[[144.92447865447173, -37.79914457928869], [144.92448975382283, -37.79915378663539], [144.92460301658042, -37.799164794523634], [144.92472712665645, -37.79919401691039], [144.92478388413372, -37.799195017114414], [144.92490799434, -37.79922423931393], [144.92496475184691, -37.799225239431486], [144.9250888621835, -37.79925446144374], [144.92514561972, -37.79925546147484], [144.92526973018684, -37.79928468329985], [144.925326487753, -37.79928568324449], [144.9254505983501, -37.79931490488224], [144.92550735594588, -37.79931590474042], [144.92563146667322, -37.799345126190914], [144.92568822429865, -37.79934612596263]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,1697,1835,1678,109.87461469023403
"-37.800404091347346, 144.94362019197234","{""coordinates"": [[[144.94317291945472, -37.80035572808098], [144.94406746448996, -37.80045245461372]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,1796,1952,1789,79.51100552498195
"-37.80059137208086, 144.92106820007257","{""coordinates"": [[[144.9210648389982, -37.8005983307037], [144.921065091562, -37.800589323445514], [144.9210764432444, -37.80058952384759]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,1845,1992,1847,2.0000000031432137
"-37.818871371635346, 144.9469904183536","{""coordinates"": [[[144.9469870584058, -37.81887833130205], [144.94698730798584, -37.818869323924496], [144.94699866265287, -37.81886952190959]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,4767,5498,4772,1.9999999955762178
"-37.81887862827925, 144.94700409040848","{""coordinates"": [[[144.94699841307423, -37.81887852928721], [144.94700976774274, -37.81887872727128]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4774,5501,4773,0.9999999972642399
"-37.81890208651828, 144.94679895758387","{""coordinates"": [[[144.94679328024853, -37.818901987516305], [144.9468046349192, -37.81890218552025]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,4779,5508,4778,0.9999999998835847
"-37.81888479673176, 144.94689471852666","{""coordinates"": [[[144.9468046349192, -37.81890218552025], [144.9468505527967, -37.81888496277157], [144.9469870584058, -37.81887833130205]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,4772,5509,4779,16.51373053603794
"-37.81891109389474, 144.94679870798066","{""coordinates"": [[[144.94679303064464, -37.81891099489273], [144.94680438531668, -37.81891119289675]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,4782,5513,4781,0.9999999995343387
"-37.818141160752425, 144.91671268331845","{""coordinates"": [[[144.91629377161945, -37.81841123838551], [144.91631622706998, -37.81842064747157], [144.91639773406223, -37.81834999639245], [144.9164555190442, -37.81831497222033], [144.9164895821337, -37.81831557499421], [144.9165011897765, -37.81830676871175], [144.91650372256456, -37.8182166966619], [144.91649287477532, -37.818198481330164], [144.91652769763735, -37.818172062475945], [144.9165963302222, -37.81815525355692], [144.9166311530277, -37.818128834670226], [144.91671139313718, -37.81810321938372], [144.9168728861231, -37.8180159598116], [144.91700939118866, -37.81800936314094], [144.9171009853649, -37.81798394845154], [144.917136061113, -37.81794852219805], [144.9172041869857, -37.81794972733251]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4736,5517,4783,107.13547822577827
"-37.818926816799454, 144.94667266551875","{""coordinates"": [[[144.94656468906805, -37.81895207145834], [144.9467362572861, -37.81891000485628], [144.9467816759727, -37.818910796887636]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,4780,5519,4786,19.811388300178123
"-37.81933422244173, 144.9571361548543","{""coordinates"": [[[144.95713047744914, -37.81933412393704], [144.95714183225945, -37.819334320946425]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,4804,5535,4803,1.0000000014551915
"-37.81928654090826, 144.9572572467544","{""coordinates"": [[[144.95714183225945, -37.819334320946425], [144.95718799653537, -37.81930808666989], [144.957267976854, -37.81929145080326], [144.95731438938864, -37.81925620903982], [144.95733709898815, -37.81925660302135], [144.95737166003124, -37.8192391791144]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4797,5536,4804,23.54251541398369
"-37.8195204472726, 144.95669859959756","{""coordinates"": [[[144.95635213944078, -37.81954591047135], [144.9564091620692, -37.819537888457475], [144.9565353074039, -37.81949501912321], [144.9566602105482, -37.819497186805144], [144.95677226849247, -37.81955320190064], [144.95680633301677, -37.81955379303199], [144.95693247816865, -37.819510923266314], [144.95704602653362, -37.81951289350956]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,4812,5548,4813,64.92701525124424
"-37.82031568147279, 144.98954877682186","{""coordinates"": [[[144.9895374216333, -37.820315487583684], [144.98956013201044, -37.820315875361906]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4828,5563,4827,2.0000000002910383
"-37.82021079063703, 144.9773732495376","{""coordinates"": [[[144.9773733724873, -37.82020628686406], [144.9773731265879, -37.82021529441]]], ""type"": ""MultiLineString""}",4,2008 DEM to stream order using ESRI Spatial Analy*,4842,5577,4840,0.9999999990686774
"-37.82022861066583, 144.9773614026485","{""coordinates"": [[[144.977361525599, -37.82022410689291], [144.977361279698, -37.82023311443875]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4845,5581,4843,0.9999999981373549
"-37.819714092623954, 144.9615925006083","{""coordinates"": [[[144.96154775482248, -37.81940167059006], [144.96156600388122, -37.81956419801387], [144.96157711094486, -37.81957340205535], [144.96157017212778, -37.81982561089143], [144.9617022185252, -37.81998109662245], [144.96170172292145, -37.81999911153985]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,4849,5586,4802,70.33363588161507
"-37.819541963563644, 144.95042219051223","{""coordinates"": [[[144.95009300843412, -37.819121693625235], [144.95075137259033, -37.81996223350205]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,4854,5591,4798,109.83624174190425
"-37.82170516981752, 144.98437542311348","{""coordinates"": [[[144.98416177269146, -37.82164743643827], [144.984196819088, -37.8216119893492], [144.98454417920757, -37.82178915964104], [144.98460046603552, -37.821808146684454]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,4972,5686,4954,46.744482731534234
"-37.82181521595242, 144.98460344104797","{""coordinates"": [[[144.98460046603552, -37.821808146684454], [144.98460022100025, -37.821817154268096], [144.98461157638434, -37.82181734864022]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,4976,5689,4975,1.9999999994179234
"-37.82090782844689, 144.94151237549545","{""coordinates"": [[[144.94073460343492, -37.820670617044975], [144.94076791707428, -37.820698234847946], [144.94080198178318, -37.82069883062284], [144.94084690071125, -37.82071763965409], [144.9408577549346, -37.820735852919384], [144.94089207000013, -37.820727441328565], [144.94097130403216, -37.82073783871249], [144.9409821582894, -37.82075605196723], [144.941027577943, -37.82075684624999], [144.94104978713344, -37.820775258066966], [144.94108385188377, -37.82077585376137], [144.94111741601412, -37.82079446412878], [144.94118529523394, -37.820804662810936], [144.94120750447874, -37.82082307459955], [144.94121910970233, -37.820814265808515], [144.94127563403111, -37.82082426588857], [144.94132030287602, -37.82085208208687], [144.94136547231716, -37.82086188358367], [144.941420995607, -37.820907912966966], [144.94150048018682, -37.82090930265889], [144.9415226895429, -37.82092771439092], [144.9416132788416, -37.82093830987217], [144.94163548823508, -37.82095672158391], [144.94174903772657, -37.820958706637064], [144.9418265205683, -37.82103215487023], [144.9418726910779, -37.82100592679625], [144.9418946503394, -37.82103334580677], [144.9419062555185, -37.82102453694684], [144.94196303032444, -37.821025529358074], [144.94205211862484, -37.82109016858337], [144.94223379819127, -37.82109334398277], [144.94229157374363, -37.82105830684712]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,4971,5691,4932,160.87512533071663
"-37.82053419155297, 144.9229915670461","{""coordinates"": [[[144.9229625652811, -37.82001599898292], [144.9229726407507, -37.82087228757932], [144.92304076956336, -37.820873489416584], [144.92305237687248, -37.82086468248048], [144.92306347916846, -37.82087389002026], [144.92312025318324, -37.8208748915103], [144.92313186048352, -37.82086608456609], [144.9231656723971, -37.82087569268265], [144.92318863449478, -37.82086708602299]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,4986,5706,4896,115.68834294125435
"-37.82163938947518, 144.94744449582285","{""coordinates"": [[[144.94744462059748, -37.82163488578722], [144.94744437104822, -37.821643893163134]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5031,5755,5028,0.9999999981373549
"-37.821643992139784, 144.9474500485959","{""coordinates"": [[[144.94744437104822, -37.821643893163134], [144.94745572614355, -37.82164409111643]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5032,5756,5031,0.9999999966239557
"-37.82165740422698, 144.94744399672405","{""coordinates"": [[[144.94744412149882, -37.821652900539036], [144.94744387194928, -37.82166190791492]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5036,5762,5034,1.0
"-37.821183645826935, 144.9492400549187","{""coordinates"": [[[144.9488477647636, -37.82060496619667], [144.94892500514624, -37.82068741733988], [144.94892176344612, -37.82080451335318], [144.94933954044802, -37.82130743557163], [144.94935014756095, -37.82133465550225], [144.9494162834747, -37.82140790119483], [144.94961319627652, -37.82168168239611], [144.94966822690324, -37.82174572282563], [144.94967958203003, -37.821745920565]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5049,5781,4912,149.0026482004705
"-37.82213612535994, 144.97404312339148","{""coordinates"": [[[144.9740723739129, -37.822105087503914], [144.9740138728701, -37.822167163215966]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5051,5784,5033,8.602325266406575
"-37.8215264905759, 144.92978935470188","{""coordinates"": [[[144.9296690010367, -37.82150389420097], [144.92970306587733, -37.82150449319641], [144.9298948415884, -37.821552923700565], [144.92990644822413, -37.821544116068694]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5061,5790,5057,22.13425870759393
"-37.82246733927775, 144.9785359056528","{""coordinates"": [[[144.97805147250008, -37.82241680536415], [144.9781198509106, -37.822408967837355], [144.97815342555083, -37.82242756792617], [144.97821020271428, -37.8224285428966], [144.97827784369568, -37.822447727920135], [144.97833462087894, -37.822448702831025], [144.97834573051486, -37.822457905357844], [144.97840275350245, -37.822449872688], [144.97843608244523, -37.82247748024693], [144.97851557054224, -37.822478845008646], [144.97852668020576, -37.822488047519116], [144.9789241208233, -37.8224948704876], [144.97895867862204, -37.82247744014856], [144.9790268112982, -37.8224786096453]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5077,5810,5064,89.78850772686013
"-37.821880984042934, 144.9666711094628","{""coordinates"": [[[144.96783142282632, -37.82059170163123], [144.96787560785575, -37.82063752301968], [144.9678746196252, -37.82067355298873], [144.96794126787614, -37.8207287738049], [144.96794003262355, -37.82077381126734], [144.96797335680523, -37.82080142166287], [144.9679706392817, -37.820900504080434], [144.96780845562986, -37.821014857756566], [144.96777414312757, -37.821023277278954], [144.96772773423575, -37.82105852326845], [144.9677272400773, -37.821076538250054], [144.96767071140434, -37.821066550765664], [144.96764651856893, -37.821120203702485], [144.96761245309477, -37.821119615685504], [144.96755468890356, -37.82115466559428], [144.96750902114644, -37.82116288902287], [144.96742805230295, -37.821215561807556], [144.96740534196059, -37.82121516975437], [144.9673246201177, -37.821258834975275], [144.9672905545866, -37.82125824686338], [144.96726734995934, -37.82127586975916], [144.9672668556851, -37.82129388473498], [144.96722069352867, -37.821320123023526], [144.96719501739938, -37.82142782077785], [144.9671594688837, -37.8214812775485], [144.96717008264164, -37.82150849606161], [144.96714588928927, -37.82156214887717], [144.96714490067114, -37.821598178824246], [144.96712095442663, -37.821642824145975], [144.96712021295195, -37.82166984660549], [144.96709700815222, -37.82168746946167], [144.96710762191307, -37.82171468797971], [144.96708441709592, -37.82173231083279], [144.96709527801994, -37.8217505218656], [144.96707207318838, -37.82176814471575], [144.96707034302986, -37.82183119711784], [144.9670587405995, -37.82184000854052], [144.96705775192913, -37.82187603848393], [144.96703331119292, -37.82193869875306], [144.9669646851597, -37.82195553730347], [144.96695258833427, -37.821982363684796], [144.96690617844436, -37.82201760931644], [144.96634259890058, -37.822269217078485], [144.96607771709205, -37.82239981788468], [144.96590540845492, -37.822468935177], [144.96584764241243, -37.82250398418693], [144.96579037097118, -37.82252101821131], [144.9656866886961, -37.82257329732798], [144.9656294171671, -37.822590331271236], [144.96560621172762, -37.822607953812415], [144.96554894015472, -37.82262498771513], [144.96552573468557, -37.82264261023947], [144.9654684630688, -37.82265964410163], [144.96544525757, -37.82267726660914], [144.9653879859093, -37.82269430043074], [144.96536478038087, -37.82271192292144], [144.9653075086763, -37.82272895670246], [144.96528430311815, -37.822746579176325], [144.96522703136972, -37.8227636129168], [144.9650658291175, -37.82284193264652], [144.96501991265498, -37.82285916254225], [144.96489500319444, -37.82285700356279]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5152,5879,4883,418.69376148935265
"-37.82266501112778, 144.9517445222577","{""coordinates"": [[[144.95174651454494, -37.822592951938894], [144.9517425299705, -37.82273707031668]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5161,5890,5143,16.000000001862645
"-37.82267056198349, 144.94973351727543","{""coordinates"": [[[144.94972428088957, -37.822593801454076], [144.9497427536613, -37.82274732251291]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5165,5894,5147,17.117242769684655
"-37.822857061298755, 144.9546751572084","{""coordinates"": [[[144.95466233611845, -37.82273375859202], [144.95465984929388, -37.82282383274068], [144.9546709559396, -37.82283303741844], [144.95465860587743, -37.82286886981445], [144.9546808191843, -37.82288727916946], [144.95469093112192, -37.822932513504796], [144.9547131444555, -37.82295092285429], [144.95470129175004, -37.822968740424514]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5174,5906,5159,28.529260925149913
"-37.82234382927736, 144.91547312693575","{""coordinates"": [[[144.9154674494492, -37.822343728757836], [144.9154788044223, -37.82234392979687]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5182,5912,5181,1.0000000024447218
"-37.822907706903614, 144.9380108923135","{""coordinates"": [[[144.93795660680829, -37.82292899575264], [144.93799142461114, -37.82290257040894], [144.9380709111585, -37.822903962477085]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5198,5935,5202,11.242640690243736
"-37.8232748884146, 144.95940105226975","{""coordinates"": [[[144.95936438007513, -37.823193840988566], [144.9593638838458, -37.823211855869886], [144.95940831308937, -37.823248672871266], [144.9594063282082, -37.82332073239748], [144.95943940209344, -37.82335735258021]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5208,5940,5193,20.656854249298284
"-37.823773508469465, 144.9826751588495","{""coordinates"": [[[144.98281183494225, -37.82366097752001], [144.98279949820608, -37.82369681324957], [144.98276420485237, -37.82374126743407], [144.98274100296396, -37.82375889345657], [144.9827182916271, -37.82375850433372], [144.9826829981947, -37.8238029584912], [144.9826044896543, -37.823765566223415], [144.98259288868923, -37.82377437921884], [144.9825914169079, -37.82382842463557], [144.9825336573012, -37.82386348202289]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5223,5952,5197,42.493032088913644
"-37.823897689512286, 144.976867995304","{""coordinates"": [[[144.97676252434113, -37.82385456920638], [144.97678498962074, -37.823863967015505], [144.9768067169039, -37.82390038743197], [144.97698816131705, -37.82391251695907]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5239,5964,5234,22.73942347319603
"-37.823820819536635, 144.9771354677943","{""coordinates"": [[[144.97698816131705, -37.82391251695907], [144.9770340758717, -37.823895282336025], [144.9772774633982, -37.823719228630715]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5213,5965,5239,33.472135952676275
"-37.82395949559813, 144.97667901000173","{""coordinates"": [[[144.97665810940475, -37.82393388075488], [144.97669119230193, -37.82397049633821], [144.97669070027052, -37.82398851141095]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5255,5978,5244,6.999999999068677
"-37.82325621394726, 144.90842225387306","{""coordinates"": [[[144.90812749231392, -37.82278128119627], [144.90813884730082, -37.822781482944855], [144.90816079427353, -37.82280890788907], [144.90828061278557, -37.82299127004242], [144.90864159746295, -37.82348431293287], [144.90864108889923, -37.823502327236476], [144.90857143255127, -37.82355515990775], [144.90852550352443, -37.823572367361784], [144.90843288248368, -37.82363380366534], [144.908443728989, -37.8236520196892], [144.908408646375, -37.82368744311739]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5392,6130,5250,123.53967614543367
"-37.82437835891891, 144.95821594765056","{""coordinates"": [[[144.95842814516303, -37.82418692525682], [144.9584276486884, -37.82420494012458], [144.9582182832569, -37.82438154428563], [144.95798620559114, -37.82455775414186]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5394,6132,5341,57.19151934317109
"-37.825226277764074, 144.96532387410846","{""coordinates"": [[[144.96510345101265, -37.825194649079414], [144.96511455934373, -37.82520385281573], [144.96517257530743, -37.825159796781], [144.96527452973538, -37.82517057054929], [144.96528539067234, -37.825188781740835], [144.96530785479246, -37.825198181708494], [144.96531970537617, -37.82518036301324], [144.96534241690415, -37.82518075550326], [144.9653530304549, -37.82520797416022], [144.96544214484726, -37.82527259637071], [144.9654414026636, -37.82529961878537], [144.96546361944573, -37.82531802619624], [144.96546312466114, -37.82533604113946], [144.96551940883506, -37.82535503723437]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5466,6204,5452,53.25488584977474
"-37.82567389242491, 144.98681935708578","{""coordinates"": [[[144.98631899674672, -37.825874826971955], [144.98634219850115, -37.8258572002447], [144.9863762665474, -37.82585778290649], [144.98639946828322, -37.82584015616735], [144.98645624834978, -37.82584112723689], [144.98657201196949, -37.8257620009978], [144.98658385762974, -37.825744180019704], [144.9866065696292, -37.82574456841442], [144.98669913133415, -37.82568306882443], [144.98674480010803, -37.82567483797436], [144.98683760641015, -37.82560433067898], [144.9869183222068, -37.82556065191225], [144.9869519005637, -37.8255792495854], [144.98694005501855, -37.82559707060428], [144.98695116621522, -37.825606272358065], [144.987064481262, -37.82561722151925], [144.9871567976814, -37.82556472914459], [144.98719086561024, -37.82556531156697], [144.9872024663388, -37.82555649811325], [144.9872133328126, -37.825574707435464], [144.9872474007472, -37.825575289841616], [144.98731431292592, -37.82562149258886]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5455,6222,5487,110.7820711256638
"-37.82474229463377, 144.9490137605734","{""coordinates"": [[[144.9489490319964, -37.8239230460824], [144.94894728628515, -37.823986097748424], [144.9489356814312, -37.82399490730931], [144.94893393570408, -37.82405795897404], [144.94892233083695, -37.82406676853314], [144.948920585094, -37.82412982019658], [144.94890898021367, -37.8241386297539], [144.9488948813728, -37.824237513111996], [144.94890598748088, -37.824246718317085], [144.9489145996481, -37.82434599732267], [144.94892570577434, -37.8243552025263], [144.94892445880473, -37.82440023942671], [144.94893556494003, -37.824409444629595], [144.9489441771559, -37.82450872363213], [144.94896539190384, -37.82456316355418], [144.94899372264442, -37.82477092675053], [144.94901493749543, -37.8248253666646], [144.94900994973287, -37.825005514259615], [144.94899834472074, -37.82501432382085], [144.94899585080788, -37.82510439761529], [144.94898424577812, -37.82511320717449], [144.9489688998108, -37.825257127418894], [144.94898000607546, -37.82526633262022], [144.9490140730597, -37.825266926080666], [144.94917404981894, -37.82523366591202], [144.94940166168092, -37.82521960698913]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5481,6229,5322,191.39913333245178
"-37.82443142541469, 144.95638290594647","{""coordinates"": [[[144.95554391517612, -37.82372233739159], [144.95558908848406, -37.82373213353017], [144.95577989454577, -37.82381655217255], [144.95585888586788, -37.82383594710463], [144.9558810997626, -37.82385435624727], [144.95601587453208, -37.8239107664963], [144.95603858553935, -37.823911160769114], [144.9562293925988, -37.82399557870849], [144.95627456617456, -37.82400537459099], [144.9563078872545, -37.82403298819171], [144.9563715476498, -37.824196304435546], [144.9564149819924, -37.82426915222479], [144.9564250951461, -37.82431438643723], [144.95667260832275, -37.82481432773547], [144.95669333198526, -37.82488678127466], [144.95692998985842, -37.82536851016805], [144.956950962333, -37.82543195624359]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5495,6233,5267,242.02794465038573
"-37.82549483760241, 144.96882379045306","{""coordinates"": [[[144.96819246109644, -37.825653526111694], [144.96822726984448, -37.82562709156062], [144.96830700786649, -37.82561945582092], [144.96834156951374, -37.8256020287215], [144.96837539002289, -37.82561162407388], [144.9683985958022, -37.82559400100325], [144.96848968962445, -37.82558656108873], [144.96854720992744, -37.825560518320906], [144.96863855070706, -37.82554407080065], [144.96869607092725, -37.82551802795746], [144.96873013844612, -37.82551861571873], [144.96874174128146, -37.8255098041473], [144.96875285012587, -37.82551900755411], [144.96878765861598, -37.82549257282917], [144.96886764343196, -37.825475929213404], [144.96889084905453, -37.82545830604076], [144.96898194267717, -37.825450865738844], [144.9690283538427, -37.825415619341385], [144.9690624213215, -37.8254162070052], [144.9691184596083, -37.825444208898716], [144.96915302099177, -37.82542678155269], [144.96919844430738, -37.82542756505438], [144.9692330056652, -37.82541013768405], [144.96926707314577, -37.825410725288606], [144.9692789228313, -37.825392906168936], [144.96930163448027, -37.82539329789739], [144.9693361957988, -37.82537587049551], [144.96937026326583, -37.82537645806977], [144.96945074165805, -37.82534179906264]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5458,6236,5497,124.7249856193989
"-37.824619107729696, 144.9614965238823","{""coordinates"": [[[144.96269371224608, -37.82358493228995], [144.96189035791383, -37.82429196802063], [144.96122771893272, -37.824839223435376], [144.9608085003293, -37.82521045645077], [144.9606576520789, -37.82532499628521], [144.9606571561259, -37.825343011174525], [144.9604243369055, -37.82554624822254], [144.9602966950259, -37.82564316610458]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5513,6256,5229,311.6034777561834
"-37.825627192257535, 144.9570364672947","{""coordinates"": [[[144.9570365915043, -37.8256226885456], [144.95703634308506, -37.82563169596947]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5521,6264,5520,1.0000000009313226
