geo_point,geo_shape,grid_code,source,to_node,arcid,from_node,route_length_m
"-37.82598300155097, 144.97278751393566","{""coordinates"": [[[144.97268815637037, -37.82577608249057], [144.9726721165728, -37.825947029662544], [144.97275037554667, -37.82599343597672], [144.9727844433697, -37.825994022571564], [144.9728508535154, -37.826058248314546], [144.97288492137037, -37.826058834881174], [144.97294046868026, -37.82610485003158], [144.97297453655852, -37.8261054365729], [144.97299675551074, -37.82612384261999]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5547,6292,5503,55.74766225723334
"-37.825981630719845, 144.9681820108886","{""coordinates"": [[[144.9681428374818, -37.82580586948006], [144.9681648080365, -37.825833283889104], [144.9680369283078, -37.82593921792359], [144.96801100436014, -37.8260559232495], [144.96803371619444, -37.82605631522824], [144.96807988110643, -37.826030076717146], [144.96812530476157, -37.82603086064324], [144.96815986664564, -37.826013433605056], [144.968182084333, -37.82603184052624], [144.9682275079921, -37.826032624412946], [144.96831909646986, -37.82600716967428], [144.96842129968002, -37.826008933274885], [144.96849017624962, -37.825983086496855]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5541,6294,5519,78.72350439067758
"-37.826216014393566, 144.96919387062957","{""coordinates"": [[[144.96919991902467, -37.82620260109545], [144.96918782223446, -37.82622942769168]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5578,6324,5568,3.162277660923061
"-37.82617218026314, 144.96352577952678","{""coordinates"": [[[144.96350886948966, -37.8261673818983], [144.96354268956392, -37.82617697862798]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5588,6341,5587,3.162277660499703
"-37.82625448328122, 144.9691777634207","{""coordinates"": [[[144.96918757528678, -37.82623843518274], [144.9691759723844, -37.82624724679533], [144.96917523153624, -37.826274269268175]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5589,6343,5585,4.414213560423286
"-37.82656508788189, 144.98478916587763","{""coordinates"": [[[144.98480088957186, -37.82655177089081], [144.9847774421834, -37.82657840487296]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5598,6356,5593,3.6055512780470136
"-37.826314607097174, 144.9691627642973","{""coordinates"": [[[144.969162887773, -37.82631010335177], [144.9691626408216, -37.82631911084257]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5600,6358,5596,1.0000000009313226
"-37.82638393428775, 144.9691588741659","{""coordinates"": [[[144.96916140606285, -37.826364148296285], [144.9691606652063, -37.82639117076833], [144.96914906227602, -37.826399982377296]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5613,6374,5609,4.4142135638854905
"-37.82640889192645, 144.96914313733257","{""coordinates"": [[[144.96913745934302, -37.826408793985024], [144.96914881532211, -37.82640898986788]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5615,6376,5614,0.9999999985448085
"-37.82648956757164, 144.96911820275352","{""coordinates"": [[[144.96911252475786, -37.82648946962883], [144.96912388074915, -37.826489665514444]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5627,6393,5626,0.9999999986612238
"-37.826505517709315, 144.96910271284332","{""coordinates"": [[[144.96911252475786, -37.82648946962883], [144.96910092180613, -37.82649828123228], [144.96910018092393, -37.82652530370271]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5631,6397,5626,4.4142135648273015
"-37.82655035927019, 144.96909012203997","{""coordinates"": [[[144.96909993396298, -37.82653431119282], [144.96908833100258, -37.826543122794746], [144.96908759011458, -37.82657014526475]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5635,6403,5633,4.414213562043823
"-37.825567080840294, 144.96243673961604","{""coordinates"": [[[144.96366848459107, -37.82449395827003], [144.9635983698168, -37.824564839535704], [144.9634356761391, -37.824697201617354], [144.96312065205666, -37.82499815134101], [144.96207360948597, -37.8258902184561], [144.96195757275763, -37.82597832729005], [144.96150353958686, -37.82637599524858], [144.9613410860735, -37.82649934672701], [144.9612391305531, -37.826488569517316], [144.96114927478007, -37.82645096653759]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5642,6419,5378,320.7051421245989
"-37.825148896345596, 144.91866340422442","{""coordinates"": [[[144.91843067838934, -37.82443279566875], [144.91846449123676, -37.824442405160426], [144.91849703862871, -37.82449705067713], [144.91849400150213, -37.82460513715838], [144.91850510375033, -37.824614345122505], [144.91849197674205, -37.824677194811315], [144.91850307900035, -37.824686402775846], [144.91850206662266, -37.82472243160215], [144.918534361065, -37.82478608431711], [144.91852275260297, -37.82479489076826], [144.91857750476683, -37.82486795218922], [144.9185767455059, -37.82489497380942], [144.91856513703098, -37.82490378026424], [144.91864234703183, -37.824986250367544], [144.91863855081917, -37.82512135846999], [144.918626436148, -37.825148179343], [144.91867109861684, -37.82517600394522], [144.9186594901071, -37.82518481040798], [144.91868169481597, -37.82520322630868], [144.91868118866134, -37.82522124072233], [144.91871398960538, -37.8252668789802], [144.91874375373757, -37.8254206037132], [144.9187866449442, -37.82551147872494], [144.91878537960656, -37.8255565147596], [144.91880758445498, -37.82557493063965], [144.91880606606128, -37.8256289738813], [144.9188282709359, -37.825647389758025], [144.91882700561737, -37.82569242579282], [144.91889058366056, -37.82585575988649], [144.91888931837042, -37.82590079592146]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5664,6437,5456,178.94930871799306
"-37.82677643601238, 144.96903080778344","{""coordinates"": [[[144.96902512976612, -37.82677633806474], [144.96903648580079, -37.82677653396003]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5668,6442,5667,1.0000000019208528
"-37.82591914699215, 144.9196727246075","{""coordinates"": [[[144.9196728510891, -37.82591464338644], [144.91967259812586, -37.82592365059786]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5671,6447,5665,1.0000000009313226
"-37.82591934764179, 144.91968408015873","{""coordinates"": [[[144.9196842066397, -37.82591484403605], [144.9196839536778, -37.82592385124754]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5672,6449,5666,1.0000000009313226
"-37.82592312790043, 144.9154544463182","{""coordinates"": [[[144.9154463128054, -37.82592099052493], [144.9154576683264, -37.82592119158205], [144.91545741485078, -37.8259301987693]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5694,6476,5689,1.9999999985448085
"-37.82597513417656, 144.91545046970617","{""coordinates"": [[[144.91544479194152, -37.8259750336478], [144.91545614747082, -37.82597523470531]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5718,6502,5717,1.0000000016298145
"-37.825997551615494, 144.91544415824706","{""coordinates"": [[[144.91544428498602, -37.825993048021964], [144.9154440315081, -37.826002055209024]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5729,6517,5725,1.0
"-37.826002155737875, 144.9154497092748","{""coordinates"": [[[144.9154440315081, -37.826002055209024], [144.9154553870415, -37.826002256266726]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5730,6518,5729,0.9999999983119778
"-37.826051262054854, 144.92907952819527","{""coordinates"": [[[144.92868766090257, -37.82572213176296], [144.928707601575, -37.82582161121706], [144.92872930533116, -37.82585803982542], [144.9287285497449, -37.82588506161509], [144.92876060171054, -37.82595771904777], [144.92878054253026, -37.82605719849052], [144.9288022463866, -37.826093627087126], [144.92882218729073, -37.82619310652336], [144.92884389120462, -37.826229535113264], [144.9288671062315, -37.826211920118894], [144.92887821004683, -37.82622112714697], [144.92891227703873, -37.82622172643417], [144.92895694418328, -37.82624954726037], [144.92897965552092, -37.82624994677133], [144.92902608551483, -37.82621471672268], [144.92906015250696, -37.82621531596703], [144.92932712402845, -37.82601274272298], [144.9293611909342, -37.82601334187755], [144.92939576140554, -37.825995926488645], [144.92953202900975, -37.82599832296757], [144.92956685119725, -37.82597190025922], [144.92964659236534, -37.825964290839885], [144.92969251837764, -37.825947075049235]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5650,6533,5617,148.3192338705241
"-37.82602017011201, 144.91544920231996","{""coordinates"": [[[144.91544352455188, -37.826020069583095], [144.91545488008808, -37.826020270640925]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5747,6538,5746,1.0000000019790605
"-37.826071618693604, 144.91861185007315","{""coordinates"": [[[144.91861197661996, -37.82606711509106], [144.91861172352637, -37.82607612229616]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5751,6546,5737,1.0
"-37.82607222094814, 144.91864591677447","{""coordinates"": [[[144.9186460433192, -37.826067717345495], [144.91864579022973, -37.82607672455079]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5754,6552,5740,0.9999999990686774
"-37.82602457317661, 144.91544339781274","{""coordinates"": [[[144.91544352455188, -37.826020069583095], [144.9154432710736, -37.82602907677012]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5758,6559,5746,1.0
"-37.82604337838809, 144.91380884589148","{""coordinates"": [[[144.9138186693378, -37.82602733576164], [144.91380706013516, -37.826036141723634], [144.91380629910287, -37.82606316325639]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5771,6576,5768,4.414213563011458
"-37.82690734211782, 144.95914278556728","{""coordinates"": [[[144.959148587647, -37.826902936825554], [144.95913698348753, -37.82691174741008]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5778,6586,5776,1.4142135594508038
"-37.82691214110746, 144.95915969545865","{""coordinates"": [[[144.9591599436313, -37.82690313367363], [144.95915944728603, -37.82692114854128]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5781,6591,5778,1.9999999981373549
"-37.82662956912001, 144.9649765276756","{""coordinates"": [[[144.96431733576003, -37.82651479781873], [144.9643854715298, -37.82651597589057], [144.96444175628673, -37.82653497251513], [144.96449853611446, -37.82653595418486], [144.9646357977265, -37.82650228022007], [144.96467036061006, -37.82648485423788], [144.9647273878995, -37.82647682833059], [144.96475059479468, -37.82645920601445], [144.96511373799302, -37.82647449473259], [144.96515817207805, -37.82651130968281], [144.96516878572865, -37.82653852835415], [144.96519839979868, -37.826701251575834], [144.96522061692292, -37.82671965903882], [144.96528875291935, -37.82672083659352], [144.96534429582286, -37.82676685520288], [144.9653435535636, -37.82679387760901], [144.9653196044265, -37.826838522447716], [144.9653171301888, -37.826928597131825], [144.96528231980813, -37.82695503076925], [144.96528108266278, -37.82700006810957], [144.96525713341623, -37.82704471293108], [144.96521096690554, -37.82707095028377]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5788,6599,5645,153.5627792908281
"-37.82616420372144, 144.94700321365934","{""coordinates"": [[[144.94712104687514, -37.82552230892407], [144.9471528673589, -37.82560396923995], [144.94714076279337, -37.82563079334429], [144.94713851619048, -37.825711859656444], [144.94712691084965, -37.82572066902248], [144.94705028896604, -37.826025731473784], [144.94702607960048, -37.82607937965], [144.94699987304725, -37.82620508675149], [144.94698826761055, -37.82621389610044], [144.94694945686516, -37.8263844419954], [144.94693785139359, -37.82639325133814], [144.94684862371116, -37.82674315238179], [144.94682541262583, -37.82676077104117], [144.94682466361374, -37.82678779313481], [144.94681305806247, -37.82679660246242]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5791,6603,5531,146.9850455367868
"-37.82730570064783, 144.9719109627145","{""coordinates"": [[[144.97190760448473, -37.82731266120403], [144.97190785111133, -37.82730365369943], [144.97191920724705, -37.82730384931909]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5804,6618,5811,1.9999999980209395
"-37.8273917162938, 144.97181444455322","{""coordinates"": [[[144.9717214666112, -37.82747166620176], [144.9717792339875, -37.827436614368], [144.97182638507118, -37.82737434436405], [144.97188464558135, -37.82732127746577], [144.97190760448473, -37.82731266120403]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5811,6636,5827,24.511699636318145
"-37.82746903243284, 144.97374949520125","{""coordinates"": [[[144.97445630828068, -37.82717630231896], [144.97436324226703, -37.82725580695847], [144.97403046493233, -37.82737624561415], [144.97400775260903, -37.82737585478022], [144.97385839778678, -37.827436366860425], [144.97383568544748, -37.82743597599279], [144.97368633037107, -37.82749648784655], [144.97366361801576, -37.82749609694522], [144.97351426268517, -37.82755660857253], [144.97349155031387, -37.82755621763749], [144.97334219472907, -37.82761672903837], [144.97331948234174, -37.82761633806963], [144.97317012650277, -37.82767684924408], [144.97314741409943, -37.827676458241626], [144.97310124983957, -37.82770269875563], [144.9730326196233, -37.82771954071517], [144.97303237312974, -37.82772854822541]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5845,6651,5779,142.39274957523978
"-37.82648606715206, 144.90337043843073","{""coordinates"": [[[144.90325337254527, -37.826407383302346], [144.90348750431616, -37.82656475100178]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5848,6655,5838,27.01851217464702
"-37.82762521614089, 144.96182704822058","{""coordinates"": [[[144.96182137016368, -37.82762511784411], [144.96183272627752, -37.82762531443766]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5857,6665,5856,0.9999999988940544
"-37.826518081964444, 144.91185421715107","{""coordinates"": [[[144.91148469395574, -37.82620223562978], [144.911507658985, -37.82619363134516], [144.91164392540395, -37.82619604852973], [144.91165553487983, -37.826187242789665], [144.9116896014833, -37.826187847057724], [144.91169943340816, -37.82624209146959], [144.91167646838414, -37.826250695791764], [144.9116979097942, -37.82629613446042], [144.91169638617623, -37.82635017745069], [144.91168477667858, -37.82635898319395], [144.91169587830265, -37.82636819178066], [144.91168401486357, -37.826386004688636], [144.91169486255416, -37.826404220440416], [144.9116930849899, -37.8264672705944], [144.91168147547285, -37.82647607633661], [144.91170367875668, -37.826494493510346], [144.91170291694482, -37.82652151500474], [144.9116913074201, -37.82653032074763], [144.91171351072208, -37.82654873791991], [144.91171300284904, -37.826566752249455], [144.9117674954427, -37.82664882382342], [144.91182249600362, -37.82671288104433], [144.91184495331404, -37.82672229102861], [144.9118441915475, -37.826749312524385], [144.9118772427397, -37.82678594540705], [144.91193300523148, -37.826822981084256], [144.91201300247545, -37.82680637652826], [144.91211774206002, -37.82671811734995], [144.9121220581536, -37.82656499551115], [144.91208900693056, -37.82652836269529], [144.91210061640953, -37.826519556911755], [144.9120912919412, -37.82644729819183], [144.91217255814195, -37.826385657676006]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5823,6672,5796,163.7869691217589
"-37.8274614538709, 144.9578983510596","{""coordinates"": [[[144.95779864872767, -37.82723999811024], [144.95781000475407, -37.82724019508994], [144.95785220050797, -37.827358079534534], [144.95787416759893, -37.827385495761284], [144.9579704123169, -37.827603446710015], [144.95796966734633, -37.827630468988204], [144.9579116452566, -37.827674521275505]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5865,6674,5828,53.910100833088045
"-37.8274303490692, 144.95937229743774","{""coordinates"": [[[144.95925519896838, -37.827157113414785], [144.95927567756797, -37.82723857399796], [144.9593085048902, -37.82728420167723], [144.95937242259592, -37.82743850905072], [144.9593943902853, -37.82746592501029], [144.95940450561787, -37.82751115900876], [144.95949088776808, -37.82767486741055], [144.95949014335005, -37.827701889714035]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5866,6675,5820,64.48053912100706
"-37.827709174018324, 144.95946834501558","{""coordinates"": [[[144.95944447076957, -37.82771010986268], [144.9594785391001, -37.827710700328694], [144.95949014335005, -37.827701889714035]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5867,6676,5867,4.414213561437636
"-37.82705475515404, 144.9176641003649","{""coordinates"": [[[144.91746924990804, -37.82711028538085], [144.9175035702998, -37.82710188078266], [144.91755000609567, -37.82706665544251], [144.91757246429034, -37.827076064357904], [144.91760703788052, -37.827058652530916], [144.9176294960806, -37.82706806143559], [144.91765271394425, -37.82705044874186], [144.91768678107476, -37.827051051286965], [144.91773271033563, -37.82703384026795], [144.9177894888772, -37.82703484446538], [144.9178583827124, -37.827009027868215], [144.91785863590607, -37.82700002066885]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5871,6688,5882,39.90558614945647
"-37.82850618172149, 144.985114639689","{""coordinates"": [[[144.98490719043477, -37.82849112101752], [144.98494150471453, -37.82848269655332], [144.98500915307454, -37.82850187789698], [144.9851116058121, -37.8284946195365], [144.98514518498908, -37.82851321774135], [144.9852473927188, -37.82851496683949], [144.98525825910488, -37.82853317633229], [144.98529257336904, -37.82852475176521], [144.9853150411951, -37.82853414801034]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5896,6700,5893,38.78218300856118
"-37.82743894216007, 144.91592621853323","{""coordinates"": [[[144.9159263452495, -37.827434438566264], [144.915926091817, -37.82744344575387]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5910,6717,5908,0.9999999981373549
"-37.827544160547816, 144.92271242298565","{""coordinates"": [[[144.9225803325956, -37.827570061838934], [144.92277464464573, -37.82752843196084], [144.92283142374816, -37.827529433738825], [144.92284252697635, -37.8275386413182]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5904,6724,5914,24.134258709328822
"-37.827446206845494, 144.96631011882417","{""coordinates"": [[[144.96602829053512, -37.82833770557045], [144.96606582213093, -37.828212189553994], [144.96607742570805, -37.82820337827025], [144.96609100801297, -37.82812250721906], [144.96611495714282, -37.82807786223109], [144.9661159464922, -37.828041832346806], [144.96613989557892, -37.82799718735201], [144.96615347776785, -37.827916316287904], [144.96617742678822, -37.82787167128275], [144.96619100890703, -37.82779080021085], [144.96621495786107, -37.827746155195356], [144.96622853990982, -37.827665284115675], [144.96625248879752, -37.82762063908982], [144.9662660707762, -37.827539768002346], [144.96629001959755, -37.827495122966155], [144.96630360150613, -37.827414251870884], [144.96632755026118, -37.827369606824355], [144.96634113209967, -37.8272887357213], [144.96636508078836, -37.82724409066441], [144.9663786625568, -37.827163219553555], [144.96640261117918, -37.827118574486335], [144.96641619287752, -37.82703770336769], [144.9664774242688, -37.82687654955068], [144.96651569608693, -37.82672401089258], [144.96652729937128, -37.826715199554165], [144.96656112012334, -37.826724795434046], [144.9665954354189, -37.82671637635285], [144.96668381092283, -37.82680802011896]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5688,6730,5918,206.18621968273823
"-37.82761500018505, 144.92712758270633","{""coordinates"": [[[144.9270911248283, -37.8275594528866], [144.92712443617947, -37.827587074463], [144.92712317581476, -37.82763211072004], [144.92716759101353, -37.82766893947583]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5920,6732,5900,14.899494935639185
"-37.82782246309426, 144.9685400779751","{""coordinates"": [[[144.96872813742522, -37.8272488371555], [144.9687278904126, -37.82725784464243], [144.96869332806043, -37.82727527183112], [144.9686923399915, -37.82731130177778], [144.96866839266082, -37.82735594734742], [144.96866740457688, -37.82739197729302], [144.9686434572031, -37.827436622855835], [144.96864246910414, -37.82747265280038], [144.96861852168726, -37.82751729835636], [144.96861753357334, -37.82755332829986], [144.96859358611331, -37.82759797384902], [144.9685925979844, -37.82763400379147], [144.96856865048125, -37.827678649333784], [144.96856766233736, -37.82771467927518], [144.9685437147911, -37.82775932481067], [144.9685427266322, -37.82779535475102], [144.96851877904282, -37.82784000027967], [144.96851779086896, -37.827876030218974], [144.96849384323647, -37.827920675740806], [144.96848026359044, -37.82800154714832], [144.96846866032118, -37.82801035867837], [144.96846816621925, -37.828028373646966], [144.9684903845677, -37.82804678052358], [144.96847729899008, -37.82810963695991], [144.96846569570297, -37.82811844848902], [144.96843977150706, -37.828235153866316], [144.9684158237022, -37.82827979936502], [144.96840224388762, -37.82836067075457], [144.96836693973682, -37.82840512027707]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5924,6735,5803,136.89462520934498
"-37.82828670128936, 144.96378454941276","{""coordinates"": [[[144.96309293143761, -37.828485215702784], [144.96312749561054, -37.82846779021629], [144.96342498721532, -37.82839183101616], [144.96345955126998, -37.8283744054284], [144.96360817298157, -37.828340929222385], [144.96370001340776, -37.828306470758555], [144.96384863488674, -37.82827299424148], [144.96394047512388, -37.82823853558397], [144.96399750383563, -37.82823051007374], [144.9640320676862, -37.82821308431133], [144.9640890963703, -37.82820505875582], [144.96427252882145, -37.828145148439795], [144.96447842585616, -37.82809463797264]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5890,6758,5939,130.05772583107813
"-37.82745087385863, 144.9118644709664","{""coordinates"": [[[144.9115506505966, -37.827086549172286], [144.91172098567995, -37.8270895706264], [144.91172022385814, -37.82711659211836], [144.91169700461666, -37.82713420359928], [144.911708106354, -37.82714341218716], [144.91170709058312, -37.82717944084246], [144.91172929407625, -37.82719785801571], [144.91172904013575, -37.82720686517959], [144.9117060748104, -37.8272154694975], [144.9117277704317, -37.82725190099877], [144.911692941502, -37.827278318218156], [144.91170353537078, -37.82730554113404], [144.91168006211655, -37.82733215977267], [144.91170226564668, -37.827350576951716], [144.9117015038109, -37.827377598442155], [144.91173480913818, -37.827405224203844], [144.91173379337073, -37.827441252858144], [144.91172218370016, -37.82745005859864], [144.9117436254515, -37.82749549726138], [144.91173201577328, -37.82750430300256], [144.91174260968504, -37.827531525915326], [144.91172973028273, -37.82758536747287], [144.91175193389867, -37.82760378464442], [144.91175091813227, -37.82763981329789], [144.91178523934323, -37.827631410394396], [144.91181905268, -37.82764102180814], [144.9118538817431, -37.827614604556665], [144.91189854299077, -37.82764243168699], [144.9119326102685, -37.82764303590437], [144.91196743929368, -37.82761661861813], [144.91196820103906, -37.8275895971242], [144.91199065863, -37.82759900708776], [144.91202472588978, -37.82759961127792], [144.91203633555003, -37.827590805507405], [144.9120471834914, -37.827609021230984], [144.91210294667255, -37.82764605684361], [144.9122051485272, -37.82764786928901], [144.91222836781932, -37.82763025771045], [144.91225082545776, -37.82763966762564], [144.91227404473676, -37.82762205603767], [144.91237624656947, -37.82762386833363]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5941,6759,5888,153.14010110881986
"-37.82847599392119, 144.92285032462814","{""coordinates"": [[[144.922839726463, -37.828448771888894], [144.92286092279332, -37.82850321595349]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,5974,6786,5973,6.32455531956367
"-37.82778120856897, 144.91159355228342","{""coordinates"": [[[144.9115506505966, -37.827086549172286], [144.91163645397023, -37.82847586796566]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,5980,6789,5888,154.39235732365918
"-37.82859137734155, 144.91484852569906","{""coordinates"": [[[144.91484865248606, -37.828586873751725], [144.91484839891206, -37.82859588093139]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5990,6800,5988,0.9999999990686774
"-37.828604988674456, 144.91485382330194","{""coordinates"": [[[144.91484814533794, -37.828604888111045], [144.91485950126597, -37.828605089237875]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5994,6805,5993,1.0000000035506673
"-37.82861860000742, 144.91485912090664","{""coordinates"": [[[144.9148592476931, -37.828614096417574], [144.91485899412018, -37.82862310359726]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5998,6812,5996,0.9999999990686774
"-37.828278675140865, 144.91083329404447","{""coordinates"": [[[144.91044078326388, -37.82857180411623], [144.91107932912337, -37.82808749412], [144.91110204076628, -37.82808789709465], [144.91119466543608, -37.82802645883303], [144.91124034269572, -37.82801825757256]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,5960,6820,6004,94.53499736909234
"-37.82865459465141, 144.91455607581824","{""coordinates"": [[[144.91426671035558, -37.82867569377863], [144.9143234900299, -37.828676699683704], [144.91436967467007, -37.82865048285767], [144.91443781026084, -37.82865168988024], [144.91446102936854, -37.82863407785762], [144.9144832339903, -37.82865249454008], [144.91473306453457, -37.82865691985631], [144.91479035137462, -37.82863991117766], [144.91480145372736, -37.82864911948954], [144.91483552153102, -37.82864972288083], [144.91484713104043, -37.828640916829514]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6002,6823,6006,54.87044618019969
"-37.828835500353236, 144.90372999300925","{""coordinates"": [[[144.9037301204731, -37.828830996795574], [144.9037298655454, -37.82884000391089]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6031,6849,6026,1.0
"-37.82883570255305, 144.9037413488919","{""coordinates"": [[[144.9037414763551, -37.82883119899536], [144.90374122142873, -37.82884020611073]]], ""type"": ""MultiLineString""}",2,2008 DEM to stream order using ESRI Spatial Analy*,6032,6851,6027,0.9999999962747097
"-37.82884050940832, 144.903758255254","{""coordinates"": [[[144.9037525773122, -37.82884040830949], [144.90376393319582, -37.82884061050716]]], ""type"": ""MultiLineString""}",3,2008 DEM to stream order using ESRI Spatial Analy*,6034,6854,6033,1.000000003259629
"-37.83016229783028, 144.9793568589871","{""coordinates"": [[[144.97935118067403, -37.83016220037306], [144.97936253730018, -37.830162395287495]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6043,6865,6042,1.000000000698492
"-37.83016709397174, 144.97937377105427","{""coordinates"": [[[144.97937389392644, -37.830162590200835], [144.9793736481821, -37.83017159774264]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6060,6890,6044,1.0
"-37.83016767870529, 144.97940784093572","{""coordinates"": [[[144.9794079638058, -37.830163174934285], [144.97940771806566, -37.83017218247629]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6063,6896,6047,1.0000000018626451
"-37.83017646760212, 144.9791242513744","{""coordinates"": [[[144.97896431806817, -37.83018259524991], [144.97898727711282, -37.83017397761281], [144.97927119278054, -37.830178851023874], [144.97928279516412, -37.830170038404795]]], ""type"": ""MultiLineString""}",1,2008 DEM to stream order using ESRI Spatial Analy*,6052,6909,6071,28.65028153925747
