geo_point,geo_shape,suburb_id,latitude,street_no,str_name,address_pnt,easting,northing,gisid,longitude,suburb,street_id,add_comp,missing_street_number_flag,missing_street_name_flag,missing_suburb_flag,missing_suburb_id_flag,address_completeness
"-37.81372270083, 144.942360371101","{""coordinates"": [144.942360371101, -37.81372270083], ""type"": ""Point""}",599,-37.8137227,2,Marmion Place,2 Marmion Place  Docklands,318878.970914,5812858.06982609,43454,144.94236037,Docklands,120059,,False,False,False,False,Complete
"-37.834473648712, 144.985830959086","{""coordinates"": [144.985830959086, -37.834473648712], ""type"": ""Point""}",595,-37.83447365,238,Domain Road,238 Domain Road  South Yarra,322755.472097,5810638.82615417,61751,144.98583096,South Yarra,572,,False,False,False,False,Complete
"-37.824543614626, 144.947497406914","{""coordinates"": [144.947497406914, -37.824543614626], ""type"": ""Point""}",599,-37.82454361,56,River Esplanade,56 River Esplanade  Docklands,319357.5870063,5811667.25997638,2219,144.94749741,Docklands,117906,,False,False,False,False,Complete
"-37.803653518127, 144.96621988202","{""coordinates"": [144.96621988202, -37.803653518127], ""type"": ""Point""}",585,-37.80365352,1,Argyle Place South,1 Argyle Place South  Carlton,320955.07172582,5814021.40513648,12492,144.96621988,Carlton,398,,False,False,False,False,Complete
"-37.778285397495, 144.941832527766","{""coordinates"": [144.941832527766, -37.778285397495], ""type"": ""Point""}",593,-37.7782854,70,Parkville Avenue,70 Parkville Avenue  Parkville,318745.89609588,5816789.38922107,21054,144.94183253,Parkville,119271,,False,False,False,False,Complete
"-37.79660718279, 144.972185268748","{""coordinates"": [144.972185268748, -37.79660718279], ""type"": ""Point""}",585,-37.79660718,83,Palmerston Street,83 Palmerston Street  Carlton,321463.32456253,5814814.72260444,10002,144.97218527,Carlton,955,,False,False,False,False,Complete
"-37.793387024113, 144.956343896733","{""coordinates"": [144.956343896733, -37.793387024113], ""type"": ""Point""}",593,-37.79338702,189,Park Drive,189 Park Drive  Parkville,320060.62655295,5815141.66393804,63342,144.9563439,Parkville,956,,False,False,False,False,Complete
"-37.795069349899, 144.929126038074","{""coordinates"": [144.929126038074, -37.795069349899], ""type"": ""Point""}",590,-37.79506935,29,Gower Street,29 Gower Street  Kensington,317668.03100452,5814902.22224567,33440,144.92912604,Kensington,668,,False,False,False,False,Complete
"-37.789819501473, 144.922755492249","{""coordinates"": [144.922755492249, -37.789819501473], ""type"": ""Point""}",590,-37.7898195,8,Howlett Street,8 Howlett Street  Kensington,317094.12053623,5815472.32939869,20467,144.92275549,Kensington,1422,,False,False,False,False,Complete
"-37.795045673219, 144.973022490093","{""coordinates"": [144.973022490093, -37.795045673219], ""type"": ""Point""}",585,-37.79504567,56,Kay Street,56 Kay Street  Carlton,321533.28615575,5814989.59587139,10928,144.97302249,Carlton,750,,False,False,False,False,Complete
"-37.797175819461, 144.921348278162","{""coordinates"": [144.921348278162, -37.797175819461], ""type"": ""Point""}",590,-37.79717582,5,Rayner Lane,5 Rayner Lane  Kensington,316988.35518463,5814653.26923758,16346,144.92134828,Kensington,3231,,False,False,False,False,Complete
"-37.798405422066, 144.927344436506","{""coordinates"": [144.927344436506, -37.798405422066], ""type"": ""Point""}",590,-37.79840542,102,Ormond Street,102 Ormond Street  Kensington,317519.3619434,5814528.55210049,37216,144.92734444,Kensington,947,,False,False,False,False,Complete
"-37.792163249341, 144.923004732791","{""coordinates"": [144.923004732791, -37.792163249341], ""type"": ""Point""}",590,-37.79216325,13,Woodruff Street,13 Woodruff Street  Kensington,317121.84893442,5815212.73982122,32305,144.92300473,Kensington,1310,,False,False,False,False,Complete
"-37.799057158555, 144.933761588147","{""coordinates"": [144.933761588147, -37.799057158555], ""type"": ""Point""}",590,-37.79905716,372,Arden Street,372 Arden Street  Kensington,318086.00119929,5814468.74482226,57114,144.93376159,Kensington,395,,False,False,False,False,Complete
"-37.815750698358, 144.965166297928","{""coordinates"": [144.965166297928, -37.815750698358], ""type"": ""Point""}",591,-37.8157507,264,Collins Street,264 Collins Street  Melbourne,320891.54754935,5812677.00942774,34302,144.9651663,Melbourne,526,,False,False,False,False,Complete
"-37.811271258501, 144.963126354411","{""coordinates"": [144.963126354411, -37.811271258501], ""type"": ""Point""}",591,-37.81127126,300,Lonsdale Street,"Shop 28, Ground 300 Lonsdale Street  Melbourne",320701.13190372,5813170.16160643,40497,144.96312635,Melbourne,803,"Shop 28, Ground",False,False,False,False,Complete
"-37.812716450421, 144.936555709442","{""coordinates"": [144.936555709442, -37.812716450421], ""type"": ""Point""}",599,-37.81271645,84,Pearl River Road,84 Pearl River Road  Docklands,318365.50135909,5812958.45798662,48335,144.93655571,Docklands,119108,,False,False,False,False,Complete
"-37.794623279199, 144.925297683772","{""coordinates"": [144.925297683772, -37.794623279199], ""type"": ""Point""}",590,-37.79462328,39,The Ridgeway,39 The Ridgeway  Kensington,317329.82422671,5814944.24392722,15997,144.92529768,Kensington,1030,,False,False,False,False,Complete
"-37.814799869321, 144.952378077697","{""coordinates"": [144.952378077697, -37.814799869321], ""type"": ""Point""}",591,-37.81479987,250,Spencer Street,250 Spencer Street  Melbourne,319763.4808474,5812757.91878985,26517,144.95237808,Melbourne,1086,,False,False,False,False,Complete
"-37.782276158466, 144.964144853202","{""coordinates"": [144.964144853202, -37.782276158466], ""type"": ""Point""}",0,-37.78227616,96,Garton Street,96 Garton Street,320720.70150137,5816389.58153613,23270,144.96414485,,648,,False,False,True,False,Partial
"-37.821691854091, 144.943413748963","{""coordinates"": [144.943413748963, -37.821691854091], ""type"": ""Point""}",599,-37.82169185,5,Seafarer Lane,5 Seafarer Lane  Docklands,318991.17390056,5811975.80257071,46904,144.94341375,Docklands,119693,,False,False,False,False,Complete
"-37.816215843725, 144.951810566591","{""coordinates"": [144.951810566591, -37.816215843725], ""type"": ""Point""}",599,-37.81621584,201,Spencer Street,"Shop 10, Level 1 201 Spencer Street  Docklands",319716.96709831,5812599.69798584,19116,144.95181057,Docklands,1086,"Shop 10, Level 1",False,False,False,False,Complete
"-37.797055486367, 144.974862115649","{""coordinates"": [144.974862115649, -37.797055486367], ""type"": ""Point""}",585,-37.79705549,143,Nicholson Street,143 Nicholson Street  Carlton,321700.10730146,5814770.08761235,41230,144.97486212,Carlton,931,,False,False,False,False,Complete
"-37.818952688779, 144.957086507372","{""coordinates"": [144.957086507372, -37.818952688779], ""type"": ""Point""}",591,-37.81895269,56,King Street,56 King Street  Melbourne,320188.05072965,5812306.17126861,30037,144.95708651,Melbourne,761,,False,False,False,False,Complete
"-37.794307406275, 144.96636163178","{""coordinates"": [144.96636163178, -37.794307406275], ""type"": ""Point""}",585,-37.79430741,473,Cardigan Street,473 Cardigan Street  Carlton,320944.98159385,5815058.77580348,46475,144.96636163,Carlton,483,,False,False,False,False,Complete
"-37.813576998479, 144.96593384216","{""coordinates"": [144.96593384216, -37.813576998479], ""type"": ""Point""}",591,-37.813577,265,Bourke Street,265 Bourke Street  Melbourne,320953.86236632,5812919.68797332,16695,144.96593384,Melbourne,455,,False,False,False,False,Complete
"-37.827952338014, 144.908274938506","{""coordinates"": [144.908274938506, -37.827952338014], ""type"": ""Point""}",594,-37.82795234,35,Wharf Road,35 Wharf Road  Port Melbourne,315913.67832333,5811212.4020512,15375,144.90827494,Port Melbourne,1389,,False,False,False,False,Complete
"-37.800021851818, 144.97336911802","{""coordinates"": [144.97336911802, -37.800021851818], ""type"": ""Point""}",585,-37.80002185,29,Murchison Street,29 Murchison Street  Carlton,321575.78385564,5814438.07282537,10451,144.97336912,Carlton,921,,False,False,False,False,Complete
"-37.802150941984, 144.957239826019","{""coordinates"": [144.957239826019, -37.802150941984], ""type"": ""Point""}",591,-37.80215094,689,Elizabeth Street,689 Elizabeth Street  Melbourne,320160.77853726,5814170.8920917,24897,144.95723983,Melbourne,599,,False,False,False,False,Complete
"-37.802626225761, 144.950190570403","{""coordinates"": [144.950190570403, -37.802626225761], ""type"": ""Point""}",592,-37.80262623,8,Lancashire Lane,8 Lancashire Lane  North Melbourne,319541.27126544,5814104.55911389,46420,144.95019057,North Melbourne,772,,False,False,False,False,Complete
"-37.790068916375, 144.958394141397","{""coordinates"": [144.958394141397, -37.790068916375], ""type"": ""Point""}",593,-37.79006892,173,Royal Parade,173 Royal Parade  Parkville,320233.1221203,5815513.80646857,18408,144.95839414,Parkville,1041,,False,False,False,False,Complete
"-37.79106302649, 144.926765951401","{""coordinates"": [144.926765951401, -37.79106302649], ""type"": ""Point""}",590,-37.79106303,15,Gordon Crescent,15 Gordon Crescent  Kensington,317450.34985252,5815342.18170375,28152,144.92676595,Kensington,119658,,False,False,False,False,Complete
"-37.795000396584, 144.931385455488","{""coordinates"": [144.931385455488, -37.795000396584], ""type"": ""Point""}",590,-37.7950004,1,Little Hardiman Street,1 Little Hardiman Street  Kensington,317866.81582463,5814914.28012213,32859,144.93138546,Kensington,3004,,False,False,False,False,Complete
"-37.811178784475, 144.985905698447","{""coordinates"": [144.985905698447, -37.811178784475], ""type"": ""Point""}",587,-37.81117878,169,Powlett Street,169 Powlett Street  East Melbourne,322706.30488846,5813223.90339219,8380,144.9859057,East Melbourne,994,,False,False,False,False,Complete
"-37.811774838963, 144.956877789813","{""coordinates"": [144.956877789813, -37.811774838963], ""type"": ""Point""}",591,-37.81177484,421,La Trobe Street,421 La Trobe Street  Melbourne,320152.256448,5813102.26860826,34591,144.95687779,Melbourne,780,,False,False,False,False,Complete
"-37.835031226354, 144.981215747788","{""coordinates"": [144.981215747788, -37.835031226354], ""type"": ""Point""}",595,-37.83503123,27,St Martins Place,27 St Martins Place  South Yarra,322350.63466572,5810568.18203481,60673,144.98121575,South Yarra,1437,,False,False,False,False,Complete
"-37.800997276668, 144.944949472552","{""coordinates"": [144.944949472552, -37.800997276668], ""type"": ""Point""}",592,-37.80099728,88,Lothian Street,88 Lothian Street  North Melbourne,319075.83648082,5814275.18102877,54369,144.94494947,North Melbourne,804,,False,False,False,False,Complete
"-37.815361947645, 144.972263356063","{""coordinates"": [144.972263356063, -37.815361947645], ""type"": ""Point""}",591,-37.81536195,26,Exhibition Street,26 Exhibition Street  Melbourne,321515.36793777,5812733.73354199,37950,144.97226336,Melbourne,615,,False,False,False,False,Complete
"-37.797952164447, 144.941910316479","{""coordinates"": [144.941910316479, -37.797952164447], ""type"": ""Point""}",592,-37.79795216,96,Macaulay Road,96 Macaulay Road  North Melbourne,318800.80164697,5814607.19610248,30502,144.94191032,North Melbourne,847,,False,False,False,False,Complete
"-37.829524824001, 144.965353093224","{""coordinates"": [144.965353093224, -37.829524824001], ""type"": ""Point""}",596,-37.82952482,272,Sturt Street,272 Sturt Street  Southbank,320941.28936176,5811148.90465937,17993,144.96535309,Southbank,364,,False,False,False,False,Complete
"-37.834070197493, 144.984402319576","{""coordinates"": [144.984402319576, -37.834070197493], ""type"": ""Point""}",595,-37.8340702,12,Kurneh Place,12 Kurneh Place  South Yarra,322628.77406677,5810680.88240995,59594,144.98440232,South Yarra,767,,False,False,False,False,Complete
"-37.797754552886, 144.919837139949","{""coordinates"": [144.919837139949, -37.797754552886], ""type"": ""Point""}",590,-37.79775455,65,Wakefield Street,65 Wakefield Street  Kensington,316856.72428403,5814586.08823915,16272,144.91983714,Kensington,3166,,False,False,False,False,Complete
"-37.80043760214, 144.962647910391","{""coordinates"": [144.962647910391, -37.80043760214], ""type"": ""Point""}",585,-37.8004376,186,Bouverie Street,186 Bouverie Street  Carlton,320632.79698019,5814371.41067932,11942,144.96264791,Carlton,456,,False,False,False,False,Complete
"-37.798959122184, 144.96705656472","{""coordinates"": [144.96705656472, -37.798959122184], ""type"": ""Point""}",585,-37.79895912,281,Lygon Street,281 Lygon Street  Carlton,321017.40376211,5814543.92586573,44011,144.96705656,Carlton,840,,False,False,False,False,Complete
"-37.800371693099, 144.932583549333","{""coordinates"": [144.932583549333, -37.800371693099], ""type"": ""Point""}",590,-37.80037169,115,Bakehouse Road,115 Bakehouse Road  Kensington,317985.50141285,5814320.58131163,23909,144.93258355,Kensington,119557,,False,False,False,False,Complete
"-37.796461715388, 144.968271133959","{""coordinates"": [144.968271133959, -37.796461715388], ""type"": ""Point""}",585,-37.79646172,61,Little Palmerston Street,61 Little Palmerston Street  Carlton,321118.32182963,5814823.37846272,12727,144.96827113,Carlton,828,,False,False,False,False,Complete
"-37.826461376575, 144.969154382201","{""coordinates"": [144.969154382201, -37.826461376575], ""type"": ""Point""}",596,-37.82646138,31,Wells Street,31 Wells Street  Southbank,321268.46343368,5811496.1269896,18208,144.96915438,Southbank,1352,,False,False,False,False,Complete
"-37.802198132328, 144.966351229017","{""coordinates"": [144.966351229017, -37.802198132328], ""type"": ""Point""}",585,-37.80219813,5,Argyle Place North,5 Argyle Place North  Carlton,320963.12109851,5814183.15498103,12495,144.96635123,Carlton,397,,False,False,False,False,Complete
"-37.815356597583, 144.955627553026","{""coordinates"": [144.955627553026, -37.815356597583], ""type"": ""Point""}",591,-37.8153566,577,Little Bourke Street,577 Little Bourke Street  Melbourne,320050.88982123,5812702.40631547,17743,144.95562755,Melbourne,809,,False,False,False,False,Complete
"-37.808621394211, 144.929887193969","{""coordinates"": [144.929887193969, -37.808621394211], ""type"": ""Point""}",597,-37.80862139,462,Footscray Road,462 Footscray Road  West Melbourne,317768.37244054,5813399.88409078,1094,144.92988719,West Melbourne,640,,False,False,False,False,Complete
"-37.806319053625, 144.96765546448","{""coordinates"": [144.96765546448, -37.806319053625], ""type"": ""Point""}",585,-37.80631905,26,Drummond Street,26 Drummond Street  Carlton,321087.90123444,5813728.37182058,44878,144.96765546,Carlton,583,,False,False,False,False,Complete
"-37.819135603061, 144.957666967088","{""coordinates"": [144.957666967088, -37.819135603061], ""type"": ""Point""}",591,-37.8191356,490,Flinders Lane,490 Flinders Lane  Melbourne,320239.59045736,5812286.99141232,26994,144.95766697,Melbourne,635,,False,False,False,False,Complete
"-37.807234488145, 144.944575852464","{""coordinates"": [144.944575852464, -37.807234488145], ""type"": ""Point""}",597,-37.80723449,56,Ireland Street,56 Ireland Street  West Melbourne,319058.16583303,5813582.33717395,50754,144.94457585,West Melbourne,737,,False,False,False,False,Complete
"-37.82379314813, 144.929296365072","{""coordinates"": [144.929296365072, -37.82379314813], ""type"": ""Point""}",594,-37.82379315,125,Turner Street,125 Turner Street  Port Melbourne,317753.67838206,5811715.1710402,1592,144.92929636,Port Melbourne,1380,,False,False,False,False,Complete
"-37.801594034112, 144.966955980081","{""coordinates"": [144.966955980081, -37.801594034112], ""type"": ""Point""}",585,-37.80159403,238,Lygon Street,238 Lygon Street  Carlton,321014.9087611,5814251.34798845,44255,144.96695598,Carlton,840,,False,False,False,False,Complete
"-37.789191609349, 144.927757332694","{""coordinates"": [144.927757332694, -37.789191609349], ""type"": ""Point""}",590,-37.78919161,6,Deveney Street,6 Deveney Street  Kensington,317533.0468664,5815551.78216324,21982,144.92775733,Kensington,119672,,False,False,False,False,Complete
"-37.797295242303, 144.929250231368","{""coordinates"": [144.929250231368, -37.797295242303], ""type"": ""Point""}",590,-37.79729524,58,Ormond Street,58 Ormond Street  Kensington,317684.44024078,5814655.46518574,33248,144.92925023,Kensington,947,,False,False,False,False,Complete
"-37.801857723436, 144.966910783157","{""coordinates"": [144.966910783157, -37.801857723436], ""type"": ""Point""}",585,-37.80185772,222,Lygon Street,222 Lygon Street  Carlton,321011.56601232,5814222.0009406,44263,144.96691078,Carlton,840,,False,False,False,False,Complete
"-37.793926925973, 144.924592979328","{""coordinates"": [144.924592979328, -37.793926925973], ""type"": ""Point""}",590,-37.79392693,44,Bangalore Street,44 Bangalore Street  Kensington,317266.05455632,5815020.13789981,16063,144.92459298,Kensington,411,,False,False,False,False,Complete
"-37.793395332979, 144.943678356306","{""coordinates"": [144.943678356306, -37.793395332979], ""type"": ""Point""}",592,-37.79339533,40A,Brougham Street,40A Brougham Street  North Melbourne,318945.35426077,5815116.2774654,53262,144.94367836,North Melbourne,467,,False,False,False,False,Complete
"-37.827948384563, 144.952070386651","{""coordinates"": [144.952070386651, -37.827948384563], ""type"": ""Point""}",0,-37.82794838,139,Normanby Road,139 Normanby Road,319768.3868763,5811298.28104913,36951,144.95207039,,1368,,False,False,True,False,Partial
"-37.821467942857, 144.967789825951","{""coordinates"": [144.967789825951, -37.821467942857], ""type"": ""Point""}",596,-37.82146794,10,Sturt Street,10 Sturt Street  Southbank,321136.3010566,5812047.61672302,49388,144.96778983,Southbank,364,,False,False,False,False,Complete
"-37.812159953993, 144.990738326854","{""coordinates"": [144.990738326854, -37.812159953993], ""type"": ""Point""}",587,-37.81215995,1217,Hoddle Street,1217 Hoddle Street  East Melbourne,323134.08984707,5813124.18868164,8714,144.99073833,East Melbourne,714,,False,False,False,False,Complete
"-37.812224780206, 144.972319018737","{""coordinates"": [144.972319018737, -37.812224780206], ""type"": ""Point""}",591,-37.81222478,16,Meyers Place,16 Meyers Place  Melbourne,321512.7114662,5813081.95870459,35022,144.97231902,Melbourne,895,,False,False,False,False,Complete
"-37.810673603624, 144.96254346219","{""coordinates"": [144.96254346219, -37.810673603624], ""type"": ""Point""}",591,-37.8106736,300,Lonsdale Street,"Shop 10, Ground 300 Lonsdale Street  Melbourne",320648.3700588,5813235.36197256,40558,144.96254346,Melbourne,803,"Shop 10, Ground",False,False,False,False,Complete
"-37.811621820982, 144.952970868686","{""coordinates"": [144.952970868686, -37.811621820982], ""type"": ""Point""}",597,-37.81162182,13,Jeffcott Street,13 Jeffcott Street  West Melbourne,319807.93732564,5813111.7187809,5696,144.95297087,West Melbourne,740,,False,False,False,False,Complete
"-37.805359962187, 144.950103246468","{""coordinates"": [144.950103246468, -37.805359962187], ""type"": ""Point""}",597,-37.80535996,341,Victoria Street,341 Victoria Street  West Melbourne,319540.23815884,5813801.0381053,57635,144.95010325,West Melbourne,1152,,False,False,False,False,Complete
"-37.82097829871, 144.946178575081","{""coordinates"": [144.946178575081, -37.82097829871], ""type"": ""Point""}",599,-37.8209783,51,Navigation Drive,51 Navigation Drive  Docklands,319232.80276175,5812060.33882404,27650,144.94617857,Docklands,119691,,False,False,False,False,Complete
"-37.789562073191, 144.941899295402","{""coordinates"": [144.941899295402, -37.789562073191], ""type"": ""Point""}",592,-37.78956207,409,Flemington Road,409 Flemington Road  North Melbourne,318779.32785594,5815538.19100666,41983,144.94189929,North Melbourne,632,,False,False,False,False,Complete
"-37.804673485586, 144.956810417834","{""coordinates"": [144.956810417834, -37.804673485586], ""type"": ""Point""}",592,-37.80467349,13,Little Cobden Street,13 Little Cobden Street  North Melbourne,320129.09161098,5813890.14872107,56424,144.95681042,North Melbourne,811,,False,False,False,False,Complete
"-37.794175028448, 144.92415737449","{""coordinates"": [144.92415737449, -37.794175028448], ""type"": ""Point""}",590,-37.79417503,56,Bangalore Street,56 Bangalore Street  Kensington,317228.30811723,5814991.75491426,16069,144.92415737,Kensington,411,,False,False,False,False,Complete
"-37.794533045908, 144.917029803453","{""coordinates"": [144.917029803453, -37.794533045908], ""type"": ""Point""}",590,-37.79453305,225,Stockmans Way,225 Stockmans Way  Kensington,316601.56306614,5814938.06156482,59233,144.9170298,Kensington,1438,,False,False,False,False,Complete
"-37.775893172832, 144.943507517507","{""coordinates"": [144.943507517507, -37.775893172832], ""type"": ""Point""}",0,-37.77589317,915,Park Street,915 Park Street,318887.58206782,5817058.09097282,23061,144.94350752,,962,,False,False,True,False,Partial
"-37.810977090064, 144.976628537104","{""coordinates"": [144.976628537104, -37.810977090064], ""type"": ""Point""}",587,-37.81097709,45,Cathedral Place,45 Cathedral Place  East Melbourne,321889.09912438,5813228.63584559,3290,144.97662854,East Melbourne,494,,False,False,False,False,Complete
"-37.815002418647, 144.983971434911","{""coordinates"": [144.983971434911, -37.815002418647], ""type"": ""Point""}",587,-37.81500242,188,George Street,188 George Street  East Melbourne,322545.17757921,5812795.93787484,8243,144.98397143,East Melbourne,652,,False,False,False,False,Complete
"-37.816320197254, 144.957103628529","{""coordinates"": [144.957103628529, -37.816320197254], ""type"": ""Point""}",591,-37.8163202,29,Church Street,29 Church Street  Melbourne,320183.16879371,5812598.32206798,4956,144.95710363,Melbourne,509,,False,False,False,False,Complete
"-37.823676572405, 144.923889564279","{""coordinates"": [144.923889564279, -37.823676572405], ""type"": ""Point""}",594,-37.82367657,43,Turner Street,43 Turner Street  Port Melbourne,317277.47657662,5811717.54106491,1520,144.92388956,Port Melbourne,1380,,False,False,False,False,Complete
"-37.803347630996, 144.945566813294","{""coordinates"": [144.945566813294, -37.803347630996], ""type"": ""Point""}",592,-37.80334763,170,Abbotsford Street,170 Abbotsford Street  North Melbourne,319135.92681407,5814015.56627959,55535,144.94556681,North Melbourne,367,,False,False,False,False,Complete
"-37.80012973767, 144.957849775018","{""coordinates"": [144.957849775018, -37.80012973767], ""type"": ""Point""}",591,-37.80012974,788,Elizabeth Street,788 Elizabeth Street  Melbourne,320209.58070802,5814396.35096423,39509,144.95784978,Melbourne,599,,False,False,False,False,Complete
"-37.806925654962, 144.963017435308","{""coordinates"": [144.963017435308, -37.806925654962], ""type"": ""Point""}",591,-37.80692566,434,Swanston Street,434 Swanston Street  Melbourne,320681.02896683,5813652.16695339,37619,144.96301743,Melbourne,1114,,False,False,False,False,Complete
"-37.828469003832, 144.966025048569","{""coordinates"": [144.966025048569, -37.828469003832], ""type"": ""Point""}",596,-37.828469,175,Sturt Street,175 Sturt Street  Southbank,320997.87904287,5811267.35357812,18042,144.96602505,Southbank,364,,False,False,False,False,Complete
"-37.795255387581, 144.925529492124","{""coordinates"": [144.925529492124, -37.795255387581], ""type"": ""Point""}",590,-37.79525539,56,Kensington Road,56 Kensington Road  Kensington,317351.79335764,5814874.55415118,13209,144.92552949,Kensington,753,,False,False,False,False,Complete
"-37.817707002437, 144.955336837454","{""coordinates"": [144.955336837454, -37.817707002437], ""type"": ""Point""}",591,-37.817707,587,Little Collins Street,587 Little Collins Street  Melbourne,320031.00704383,5812441.03041302,26856,144.95533684,Melbourne,812,,False,False,False,False,Complete
"-37.816077179474, 144.951716971455","{""coordinates"": [144.951716971455, -37.816077179474], ""type"": ""Point""}",599,-37.81607718,201,Spencer Street,"Shop 12, Level 1 201 Spencer Street  Docklands",319708.39049618,5812614.90444835,19118,144.95171697,Docklands,1086,"Shop 12, Level 1",False,False,False,False,Complete
"-37.821589692518, 144.943366789285","{""coordinates"": [144.943366789285, -37.821589692518], ""type"": ""Point""}",599,-37.82158969,7,Seafarer Lane,7 Seafarer Lane  Docklands,318986.79071363,5811987.04808557,46905,144.94336679,Docklands,119693,,False,False,False,False,Complete
"-37.83693324196, 144.985994080949","{""coordinates"": [144.985994080949, -37.83693324196], ""type"": ""Point""}",595,-37.83693324,20,Mona Place,20 Mona Place  South Yarra,322775.71544003,5810366.20437449,61507,144.98599408,South Yarra,906,,False,False,False,False,Complete
"-37.818232010681, 144.965288879776","{""coordinates"": [144.965288879776, -37.818232010681], ""type"": ""Point""}",591,-37.81823201,275,Flinders Street,275 Flinders Street  Melbourne,320908.33625165,5812401.90275994,39050,144.96528888,Melbourne,636,,False,False,False,False,Complete
"-37.799409438456, 144.952243065135","{""coordinates"": [144.952243065135, -37.799409438456], ""type"": ""Point""}",592,-37.79940944,9,Mary Street,9 Mary Street  North Melbourne,319714.16295083,5814465.47598143,41205,144.95224306,North Melbourne,882,,False,False,False,False,Complete
"-37.821933723358, 144.943481856913","{""coordinates"": [144.943481856913, -37.821933723358], ""type"": ""Point""}",599,-37.82193372,58,Australian Wharf,58 Australian Wharf  Docklands,318997.76003114,5811949.09523291,48166,144.94348186,Docklands,120090,,False,False,False,False,Complete
"-37.783954855448, 144.941659286477","{""coordinates"": [144.941659286477, -37.783954855448], ""type"": ""Point""}",593,-37.78395486,12,Oak Street,12 Oak Street  Parkville,318744.49024139,5816159.93643705,21404,144.94165929,Parkville,938,,False,False,False,False,Complete
"-37.790980061884, 144.923647585832","{""coordinates"": [144.923647585832, -37.790980061884], ""type"": ""Point""}",590,-37.79098006,19,Coopers Lane,19 Coopers Lane  Kensington,317175.54104794,5815345.29177728,32350,144.92364759,Kensington,1408,,False,False,False,False,Complete
"-37.81408432841, 144.939098819098","{""coordinates"": [144.939098819098, -37.81408432841], ""type"": ""Point""}",599,-37.81408433,428,Docklands Drive,428 Docklands Drive  Docklands,318592.73137121,5812811.61162664,40981,144.93909882,Docklands,117768,,False,False,False,False,Complete
"-37.785257621449, 144.958982888217","{""coordinates"": [144.958982888217, -37.785257621449], ""type"": ""Point""}",593,-37.78525762,359,Royal Parade,359 Royal Parade  Parkville,320273.30951835,5816048.82790308,18495,144.95898289,Parkville,1041,,False,False,False,False,Complete
"-37.812927453511, 144.984245412185","{""coordinates"": [144.984245412185, -37.812927453511], ""type"": ""Point""}",587,-37.81292745,195,Gipps Street,195 Gipps Street  East Melbourne,322564.32763801,5813026.70849843,7473,144.98424541,East Melbourne,656,,False,False,False,False,Complete
"-37.790767426615, 144.927892340053","{""coordinates"": [144.927892340053, -37.790767426615], ""type"": ""Point""}",590,-37.79076743,25,McCracken Street,25 McCracken Street  Kensington,317548.81277059,5815377.18314332,28045,144.92789234,Kensington,119635,,False,False,False,False,Complete
"-37.790443914821, 144.922191777068","{""coordinates"": [144.922191777068, -37.790443914821], ""type"": ""Point""}",590,-37.79044391,31,Colonial Place,31 Colonial Place  Kensington,317046.0191282,5815401.93698305,20643,144.92219178,Kensington,1406,,False,False,False,False,Complete
"-37.776892899522, 144.949505391072","{""coordinates"": [144.949505391072, -37.776892899522], ""type"": ""Point""}",593,-37.7768929,846,Park Street,846 Park Street  Parkville,319418.29644049,5816958.75889608,30464,144.94950539,Parkville,962,,False,False,False,False,Complete
"-37.826581461953, 144.960691072816","{""coordinates"": [144.960691072816, -37.826581461953], ""type"": ""Point""}",596,-37.82658146,36,Kings Way,36 Kings Way  Southbank,320523.83325034,5811466.56831623,49239,144.96069107,Southbank,1359,,False,False,False,False,Complete
"-37.79948556313, 144.929684077865","{""coordinates"": [144.929684077865, -37.79948556313], ""type"": ""Point""}",590,-37.79948556,47,Bakehouse Road,47 Bakehouse Road  Kensington,317728.02663143,5814413.25949321,20132,144.92968408,Kensington,119557,,False,False,False,False,Complete
"-37.810211914941, 144.947802477467","{""coordinates"": [144.947802477467, -37.810211914941], ""type"": ""Point""}",597,-37.81021192,223,Rosslyn Street,223 Rosslyn Street  West Melbourne,319349.49821277,5813258.18798434,13904,144.94780248,West Melbourne,1038,,False,False,False,False,Complete
"-37.808337295937, 144.946830393951","{""coordinates"": [144.946830393951, -37.808337295937], ""type"": ""Point""}",597,-37.8083373,156,Roden Street,156 Roden Street  West Melbourne,319259.34691425,5813464.32716775,51347,144.94683039,West Melbourne,1035,,False,False,False,False,Complete
"-37.812254470931, 144.955185324298","{""coordinates"": [144.955185324298, -37.812254470931], ""type"": ""Point""}",591,-37.81225447,473,La Trobe Street,473 La Trobe Street  Melbourne,320004.42468273,5813045.78556631,34645,144.95518532,Melbourne,780,,False,False,False,False,Complete
"-37.818628130665, 144.989275203078","{""coordinates"": [144.989275203078, -37.818628130665], ""type"": ""Point""}",587,-37.81862813,32,Webb Lane,32 Webb Lane  East Melbourne,323020.73448507,5812403.67153618,3670,144.9892752,East Melbourne,365,,False,False,False,False,Complete
"-37.796291299481, 144.971819672937","{""coordinates"": [144.971819672937, -37.796291299481], ""type"": ""Point""}",585,-37.7962913,96,Palmerston Street,96 Palmerston Street  Carlton,321430.37200683,5814849.07622175,9954,144.97181967,Carlton,955,,False,False,False,False,Complete
"-37.792061041078, 144.939370256151","{""coordinates"": [144.939370256151, -37.792061041078], ""type"": ""Point""}",592,-37.79206104,83,Boundary Road,83 Boundary Road  North Melbourne,318562.72984786,5815255.98292353,22601,144.93937026,North Melbourne,453,,False,False,False,False,Complete
