geo_point,geo_shape,suburb_id,latitude,street_no,str_name,address_pnt,easting,northing,gisid,longitude,suburb,street_id,add_comp,missing_street_number_flag,missing_street_name_flag,missing_suburb_flag,missing_suburb_id_flag,address_completeness
"-37.80106651655, 144.949581282628","{""coordinates"": [144.949581282628, -37.80106651655], ""type"": ""Point""}",592,-37.80106652,43,Arden Street,43 Arden Street  North Melbourne,319483.8278475,5814276.4569535,57447,144.94958128,North Melbourne,395,,False,False,False,False,Complete
"-37.811677664647, 144.967764008595","{""coordinates"": [144.967764008595, -37.811677664647], ""type"": ""Point""}",591,-37.81167766,198,Russell Street,198 Russell Street  Melbourne,321110.39243486,5813133.95624279,38091,144.96776401,Melbourne,1045,,False,False,False,False,Complete
"-37.807417065559, 144.955050088536","{""coordinates"": [144.955050088536, -37.807417065559], ""type"": ""Point""}",597,-37.80741707,28,Capel Street,28 Capel Street  West Melbourne,319980.76921562,5813582.31354434,51579,144.95505009,West Melbourne,482,,False,False,False,False,Complete
"-37.795768395926, 144.956436459028","{""coordinates"": [144.956436459028, -37.795768395926], ""type"": ""Point""}",593,-37.7957684,33,Morrah Street,33 Morrah Street  Parkville,320074.55579963,5814877.59103453,40330,144.95643646,Parkville,912,,False,False,False,False,Complete
"-37.837147449835, 144.980886722755","{""coordinates"": [144.980886722755, -37.837147449835], ""type"": ""Point""}",595,-37.83714745,15,Mason Street,15 Mason Street  South Yarra,322326.75644036,5810332.72664674,60886,144.98088672,South Yarra,884,,False,False,False,False,Complete
"-37.820420795629, 144.939816606615","{""coordinates"": [144.939816606615, -37.820420795629], ""type"": ""Point""}",599,-37.8204208,927,Collins Street,927 Collins Street  Docklands,318671.42891955,5812109.86933378,49049,144.93981661,Docklands,526,,False,False,False,False,Complete
"-37.796156455741, 144.933742958372","{""coordinates"": [144.933742958372, -37.796156455741], ""type"": ""Point""}",590,-37.79615646,50,Little Chelmsford Street,50 Little Chelmsford Street  Kensington,318077.24350072,5814790.58904686,32636,144.93374296,Kensington,3005,,False,False,False,False,Complete
"-37.840208385857, 144.985523694602","{""coordinates"": [144.985523694602, -37.840208385857], ""type"": ""Point""}",595,-37.84020839,13,Park Place,13 Park Place  South Yarra,322742.16083222,5810001.88124501,60151,144.98552369,South Yarra,959,,False,False,False,False,Complete
"-37.791098622524, 144.934221174234","{""coordinates"": [144.934221174234, -37.791098622524], ""type"": ""Point""}",590,-37.79109862,69,Lambeth Street,69 Lambeth Street  Kensington,318106.94620816,5815352.76902199,45773,144.93422117,Kensington,119629,,False,False,False,False,Complete
"-37.789412237106, 144.92456381161","{""coordinates"": [144.92456381161, -37.789412237106], ""type"": ""Point""}",590,-37.78941224,15,Weighbridge Lane,15 Weighbridge Lane  Kensington,317252.36087651,5815521.05976505,22121,144.92456381,Kensington,119677,,False,False,False,False,Complete
"-37.803589687228, 144.965615860358","{""coordinates"": [144.965615860358, -37.803589687228], ""type"": ""Point""}",585,-37.80358969,21,Argyle Place South,21 Argyle Place South  Carlton,320901.7364507,5814027.33042059,12483,144.96561586,Carlton,398,,False,False,False,False,Complete
"-37.795172794122, 144.945059158808","{""coordinates"": [144.945059158808, -37.795172794122], ""type"": ""Point""}",592,-37.79517279,430,Dryburgh Street,430 Dryburgh Street  North Melbourne,319071.2811252,5814921.71397978,53521,144.94505916,North Melbourne,585,,False,False,False,False,Complete
"-37.811132796187, 144.94697110224","{""coordinates"": [144.94697110224, -37.811132796187], ""type"": ""Point""}",597,-37.8111328,270,Dudley Street,270 Dudley Street  West Melbourne,319278.55194713,5813154.39302552,1419,144.9469711,West Melbourne,586,,False,False,False,False,Complete
"-37.818358748433, 144.954016629786","{""coordinates"": [144.954016629786, -37.818358748433], ""type"": ""Point""}",591,-37.81835875,110,Spencer Street,110 Spencer Street  Melbourne,319916.37558465,5812366.16370531,26530,144.95401663,Melbourne,1086,,False,False,False,False,Complete
"-37.818266379475, 144.965170230662","{""coordinates"": [144.965170230662, -37.818266379475], ""type"": ""Point""}",591,-37.81826638,279,Flinders Street,279 Flinders Street  Melbourne,320897.9750367,5812397.86147716,39052,144.96517023,Melbourne,636,,False,False,False,False,Complete
"-37.79059665538, 144.923671019659","{""coordinates"": [144.923671019659, -37.79059665538], ""type"": ""Point""}",590,-37.79059665,10,Darcy Lane,10 Darcy Lane  Kensington,317176.65943438,5815387.88294464,32381,144.92367102,Kensington,1410,,False,False,False,False,Complete
"-37.794658302106, 144.966301001717","{""coordinates"": [144.966301001717, -37.794658302106], ""type"": ""Point""}",585,-37.7946583,465,Cardigan Street,465 Cardigan Street  Carlton,320940.49014557,5815019.72221685,46471,144.966301,Carlton,483,,False,False,False,False,Complete
"-37.810705475783, 144.945358088589","{""coordinates"": [144.945358088589, -37.810705475783], ""type"": ""Point""}",597,-37.81070548,26,Railway Place,26 Railway Place  West Melbourne,319135.50542637,5813198.68920686,51052,144.94535809,West Melbourne,1016,,False,False,False,False,Complete
"-37.823762777661, 144.964931738913","{""coordinates"": [144.964931738913, -37.823762777661], ""type"": ""Point""}",596,-37.82376278,47,Kavanagh Street,47 Kavanagh Street  Southbank,320890.27072723,5811787.48961625,49721,144.96493174,Southbank,1348,,False,False,False,False,Complete
"-37.790148952567, 144.922983130691","{""coordinates"": [144.922983130691, -37.790148952567], ""type"": ""Point""}",590,-37.79014895,15,Mawbey Street,15 Mawbey Street  Kensington,317114.9791569,5815436.21693763,20659,144.92298313,Kensington,117804,,False,False,False,False,Complete
"-37.809926217949, 144.958856941212","{""coordinates"": [144.958856941212, -37.809926217949], ""type"": ""Point""}",591,-37.80992622,163,A'Beckett Street,163 A'Beckett Street  Melbourne,320322.00950572,5813311.21179944,6259,144.95885694,Melbourne,368,,False,False,False,False,Complete
"-37.794220138939, 144.921213238643","{""coordinates"": [144.921213238643, -37.794220138939], ""type"": ""Point""}",590,-37.79422014,6,Flockhart Street,6 Flockhart Street  Kensington,316969.16860032,5814980.98642249,31670,144.92121324,Kensington,1250,,False,False,False,False,Complete
"-37.790149598912, 144.933613739206","{""coordinates"": [144.933613739206, -37.790149598912], ""type"": ""Point""}",590,-37.7901496,46,Parsons Street,46 Parsons Street  Kensington,318051.12695292,5815456.89609787,21728,144.93361374,Kensington,119642,,False,False,False,False,Complete
"-37.817163520066, 144.953095393924","{""coordinates"": [144.953095393924, -37.817163520066], ""type"": ""Point""}",599,-37.81716352,157,Spencer Street,157 Spencer Street  Docklands,319832.37498883,5812497.01711503,451,144.95309539,Docklands,1086,,False,False,False,False,Complete
"-37.82405046669, 144.944444982795","{""coordinates"": [144.944444982795, -37.82405046669], ""type"": ""Point""}",599,-37.82405047,,River Esplanade,"Berth 63, Marina YE River Esplanade  Docklands",319087.70742894,5811716.07373519,42332,144.94444498,Docklands,117906,"Berth 63, Marina YE",True,False,False,False,Partial
"-37.815227423637, 144.984331725104","{""coordinates"": [144.984331725104, -37.815227423637], ""type"": ""Point""}",587,-37.81522742,183,George Street,183 George Street  East Melbourne,322577.43312859,5812771.65453002,8289,144.98433173,East Melbourne,652,,False,False,False,False,Complete
"-37.796008505418, 144.929580358124","{""coordinates"": [144.929580358124, -37.796008505418], ""type"": ""Point""}",590,-37.79600851,28,Wolseley Parade,28 Wolseley Parade  Kensington,317710.3453438,5814798.89391552,33297,144.92958036,Kensington,1186,,False,False,False,False,Complete
"-37.816400398836, 144.977698127475","{""coordinates"": [144.977698127475, -37.816400398836], ""type"": ""Point""}",587,-37.8164004,211,Wellington Parade South,211 Wellington Parade South  East Melbourne,321996.28979369,5812628.87245366,3647,144.97769813,East Melbourne,1170,,False,False,False,False,Complete
"-37.783104864931, 144.958262884517","{""coordinates"": [144.958262884517, -37.783104864931], ""type"": ""Point""}",593,-37.78310486,271,Mile Lane,271 Mile Lane  Parkville,320204.68325991,5816286.32534383,18880,144.95826288,Parkville,897,,False,False,False,False,Complete
"-37.808005725642, 144.948428092281","{""coordinates"": [144.948428092281, -37.808005725642], ""type"": ""Point""}",597,-37.80800573,528,Spencer Street,528 Spencer Street  West Melbourne,319399.19951121,5813504.21043125,35637,144.94842809,West Melbourne,1086,,False,False,False,False,Complete
"-37.813987674085, 144.960445973145","{""coordinates"": [144.960445973145, -37.813987674085], ""type"": ""Point""}",591,-37.81398767,421,Little Bourke Street,421 Little Bourke Street  Melbourne,320471.74349387,5812863.58304291,17763,144.96044597,Melbourne,809,,False,False,False,False,Complete
"-37.803245392871, 144.944834852186","{""coordinates"": [144.944834852186, -37.803245392871], ""type"": ""Point""}",592,-37.80324539,27,Little Lothian Street South,27 Little Lothian Street South  North Melbourne,319071.23141749,5814025.49400547,55272,144.94483485,North Melbourne,827,,False,False,False,False,Complete
"-37.799361065693, 144.967516573769","{""coordinates"": [144.967516573769, -37.799361065693], ""type"": ""Point""}",585,-37.79936107,72,University Street,72 University Street  Carlton,321058.87785177,5814500.20503684,9160,144.96751657,Carlton,1145,,False,False,False,False,Complete
"-37.81905596362, 144.962636828778","{""coordinates"": [144.962636828778, -37.81905596362], ""type"": ""Point""}",591,-37.81905596,365,Flinders Street,365 Flinders Street  Melbourne,320676.87723593,5812305.38298443,39015,144.96263683,Melbourne,636,,False,False,False,False,Complete
"-37.810022207368, 144.967005617683","{""coordinates"": [144.967005617683, -37.810022207368], ""type"": ""Point""}",591,-37.81002221,276,Russell Street,276 Russell Street  Melbourne,321039.62960581,5813316.20299039,37745,144.96700562,Melbourne,1045,,False,False,False,False,Complete
"-37.793136489678, 144.921822906683","{""coordinates"": [144.921822906683, -37.793136489678], ""type"": ""Point""}",590,-37.79313649,6,Graham Street,6 Graham Street  Kensington,317020.17985539,5815102.42915534,32214,144.92182291,Kensington,1298,,False,False,False,False,Complete
"-37.812173416062, 144.966293094511","{""coordinates"": [144.966293094511, -37.812173416062], ""type"": ""Point""}",591,-37.81217342,214,Little Bourke Street,214 Little Bourke Street  Melbourne,320982.09772507,5813076.1265509,19963,144.96629309,Melbourne,809,,False,False,False,False,Complete
"-37.804389655079, 144.964402827485","{""coordinates"": [144.964402827485, -37.804389655079], ""type"": ""Point""}",585,-37.80438966,20,Little Queensberry Street,20 Little Queensberry Street  Carlton,320796.86905715,5813936.23509001,12243,144.96440283,Carlton,834,,False,False,False,False,Complete
"-37.800960722976, 144.946495837573","{""coordinates"": [144.946495837573, -37.800960722976], ""type"": ""Point""}",592,-37.80096072,11,Little Baillie Street,11 Little Baillie Street  North Melbourne,319211.90210917,5814282.2305961,54493,144.94649584,North Melbourne,806,,False,False,False,False,Complete
"-37.795962142685, 144.919449704469","{""coordinates"": [144.919449704469, -37.795962142685], ""type"": ""Point""}",590,-37.79596214,14,Newman Street,14 Newman Street  Kensington,316818.18130402,5814784.22644421,31369,144.9194497,Kensington,2032,,False,False,False,False,Complete
"-37.813543400641, 144.972676676007","{""coordinates"": [144.972676676007, -37.813543400641], ""type"": ""Point""}",591,-37.8135434,28,Collins Street,28 Collins Street  Melbourne,321547.37318646,5812936.32007394,19517,144.97267668,Melbourne,526,,False,False,False,False,Complete
"-37.793826962323, 144.926680333187","{""coordinates"": [144.926680333187, -37.793826962323], ""type"": ""Point""}",590,-37.79382696,1,The Ridgeway,1 The Ridgeway  Kensington,317449.61451928,5815035.31042052,15977,144.92668033,Kensington,1030,,False,False,False,False,Complete
"-37.803210134024, 144.932556369862","{""coordinates"": [144.932556369862, -37.803210134024], ""type"": ""Point""}",597,-37.80321013,23,Radcliffe Street,23 Radcliffe Street  West Melbourne,317990.07752646,5814005.55657957,42995,144.93255637,West Melbourne,1014,,False,False,False,False,Complete
"-37.783330155169, 144.958234703916","{""coordinates"": [144.958234703916, -37.783330155169], ""type"": ""Point""}",593,-37.78333016,261,Mile Lane,261 Mile Lane  Parkville,320202.74746444,5816261.2715815,18885,144.9582347,Parkville,897,,False,False,False,False,Complete
"-37.788827172711, 144.935442235963","{""coordinates"": [144.935442235963, -37.788827172711], ""type"": ""Point""}",590,-37.78882717,175,Racecourse Road,175 Racecourse Road  Kensington,318208.90530191,5815607.19923299,21833,144.93544224,Kensington,119624,,False,False,False,False,Complete
"-37.813787099284, 144.954713945234","{""coordinates"": [144.954713945234, -37.813787099284], ""type"": ""Point""}",591,-37.8137871,268,King Street,268 King Street  Melbourne,319966.65063689,5812874.80706904,29672,144.95471395,Melbourne,761,,False,False,False,False,Complete
"-37.803643232745, 144.945171706232","{""coordinates"": [144.945171706232, -37.803643232745], ""type"": ""Point""}",592,-37.80364323,161,Abbotsford Street,161 Abbotsford Street  North Melbourne,319101.86081293,5813981.99946823,55382,144.94517171,North Melbourne,367,,False,False,False,False,Complete
"-37.815330640186, 144.976959767341","{""coordinates"": [144.976959767341, -37.815330640186], ""type"": ""Point""}",587,-37.81533064,304,Wellington Parade,304 Wellington Parade  East Melbourne,321928.72135697,5812746.17184603,3381,144.97695977,East Melbourne,1169,,False,False,False,False,Complete
"-37.832863779264, 144.911975013319","{""coordinates"": [144.911975013319, -37.832863779264], ""type"": ""Point""}",594,-37.83286378,87,Todd Road,87 Todd Road  Port Melbourne,316251.53383588,5810674.68121696,47272,144.91197501,Port Melbourne,1385,,False,False,False,False,Complete
"-37.802485531109, 144.922426630297","{""coordinates"": [144.922426630297, -37.802485531109], ""type"": ""Point""}",597,-37.80248553,283,Dynon Road,283 Dynon Road  West Melbourne,317096.40782258,5814066.18011653,14916,144.92242663,West Melbourne,588,,False,False,False,False,Complete
"-37.793245615487, 144.93409439114","{""coordinates"": [144.93409439114, -37.793245615487], ""type"": ""Point""}",590,-37.79324562,48,Robertson Street,48 Robertson Street  Kensington,318101.04809484,5815114.27844193,28710,144.93409439,Kensington,119638,,False,False,False,False,Complete
"-37.810898032812, 144.94637718827","{""coordinates"": [144.94637718827, -37.810898032812], ""type"": ""Point""}",597,-37.81089803,269,Rosslyn Street,269 Rosslyn Street  West Melbourne,319225.69325289,5813179.29456162,51071,144.94637719,West Melbourne,1038,,False,False,False,False,Complete
"-37.799707695189, 144.93970380585","{""coordinates"": [144.93970380585, -37.799707695189], ""type"": ""Point""}",592,-37.7997077,210,Arden Street,210 Arden Street  North Melbourne,318610.80923111,5814408.10995606,57234,144.93970381,North Melbourne,395,,False,False,False,False,Complete
"-37.834186078368, 144.983518668621","{""coordinates"": [144.983518668621, -37.834186078368], ""type"": ""Point""}",591,-37.83418608,200,Domain Road,200 Domain Road  Melbourne,322551.28307509,5810666.34442242,61546,144.98351867,Melbourne,572,,False,False,False,False,Complete
"-37.810773458939, 144.985555767936","{""coordinates"": [144.985555767936, -37.810773458939], ""type"": ""Point""}",587,-37.81077346,81,Albert Street,81 Albert Street  East Melbourne,322674.52874871,5813268.2164065,7863,144.98555577,East Melbourne,375,,False,False,False,False,Complete
"-37.821527148806, 144.95293950099","{""coordinates"": [144.95293950099, -37.821527148806], ""type"": ""Point""}",599,-37.82152715,652,Flinders Street,652 Flinders Street  Docklands,319829.2643875,5812012.50017743,47697,144.9529395,Docklands,636,,False,False,False,False,Complete
"-37.814301263542, 144.959361777512","{""coordinates"": [144.959361777512, -37.814301263542], ""type"": ""Point""}",591,-37.81430126,453,Little Bourke Street,453 Little Bourke Street  Melbourne,320377.05913859,5812826.70073849,17777,144.95936178,Melbourne,809,,False,False,False,False,Complete
"-37.798703748257, 144.966314954478","{""coordinates"": [144.966314954478, -37.798703748257], ""type"": ""Point""}",585,-37.79870375,237,Faraday Street,237 Faraday Street  Carlton,320951.48799311,5814570.84278604,9639,144.96631495,Carlton,621,,False,False,False,False,Complete
"-37.816423793713, 144.958362490284","{""coordinates"": [144.958362490284, -37.816423793713], ""type"": ""Point""}",591,-37.81642379,117,William Street,117 William Street  Melbourne,320294.23746641,5812589.24926661,34872,144.95836249,Melbourne,1179,,False,False,False,False,Complete
"-37.799197537192, 144.919072237779","{""coordinates"": [144.919072237779, -37.799197537192], ""type"": ""Point""}",597,-37.79919754,145,Kensington Road,145 Kensington Road  West Melbourne,316792.93859895,5814424.46547739,14353,144.91907224,West Melbourne,753,,False,False,False,False,Complete
"-37.818140747421, 144.950159004353","{""coordinates"": [144.950159004353, -37.818140747421], ""type"": ""Point""}",599,-37.81814075,715,Bourke Street,715 Bourke Street  Docklands,319576.26748429,5812382.90908707,802,144.950159,Docklands,455,,False,False,False,False,Complete
"-37.817750922628, 144.964954686584","{""coordinates"": [144.964954686584, -37.817750922628], ""type"": ""Point""}",591,-37.81775092,12,Elizabeth Street,12 Elizabeth Street  Melbourne,320877.75498181,5812454.64638823,39082,144.96495469,Melbourne,599,,False,False,False,False,Complete
"-37.813146230289, 144.962925906546","{""coordinates"": [144.962925906546, -37.813146230289], ""type"": ""Point""}",591,-37.81314623,330,Little Bourke Street,330 Little Bourke Street  Melbourne,320688.02232115,5812961.71848818,17008,144.96292591,Melbourne,809,,False,False,False,False,Complete
"-37.810798785778, 144.988975719827","{""coordinates"": [144.988975719827, -37.810798785778], ""type"": ""Point""}",587,-37.81079879,160,Simpson Street,160 Simpson Street  East Melbourne,322975.66829822,5813271.89272411,7651,144.98897572,East Melbourne,1073,,False,False,False,False,Complete
"-37.824622267226, 144.946168290497","{""coordinates"": [144.946168290497, -37.824622267226], ""type"": ""Point""}",599,-37.82462227,74,River Esplanade,74 River Esplanade  Docklands,319240.7898144,5811655.96024242,2210,144.94616829,Docklands,117906,,False,False,False,False,Complete
"-37.812603885696, 144.960646031694","{""coordinates"": [144.960646031694, -37.812603885696], ""type"": ""Point""}",591,-37.81260389,396,Lonsdale Street,396 Lonsdale Street  Melbourne,320486.00288129,5813017.52121276,19711,144.96064603,Melbourne,803,,False,False,False,False,Complete
"-37.805980032742, 144.965192409873","{""coordinates"": [144.965192409873, -37.805980032742], ""type"": ""Point""}",585,-37.80598003,20,Earl Street,20 Earl Street  Carlton,320870.23049031,5813761.27155025,12269,144.96519241,Carlton,592,,False,False,False,False,Complete
"-37.824283808328, 144.958272376521","{""coordinates"": [144.958272376521, -37.824283808328], ""type"": ""Point""}",596,-37.82428381,46,Whiteman Street,46 Whiteman Street  Southbank,320305.37118672,5811716.87897302,18371,144.95827238,Southbank,1344,,False,False,False,False,Complete
"-37.805328374816, 144.963298934938","{""coordinates"": [144.963298934938, -37.805328374816], ""type"": ""Point""}",585,-37.80532838,494,Swanston Street,494 Swanston Street  Carlton,320701.94865429,5813829.95106705,43745,144.96329893,Carlton,1114,,False,False,False,False,Complete
"-37.795281733011, 144.933556325246","{""coordinates"": [144.933556325246, -37.795281733011], ""type"": ""Point""}",590,-37.79528173,64,Little Hardiman Street,64 Little Hardiman Street  Kensington,318058.66326189,5814887.29043217,32533,144.93355632,Kensington,3004,,False,False,False,False,Complete
"-37.805390105975, 144.950354928241","{""coordinates"": [144.950354928241, -37.805390105975], ""type"": ""Point""}",597,-37.80539011,331,Victoria Street,331 Victoria Street  West Melbourne,319562.47038967,5813798.17931719,57630,144.95035493,West Melbourne,1152,,False,False,False,False,Complete
"-37.81953400796, 144.95418776951","{""coordinates"": [144.95418776951, -37.81953400796], ""type"": ""Point""}",599,-37.81953401,71,Spencer Street,71 Spencer Street  Docklands,319934.29713386,5812236.07939723,484,144.95418777,Docklands,1086,,False,False,False,False,Complete
"-37.818127070926, 144.962804427761","{""coordinates"": [144.962804427761, -37.818127070926], ""type"": ""Point""}",591,-37.81812707,24,Bond Street,24 Bond Street  Melbourne,320689.38224337,5812408.780486,4689,144.96280443,Melbourne,451,,False,False,False,False,Complete
"-37.827629219039, 144.959790804446","{""coordinates"": [144.959790804446, -37.827629219039], ""type"": ""Point""}",596,-37.82762922,19,Hancock Street,19 Hancock Street  Southbank,320447.13389719,5811348.57169833,49571,144.9597908,Southbank,1361,,False,False,False,False,Complete
"-37.810899910476, 144.969841762319","{""coordinates"": [144.969841762319, -37.810899910476], ""type"": ""Point""}",591,-37.81089991,209,Exhibition Street,209 Exhibition Street  Melbourne,321291.43238464,5813224.23760199,38832,144.96984176,Melbourne,615,,False,False,False,False,Complete
"-37.795348717381, 144.923748133567","{""coordinates"": [144.923748133567, -37.795348717381], ""type"": ""Point""}",590,-37.79534872,91,Newton Street,91 Newton Street  Kensington,317195.1653309,5814860.71422924,31769,144.92374813,Kensington,3170,,False,False,False,False,Complete
"-37.831941082651, 144.98594927972","{""coordinates"": [144.98594927972, -37.831941082651], ""type"": ""Point""}",595,-37.83194108,261,Walsh Street,261 Walsh Street  South Yarra,322759.82348711,5810920.07970734,62511,144.98594928,South Yarra,1155,,False,False,False,False,Complete
"-37.809854108613, 144.955720150994","{""coordinates"": [144.955720150994, -37.809854108613], ""type"": ""Point""}",591,-37.80985411,404,William Street,404 William Street  Melbourne,320045.67925022,5813313.1752152,34984,144.95572015,Melbourne,1179,,False,False,False,False,Complete
"-37.80996107096, 144.964172960389","{""coordinates"": [144.964172960389, -37.80996107096], ""type"": ""Point""}",591,-37.80996107,320,Swanston Street,320 Swanston Street  Melbourne,320790.10239684,5813317.55635317,38252,144.96417296,Melbourne,1114,,False,False,False,False,Complete
"-37.814241684338, 144.971301007533","{""coordinates"": [144.971301007533, -37.814241684338], ""type"": ""Point""}",591,-37.81424168,71,Collins Street,71 Collins Street  Melbourne,321427.95182306,5812856.20519726,24003,144.97130101,Melbourne,526,,False,False,False,False,Complete
"-37.798901902872, 144.931408605062","{""coordinates"": [144.931408605062, -37.798901902872], ""type"": ""Point""}",590,-37.7989019,373,Arden Street,373 Arden Street  Kensington,317878.43789401,5814481.38910846,36140,144.9314086,Kensington,395,,False,False,False,False,Complete
"-37.795676758826, 144.946936146786","{""coordinates"": [144.946936146786, -37.795676758826], ""type"": ""Point""}",592,-37.79567676,458,Abbotsford Street,458 Abbotsford Street  North Melbourne,319237.78816331,5814869.4237171,53586,144.94693615,North Melbourne,367,,False,False,False,False,Complete
"-37.800483105537, 144.967151093764","{""coordinates"": [144.967151093764, -37.800483105537], ""type"": ""Point""}",585,-37.80048311,274,Lygon Street,274 Lygon Street  Carlton,321029.40613801,5814374.9969043,44318,144.96715109,Carlton,840,,False,False,False,False,Complete
"-37.797391632866, 144.952770231772","{""coordinates"": [144.952770231772, -37.797391632866], ""type"": ""Point""}",593,-37.79739163,3,Park Drive,3 Park Drive  Parkville,319755.6746234,5814690.40101583,25037,144.95277023,Parkville,956,,False,False,False,False,Complete
"-37.835383946301, 144.980512916712","{""coordinates"": [144.980512916712, -37.835383946301], ""type"": ""Point""}",595,-37.83538395,84,Millswyn Street,84 Millswyn Street  South Yarra,322289.6270009,5810527.70435334,60894,144.98051292,South Yarra,900,,False,False,False,False,Complete
"-37.821283620786, 144.934434493557","{""coordinates"": [144.934434493557, -37.821283620786], ""type"": ""Point""}",599,-37.82128362,238,River Esplanade,238 River Esplanade  Docklands,318199.78436729,5812003.66050775,47754,144.93443449,Docklands,117906,,False,False,False,False,Complete
"-37.816485968425, 144.937626921381","{""coordinates"": [144.937626921381, -37.816485968425], ""type"": ""Point""}",599,-37.81648597,136,Newquay Promenade,136 Newquay Promenade  Docklands,318469.04020059,5812542.24997885,44343,144.93762692,Docklands,117864,,False,False,False,False,Complete
"-37.805815057657, 144.967389820897","{""coordinates"": [144.967389820897, -37.805815057657], ""type"": ""Point""}",585,-37.80581506,45,Drummond Street,45 Drummond Street  Carlton,321063.29675551,5813783.78936356,43900,144.96738982,Carlton,583,,False,False,False,False,Complete
"-37.813163805537, 144.957229981563","{""coordinates"": [144.957229981563, -37.813163805537], ""type"": ""Point""}",591,-37.81316381,258,William Street,258 William Street  Melbourne,320186.6321163,5812948.81829104,34794,144.95722998,Melbourne,1179,,False,False,False,False,Complete
"-37.776828534778, 144.942769521366","{""coordinates"": [144.942769521366, -37.776828534778], ""type"": ""Point""}",593,-37.77682853,193,Oak Street,193 Oak Street  Parkville,318824.86468487,5816952.86768798,21090,144.94276952,Parkville,938,,False,False,False,False,Complete
"-37.805002528188, 144.942434427189","{""coordinates"": [144.942434427189, -37.805002528188], ""type"": ""Point""}",597,-37.80500253,45,Stawell Street,45 Stawell Street  West Melbourne,318864.1784396,5813825.85969036,48743,144.94243443,West Melbourne,117835,,False,False,False,False,Complete
"-37.78789088682, 144.941564115959","{""coordinates"": [144.941564115959, -37.78789088682], ""type"": ""Point""}",593,-37.78789089,13,Church Street,13 Church Street  Parkville,318745.72724069,5815722.98597861,21550,144.94156412,Parkville,510,,False,False,False,False,Complete
"-37.815103963779, 144.952144713245","{""coordinates"": [144.952144713245, -37.815103963779], ""type"": ""Point""}",599,-37.81510396,235,Spencer Street,235 Spencer Street  Docklands,319743.67714783,5812723.72420105,1804,144.95214471,Docklands,1086,,False,False,False,False,Complete
"-37.775446827887, 144.939845216516","{""coordinates"": [144.939845216516, -37.775446827887], ""type"": ""Point""}",0,-37.77544683,961,Park Street,961 Park Street,318563.92198493,5817100.51835915,23084,144.93984522,,962,,False,False,True,False,Partial
"-37.808415708245, 144.946725956375","{""coordinates"": [144.946725956375, -37.808415708245], ""type"": ""Point""}",597,-37.80841571,160,Roden Street,160 Roden Street  West Melbourne,319250.34350522,5813455.42403661,51349,144.94672596,West Melbourne,1035,,False,False,False,False,Complete
"-37.826817637484, 144.960716641592","{""coordinates"": [144.960716641592, -37.826817637484], ""type"": ""Point""}",596,-37.82681764,11,Moray Street,11 Moray Street  Southbank,320526.65614337,5811440.40986168,24016,144.96071664,Southbank,1399,,False,False,False,False,Complete
"-37.802666336749, 144.949871766846","{""coordinates"": [144.949871766846, -37.802666336749], ""type"": ""Point""}",592,-37.80266634,96,Errol Street,96 Errol Street  North Melbourne,319513.29948453,5814099.49232078,55097,144.94987177,North Melbourne,607,,False,False,False,False,Complete
"-37.801589165395, 144.94760194485","{""coordinates"": [144.94760194485, -37.801589165395], ""type"": ""Point""}",592,-37.80158917,13,Baillie Street,13 Baillie Street  North Melbourne,319310.82470921,5814214.63452452,54590,144.94760194,North Melbourne,408,,False,False,False,False,Complete
"-37.800648236466, 144.951388489172","{""coordinates"": [144.951388489172, -37.800648236466], ""type"": ""Point""}",592,-37.80064824,139,Leveson Street,139 Leveson Street  North Melbourne,319641.93130847,5814326.36206745,54780,144.95138849,North Melbourne,791,,False,False,False,False,Complete
"-37.818389195317, 144.956015028039","{""coordinates"": [144.956015028039, -37.818389195317], ""type"": ""Point""}",591,-37.8183892,552,Collins Street,552 Collins Street  Melbourne,320092.363539,5812366.63658613,19660,144.95601503,Melbourne,526,,False,False,False,False,Complete
"-37.80579817165, 144.956466369692","{""coordinates"": [144.956466369692, -37.80579817165], ""type"": ""Point""}",592,-37.80579817,300,Victoria Street,300 Victoria Street  North Melbourne,320101.53000842,5813764.68419721,57803,144.95646637,North Melbourne,1152,,False,False,False,False,Complete
"-37.787719001954, 144.957415342671","{""coordinates"": [144.957415342671, -37.787719001954], ""type"": ""Point""}",593,-37.787719,43,Leonard Street,43 Leonard Street  Parkville,320141.22940776,5815772.68340019,30181,144.95741534,Parkville,789,,False,False,False,False,Complete
"-37.787709373581, 144.957293952948","{""coordinates"": [144.957293952948, -37.787709373581], ""type"": ""Point""}",593,-37.78770937,47,Leonard Street,47 Leonard Street  Parkville,320130.51600719,5815773.51818105,30183,144.95729395,Parkville,789,,False,False,False,False,Complete
"-37.791640966626, 144.933320646857","{""coordinates"": [144.933320646857, -37.791640966626], ""type"": ""Point""}",590,-37.79164097,36,Smith Street,36 Smith Street  Kensington,318028.97642921,5815290.83393228,28629,144.93332065,Kensington,119639,,False,False,False,False,Complete
"-37.835083078738, 144.90732525555","{""coordinates"": [144.90732525555, -37.835083078738], ""type"": ""Point""}",594,-37.83508308,42,Kooringa Way,42 Kooringa Way  Port Melbourne,315847.82433823,5810419.2495653,47449,144.90732526,Port Melbourne,120132,,False,False,False,False,Complete
