_id,geo_point_2d,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,carrying,operator,diameter,material,height_mm,form,mat_desc,dnstr_inv
4869,"-37.82031843024725, 144.95928702940648","{""coordinates"": [[144.95925132291214, -37.82029936163128], [144.95932273590086, -37.82033749886322]], ""type"": ""LineString""}",1940-01-01,1141322,,1141325,1137900,0,3.20320734540821,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
4870,"-37.808461304935605, 144.93412475579635","{""coordinates"": [[144.93394135472965, -37.808521271214005], [144.93430815686304, -37.808401338657205]], ""type"": ""LineString""}",1959-01-01,1150879,,1150881,1133041,0,3.80498361107913,Stormwater,City of Melbourne,1200,Concrete,0,Pipe,RCP 600 Diameter and above,
4871,"-37.795254416186324, 144.923451528457","{""coordinates"": [[144.92329905597123, -37.79508754074045], [144.92360400094282, -37.7954212916322]], ""type"": ""LineString""}",1995-01-01,1151071,,1151070,1133879,0,4.51848141310355,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4872,"-37.77698631830245, 144.9419831799152","{""coordinates"": [[144.94195663314898, -37.77697561528005], [144.94200972668145, -37.77699702132485]], ""type"": ""LineString""}",2005-01-01,1153169,,1153177,1138728,0,4.77376762725455,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4873,"-37.788000322497886, 144.9534238356004","{""coordinates"": [[144.95216264363455, -37.787858374762855], [144.95468502756623, -37.78814227023292]], ""type"": ""LineString""}",1976-01-01,1152196,,1152195,1136651,0,4.07683575388847,Stormwater,City of Melbourne,150,Plastic,0,Pipe,Unknown,
4874,"-37.8133550049355, 144.95036670042407","{""coordinates"": [[144.95039471306023, -37.81335648339037], [144.95033868778788, -37.81335352648064]], ""type"": ""LineString""}",1928-01-01,1139979,,1139980,1132693,0,2.91749518151023,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4875,"-37.823458994827064, 144.96404323050885","{""coordinates"": [[144.96407573074362, -37.82347949351649], [144.96401073027408, -37.82343849613764]], ""type"": ""LineString""}",1981-01-01,1141435,,1141434,1134677,0,4.18910154025489,Stormwater,City of Melbourne,150,Concrete,0,Pipe,RCP up to 375 Diameter,
4876,"-37.8235002752572, 144.97221795487508","{""coordinates"": [[144.97249940299784, -37.82349268723791], [144.97193650675231, -37.82350786327649]], ""type"": ""LineString""}",1940-01-01,1152570,,1152572,1138020,0,,Stormwater,City of Melbourne,0,Unknown,0,Pipe,Unknown,
4877,"-37.82638646711342, 144.9715541752048","{""coordinates"": [[144.9715166761908, -37.82640846758694], [144.97159167421879, -37.8263644666399]], ""type"": ""LineString""}",1998-01-01,1142209,,1142210,1133227,0,4.58908604062548,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4878,"-37.822536276361504, 144.93458924655258","{""coordinates"": [[144.9341857985987, -37.822451361626015], [144.93499269450646, -37.822621191097]], ""type"": ""LineString""}",1994-01-01,1151486,,1145661,1135161,0,4.49496758774125,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4879,"-37.81248594837852, 144.95433459385632","{""coordinates"": [[144.95434459294265, -37.81250544868863], [144.95432459477, -37.812466448068406]], ""type"": ""LineString""}",1929-01-01,1140185,,1140136,1126748,0,2.94135606528505,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4880,"-37.82049338084602, 144.95940949052195","{""coordinates"": [[144.95938673803522, -37.82045249855271], [144.95943224300868, -37.820534263139315]], ""type"": ""LineString""}",1940-01-01,1152512,,1141326,1137899,0,3.20320734586732,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
4881,"-37.80868333728927, 144.95764692035135","{""coordinates"": [[144.9576303253985, -37.808787281256485], [144.95766351530418, -37.80857939332205]], ""type"": ""LineString""}",1930-01-01,1143840,,1151833,1136071,0,,Stormwater,4,375,Earthenware,0,Pipe,Earthenware,
4882,"-37.82612843945675, 144.96924114814848","{""coordinates"": [[144.96927782385956, -37.82612940323735], [144.9692044724374, -37.826127475676145]], ""type"": ""LineString""}",1999-01-01,1141791,,1141790,1136202,0,4.64400908852502,Stormwater,City of Melbourne,525,Concrete,0,Pipe,RCP 450 & 525 Diameter,
4883,"-37.8348034522474, 144.97550387134976","{""coordinates"": [[144.97589618655638, -37.83485470457057], [144.97511155614313, -37.83475219992423]], ""type"": ""LineString""}",1997-01-01,1152060,,1152059,1136415,750,4.56557143162059,Stormwater,City of Melbourne,0,Concrete,450,Pipe,Box Culvert,
4884,"-37.807532888716565, 144.91952558433002","{""coordinates"": [[144.91952540421278, -37.80753930592381], [144.91952576444723, -37.80752647150933]], ""type"": ""LineString""}",1958-01-01,1150355,,1150356,1131630,0,3.78383456012049,Stormwater,City of Melbourne,975,Concrete,0,Pipe,Unknown,
4885,"-37.815380986778905, 144.96313136012375","{""coordinates"": [[144.96312258168865, -37.815383455541934], [144.96314013855886, -37.81537851801588]], ""type"": ""LineString""}",2005-01-01,1152765,,1142878,1138296,0,4.75380608000842,Stormwater,City of Melbourne,300,Concrete,0,Pipe,Unknown,
4886,"-37.81310657705101, 144.9553895964504","{""coordinates"": [[144.95539264917554, -37.813085520037276], [144.95538654372524, -37.81312763406474]], ""type"": ""LineString""}",1925-01-01,1148694,,1140143,1126733,0,2.84611797662652,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4887,"-37.81287827923752, 144.95625765359426","{""coordinates"": [[144.95627101514884, -37.81287448109629], [144.95624429203968, -37.81288207737876]], ""type"": ""LineString""}",1925-01-01,1140156,,1148692,1126741,0,2.84611797316607,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4888,"-37.82760353134344, 144.96075683843495","{""coordinates"": [[144.96066983590873, -37.82739653110356], [144.96084384096116, -37.82781053158333]], ""type"": ""LineString""}",1981-01-01,1141544,,1141542,1134625,0,4.25485008290487,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4889,"-37.82637568827731, 144.9749908789941","{""coordinates"": [[144.97485414317848, -37.82656479173634], [144.97512761480976, -37.82618658481828]], ""type"": ""LineString""}",1940-01-01,1152566,,1152568,1138017,0,,Stormwater,City of Melbourne,0,Unknown,0,Pipe,Unknown,
4890,"-37.789885083247285, 144.95935712303432","{""coordinates"": [[144.9593801699065, -37.78993492799297], [144.95933407616215, -37.78983523850161]], ""type"": ""LineString""}",1944-01-01,1150034,,1150033,1130622,0,3.45480718807375,Stormwater,City of Melbourne,475,Concrete,0,Pipe,RCP 450 & 525 Diameter,
4891,"-37.80099089067002, 144.95363648503644","{""coordinates"": [[144.95364548962957, -37.80100735528126], [144.9536274804433, -37.80097442605879]], ""type"": ""LineString""}",1918-01-01,1143651,,1143652,1129968,0,2.67943364907012,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4892,"-37.83523888948571, 144.97985615860426","{""coordinates"": [[144.97987570768984, -37.835241406234715], [144.9798366095187, -37.835236372736695]], ""type"": ""LineString""}",1890-01-01,1151622,,1142154,1135546,0,2.01282984200948,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4893,"-37.79976381559551, 144.95501373897662","{""coordinates"": [[144.95518054544124, -37.79963970897403], [144.954846932512, -37.799887922217]], ""type"": ""LineString""}",1918-01-01,1143645,,1149834,1129948,0,2.70673443800927,Stormwater,City of Melbourne,750,Brick,0,Pipe,Brick Barrel,
4894,"-37.81885105069455, 144.9780225936805","{""coordinates"": [[144.97848035509054, -37.818434126906446], [144.97756483227045, -37.819267974482656]], ""type"": ""LineString""}",1915-01-01,1150944,,1150939,1133179,0,2.63612877938953,Stormwater,City of Melbourne,1200,Brick,0,Pipe,Brick Barrel,
4895,"-37.78894821912144, 144.9248628877031","{""coordinates"": [[144.9249636927555, -37.78905286428523], [144.92476208265074, -37.78884357395765]], ""type"": ""LineString""}",1900-01-01,1363667,,1363570,1451524,0,2.28323317099231,Stormwater,City of Melbourne,300,Concrete,0,Pipe,,
4896,"-37.81445186040604, 144.9714344937105","{""coordinates"": [[144.97143249447524, -37.814439347365855], [144.97143649294577, -37.81446437344623]], ""type"": ""LineString""}",1951-01-01,1143108,,1143107,1128520,0,3.48318949982718,Stormwater,City of Melbourne,225,Concrete,0,Pipe,RCP up to 375 Diameter,
4897,"-37.799012608071614, 144.9667779777634","{""coordinates"": [[144.96678660915384, -37.79901374839087], [144.96676934637296, -37.79901146775236]], ""type"": ""LineString""}",1989-01-01,1148036,,1148034,1135614,0,4.37733644138174,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4898,"-37.81599397591975, 144.96841911393733","{""coordinates"": [[144.96840256691362, -37.815959434454086], [144.968435660961, -37.81602851738541]], ""type"": ""LineString""}",1983-01-01,1148961,,1143292,1127626,0,4.23613105349266,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4899,"-37.80761756289334, 144.91957989173898","{""coordinates"": [[144.91963437926518, -37.80769581986287], [144.91952540421278, -37.80753930592381]], ""type"": ""LineString""}",1958-01-01,1150356,,1146332,1131629,0,3.78383456049714,Stormwater,City of Melbourne,975,Concrete,0,Pipe,Unknown,
4900,"-37.822401745769454, 144.93315649593103","{""coordinates"": [[144.93311660652074, -37.82253862317266], [144.93319638534135, -37.82226486836624]], ""type"": ""LineString""}",1994-01-01,1145659,,1151490,1135171,0,4.5359161579992,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4901,"-37.816160775583256, 144.95277093875558","{""coordinates"": [[144.95285334417042, -37.81613682093309], [144.95268853334076, -37.81618473023343]], ""type"": ""LineString""}",1917-01-01,1152685,,1149243,1128279,900,2.68322181287062,Stormwater,City of Melbourne,0,Brick,750,Pipe,Box Culvert,
4902,"-37.80554289925668, 144.9632118279746","{""coordinates"": [[144.96322172457823, -37.805486752278156], [144.96320193137092, -37.8055990462352]], ""type"": ""LineString""}",1938-01-01,1151690,,1149605,1135678,0,3.15562174307027,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4903,"-37.811503718906835, 144.9609896532794","{""coordinates"": [[144.96097222835508, -37.81150880259792], [144.9610070782037, -37.811498635215756]], ""type"": ""LineString""}",1935-01-01,1148820,,1148821,1127086,0,3.08418047109531,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
4904,"-37.80845643453026, 144.95860802143767","{""coordinates"": [[144.95857155339027, -37.80837944252186], [144.95864448948507, -37.80853342653865]], ""type"": ""LineString""}",2004-01-01,1143939,,1143845,1134220,0,4.73022987918075,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4905,"-37.80857441781795, 144.95867801562866","{""coordinates"": [[144.9586955520638, -37.80858044293724], [144.95866047919353, -37.80856839269865]], ""type"": ""LineString""}",2004-01-01,1143940,,1143941,1134222,0,4.73022987832,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4906,"-37.789529483403726, 144.9592185092995","{""coordinates"": [[144.95924531449634, -37.789606781920845], [144.9591917041026, -37.789452184886606]], ""type"": ""LineString""}",1944-01-01,1150037,,1150036,1130625,0,3.31846664456547,Stormwater,City of Melbourne,450,Brick,0,Pipe,Brick Barrel,
4907,"-37.782381864578014, 144.96391762567038","{""coordinates"": [[144.96387433797975, -37.78240269772712], [144.963960913361, -37.78236103142891]], ""type"": ""LineString""}",1939-01-01,1151670,,1148109,1135655,0,3.17941498045965,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4908,"-37.81308905499188, 144.96254059206046","{""coordinates"": [[144.96248143650323, -37.81296261429891], [144.96259974761773, -37.81321549568484]], ""type"": ""LineString""}",1884-01-01,1150440,,1150439,1131805,1150,1.90676587611134,Stormwater,City of Melbourne,0,Brick,1725,Pipe,Brick Barrel,
4909,"-37.802090395651874, 144.91811072806593","{""coordinates"": [[144.91850961547476, -37.80213358062563], [144.9177118406571, -37.80204721067812]], ""type"": ""LineString""}",2003-01-01,1152002,,1150119,1138838,0,4.70842998451125,Stormwater,City of Melbourne,300,Concrete,0,Pipe,Open Channel,
4910,"-37.79957868654259, 144.93656798531026","{""coordinates"": [[144.93682881673652, -37.79960638593459], [144.93630715388397, -37.799550987150596]], ""type"": ""LineString""}",1933-01-01,1151806,,1152955,1129561,0,,Stormwater,4,1800,Brick,0,Pipe,Main Drain,
4911,"-37.81176867827797, 144.9603619002393","{""coordinates"": [[144.96036843616645, -37.811782900749925], [144.96035536431214, -37.81175445580601]], ""type"": ""LineString""}",1933-01-01,1148778,,1140896,1126978,0,3.0365940613942,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4912,"-37.811224192847895, 144.94569968576496","{""coordinates"": [[144.94569226369953, -37.811191061559974], [144.94569253688695, -37.81120108107033], [144.94569391007855, -37.81121104317191], [144.9456963717478, -37.81122087196502], [144.9456999046415, -37.81123049325231], [144.94570448012786, -37.81123983353911], [144.94571006493393, -37.81124882285445], [144.9457144908081, -37.811254791041954]], ""type"": ""LineString""}",1910-01-01,1150091,,1150087,1130801,0,2.51849877806098,Stormwater,City of Melbourne,975,Brick,0,Pipe,Brick Barrel,
4913,"-37.795729300025684, 144.95304743731688","{""coordinates"": [[144.95320744943945, -37.795604814812144], [144.95288742519432, -37.79585378523922]], ""type"": ""LineString""}",1906-01-01,1146876,,1146877,1130313,0,2.42438134052514,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4914,"-37.811367836911685, 144.96167919743027","{""coordinates"": [[144.96162313861558, -37.811383935231625], [144.96173525624496, -37.81135173859175]], ""type"": ""LineString""}",1933-01-01,1148782,,1148779,1126990,0,3.03659405592104,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
4915,"-37.81224504965412, 144.98844986896455","{""coordinates"": [[144.98847252511345, -37.81223401423881], [144.98842721281562, -37.81225608506943]], ""type"": ""LineString""}",1904-01-01,1147292,,1147293,1132901,0,2.34606652208736,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
4916,"-37.80926434473922, 144.9646063765896","{""coordinates"": [[144.9647884307433, -37.80920986359652], [144.96442432243583, -37.80931882588191]], ""type"": ""LineString""}",1947-01-01,1149086,,1148438,1127210,0,3.51968816171602,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4917,"-37.806812854823, 144.96115742991262","{""coordinates"": [[144.96127445598333, -37.80677888624275], [144.9610404038419, -37.80684682340325]], ""type"": ""LineString""}",1942-01-01,1148450,,1148451,1127200,0,3.4452118967411,Stormwater,City of Melbourne,675,Concrete,0,Pipe,RCP 600 Diameter and above,
4918,"-37.81020782213764, 144.95017081083637","{""coordinates"": [[144.95018324542502, -37.810229176099845], [144.95015837624769, -37.81018646817544]], ""type"": ""LineString""}",1951-01-01,1150925,,1139966,1133130,0,3.46513033400526,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
4919,"-37.811180297684544, 144.9618475391585","{""coordinates"": [[144.96186176828218, -37.8111761985056], [144.96183331003482, -37.81118439686348]], ""type"": ""LineString""}",1884-01-01,1150384,,1140926,1131685,0,1.8699416962029,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
4920,"-37.80971195480991, 144.97811901154537","{""coordinates"": [[144.97810954913342, -37.809705936477684], [144.97812847395733, -37.809717973142135]], ""type"": ""LineString""}",1947-01-01,1150742,,1147102,1132661,0,3.36989244415784,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4921,"-37.81110104273644, 144.9477007773254","{""coordinates"": [[144.9477429698102, -37.81108440213138], [144.9476585848406, -37.81111768334149]], ""type"": ""LineString""}",1927-01-01,1150977,,1150762,1133279,0,2.91848167737726,Stormwater,City of Melbourne,600,Brick,0,Pipe,Brick Barrel,
4922,"-37.81756842261005, 144.98965134410747","{""coordinates"": [[144.98958350554153, -37.81756203301369], [144.98971918267344, -37.81757481220642]], ""type"": ""LineString""}",1940-01-01,1152544,,1147418,1136877,0,3.20320772327672,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
4923,"-37.815025613000245, 144.94135758250178","{""coordinates"": [[144.94135223584286, -37.81501572782903], [144.94136292916068, -37.815035498171454]], ""type"": ""LineString""}",2000-01-01,1154017,,1154016,1139935,0,4.63611005827847,Stormwater,City of Melbourne,100,Concrete,0,Pipe,RCP up to 375 Diameter,
4924,"-37.81130092906339, 144.93583257942277","{""coordinates"": [[144.93570210558622, -37.811143997053925], [144.9359630532593, -37.81145786107285]], ""type"": ""LineString""}",2006-01-01,,,,1379307,0,4.7997046397895,Stormwater,City of Melbourne,750,Concrete,0,Pipe,,
4925,"-37.8169189991732, 144.95757442876194","{""coordinates"": [[144.95756270734282, -37.81689349897638], [144.95758615018107, -37.816944499370024]], ""type"": ""LineString""}",1926-01-01,1148993,,1140565,1127734,0,2.86991076730004,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4926,"-37.82019902829939, 144.94452412334962","{""coordinates"": [[144.94448780500625, -37.82017756636993], [144.944560441693, -37.820220490228856]], ""type"": ""LineString""}",1946-01-01,1363998,,1363937,1451581,0,3.49807653903131,Stormwater,City of Melbourne,600,Concrete,0,Pipe,,
4927,"-37.825017234686584, 144.94521509274213","{""coordinates"": [[144.9454401707022, -37.82503181831822], [144.94499001478206, -37.82500265105494]], ""type"": ""LineString""}",2001-01-01,1145558,,1152051,1136379,0,4.65968909082496,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4928,"-37.824822004021314, 144.96329643585113","{""coordinates"": [[144.9634681071004, -37.82466250143603], [144.96312476460184, -37.824981506606605]], ""type"": ""LineString""}",1981-01-01,1141528,,1151367,1134725,0,4.25485004493877,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4929,"-37.80773236655557, 144.94806791778205","{""coordinates"": [[144.94811064420088, -37.80770348362297], [144.94802519136323, -37.80776124948817]], ""type"": ""LineString""}",1910-01-01,1150095,,1143385,1130820,0,2.48895708836108,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
4930,"-37.80831732597294, 144.96783829117683","{""coordinates"": [[144.9677694811049, -37.808340894263175], [144.96790710124876, -37.80829375768271]], ""type"": ""LineString""}",2009-01-01,,,,1379300,0,4.86321119204758,Stormwater,City of Melbourne,750,Concrete,0,Pipe,,
4931,"-37.82587747198531, 144.904587971812","{""coordinates"": [[144.90488672639344, -37.82570459447029], [144.90428921723054, -37.826050349500335]], ""type"": ""LineString""}",2003-01-01,1151889,,1151890,1136139,0,4.73619939474489,Stormwater,City of Melbourne,675,Concrete,0,Pipe,RCP 600 Diameter and above,
4932,"-37.81399182565296, 144.97354649216538","{""coordinates"": [[144.97349352043327, -37.81400731228259], [144.97359946389753, -37.81397633902334]], ""type"": ""LineString""}",1935-01-01,1143321,,1143320,1127705,0,3.08418019762559,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4933,"-37.793723778711694, 144.95711389496302","{""coordinates"": [[144.95710841490938, -37.79373575718024], [144.95711937501662, -37.79371180024316]], ""type"": ""LineString""}",1940-01-01,1146796,,1146795,1137642,0,3.20320742981272,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
4934,"-37.80662769180816, 144.96000601920167","{""coordinates"": [[144.96001745101523, -37.80662890007122], [144.9599945873881, -37.8066264835451]], ""type"": ""LineString""}",1890-01-01,1150475,,1148242,1131886,0,2.01283137084575,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4935,"-37.823919509686476, 144.9607412787717","{""coordinates"": [[144.96078077623034, -37.82380250720563], [144.9607017813131, -37.82403651216732]], ""type"": ""LineString""}",1981-01-01,1141409,,1141411,1134492,0,4.18910161344198,Stormwater,City of Melbourne,225,Concrete,0,Pipe,RCP up to 375 Diameter,
4936,"-37.79533377883457, 144.9285440137364","{""coordinates"": [[144.92851351337922, -37.79529977726831], [144.92857451409358, -37.795367780400824]], ""type"": ""LineString""}",1940-01-01,1144743,,1144740,1137458,0,3.20320748160908,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Unknown,
4937,"-37.81531877369126, 144.94483806711798","{""coordinates"": [[144.9446963753611, -37.81533124607729], [144.94497975887487, -37.81530630130523]], ""type"": ""LineString""}",2001-01-01,1153828,,1153829,1139403,0,4.6872808811667,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4938,"-37.8157130248398, 144.9543256938818","{""coordinates"": [[144.95436870640205, -37.81570052801421], [144.95428268136158, -37.81572552166539]], ""type"": ""LineString""}",1935-01-01,1140052,,1140053,1127112,0,3.08418045936038,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4939,"-37.818066225922095, 144.95559773576053","{""coordinates"": [[144.95558868507064, -37.81804646823321], [144.9556067864504, -37.818085983610985]], ""type"": ""LineString""}",1916-01-01,1149102,,1140311,1127849,0,2.63178288628451,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4940,"-37.79778782916834, 144.95311039547437","{""coordinates"": [[144.9531613325526, -37.797828246431365], [144.95305945839615, -37.79774741190533]], ""type"": ""LineString""}",1945-01-01,1151637,,1151636,1135578,0,3.47647133822649,Stormwater,City of Melbourne,600,Concrete,0,Pipe,RCP 600 Diameter and above,
4941,"-37.82306239701886, 144.96436718547238","{""coordinates"": [[144.9643467972872, -37.82300935237721], [144.96438757365758, -37.8231154416605]], ""type"": ""LineString""}",1981-01-01,1141438,,1141490,1134682,0,4.18910153806812,Stormwater,City of Melbourne,150,Concrete,0,Pipe,RCP up to 375 Diameter,
4942,"-37.828218405939786, 144.92127194895266","{""coordinates"": [[144.9211844144819, -37.828242899182975], [144.9213594834234, -37.8281939126966]], ""type"": ""LineString""}",1994-01-01,1145939,,1145940,1135356,0,4.53591608336037,Stormwater,City of Melbourne,450,Concrete,0,Pipe,RCP 450 & 525 Diameter,
4943,"-37.77577151077971, 144.94074312640163","{""coordinates"": [[144.9407471200465, -37.77575422301437], [144.9407391327568, -37.77578879854506]], ""type"": ""LineString""}",2005-01-01,1153187,,1153186,1138737,0,4.77376762356679,Stormwater,City of Melbourne,375,Concrete,0,Pipe,RCP up to 375 Diameter,
4944,"-37.81306526273836, 144.94207548336243","{""coordinates"": [[144.94245613241495, -37.81292853659727], [144.94169483430994, -37.813201988879456]], ""type"": ""LineString""}",1912-01-01,1154254,,1153972,1139931,0,2.56552182463606,Stormwater,City of Melbourne,2400,Brick,0,Pipe,Brick Barrel,
4945,"-37.800766880480275, 144.9108230968829","{""coordinates"": [[144.9108954812613, -37.80080177515186], [144.91075071250447, -37.80073198580869]], ""type"": ""LineString""}",1939-01-01,1151749,,1146408,1135843,0,3.17941490015131,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4946,"-37.81597000259413, 144.98506652871168","{""coordinates"": [[144.9850615290726, -37.81595100129861], [144.98507152835074, -37.815989003889655]], ""type"": ""LineString""}",1978-01-01,1147381,,1147382,1135962,0,4.1184966630804,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4947,"-37.79237128091854, 144.92146301039796","{""coordinates"": [[144.92147651042538, -37.79238977919988], [144.92144951037054, -37.792352782637195]], ""type"": ""LineString""}",1993-01-01,1144858,,1144857,1133913,0,4.51430980226951,Stormwater,City of Melbourne,525,Concrete,0,Pipe,RCP 450 & 525 Diameter,
4948,"-37.79302778139318, 144.92164050936844","{""coordinates"": [[144.9216065089048, -37.79304278065629], [144.92167450983206, -37.79301278213007]], ""type"": ""LineString""}",1993-01-01,1144871,,1144851,1133923,0,4.47145478028631,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4949,"-37.80330133436775, 144.95092537233006","{""coordinates"": [[144.9508994919879, -37.80329841526298], [144.9509512526722, -37.803304253472525]], ""type"": ""LineString""}",1938-01-01,1150053,,1143544,1130666,0,3.15562382263599,Stormwater,City of Melbourne,300,Earthenware,0,Pipe,Earthenware,
4950,"-37.778017765933654, 144.93912987892537","{""coordinates"": [[144.93915630635755, -37.778001469590116], [144.9391034514932, -37.778034062277186]], ""type"": ""LineString""}",2005-01-01,1153236,,1153235,1138786,0,4.77376760560893,Stormwater,City of Melbourne,375,Concrete,0,Pipe,Unknown,
4951,"-37.82518939101398, 144.9611316895677","{""coordinates"": [[144.96122579123053, -37.82510951435538], [144.9610375879049, -37.82526926767257]], ""type"": ""LineString""}",1981-01-01,1151303,,1141372,1134467,0,4.18910162405014,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4952,"-37.83134321903208, 144.98786470046858","{""coordinates"": [[144.98784354039284, -37.831347330829566], [144.9878858605443, -37.8313391072346]], ""type"": ""LineString""}",1939-01-01,1150604,,1142406,1132225,0,3.17941640815426,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4953,"-37.83523090076265, 144.98053520214538","{""coordinates"": [[144.98055770204036, -37.835249400347664], [144.9805127022504, -37.83521240117765]], ""type"": ""LineString""}",1938-01-01,1142187,,1142188,1132201,0,3.15562319119801,Stormwater,City of Melbourne,225,Earthenware,0,Pipe,Earthenware,
4954,"-37.800441016353375, 144.9576640807539","{""coordinates"": [[144.95758937492914, -37.800463777653896], [144.95773878657866, -37.80041825505286]], ""type"": ""LineString""}",1922-01-01,1148619,,1148620,1129910,0,2.80085210116645,Stormwater,City of Melbourne,225,Concrete,0,Pipe,RCP up to 375 Diameter,
4955,"-37.826169999486325, 144.9669127299768","{""coordinates"": [[144.96698572829547, -37.82614650071289], [144.96683973165815, -37.826193498259755]], ""type"": ""LineString""}",1981-01-01,1141716,,1141715,1135054,0,4.18910138632012,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4956,"-37.80990965957995, 144.96106388232883","{""coordinates"": [[144.9610545157633, -37.80991236763936], [144.96107324889437, -37.80990695152054]], ""type"": ""LineString""}",1884-01-01,1150428,,1143878,1131776,0,1.86994167321563,Stormwater,City of Melbourne,375,Earthenware,0,Pipe,Earthenware,
4957,"-37.825801714787765, 144.95712301434511","{""coordinates"": [[144.95716901940088, -37.82590264512392], [144.95707700928935, -37.82570078445161]], ""type"": ""LineString""}",1981-01-01,1151325,,1145613,1134561,0,4.27062047463215,Stormwater,City of Melbourne,750,Concrete,0,Pipe,RCP 600 Diameter and above,
4958,"-37.80759642543211, 144.97311747297152","{""coordinates"": [[144.97312655501523, -37.80753989810569], [144.97310839092785, -37.80765295275853]], ""type"": ""LineString""}",1905-01-01,1151165,,1148077,1134125,0,2.36992440414536,Stormwater,City of Melbourne,450,Earthenware,0,Pipe,Earthenware,
4959,"-37.80947791486637, 144.96791751777306","{""coordinates"": [[144.967866494502, -37.80949191008085], [144.9679685410441, -37.80946391965189]], ""type"": ""LineString""}",1943-01-01,1140655,,1140665,1126593,0,3.29495502814512,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4960,"-37.790563775957196, 144.92161401497532","{""coordinates"": [[144.92152651476965, -37.790617776028895], [144.921701515181, -37.79050977588549]], ""type"": ""LineString""}",1995-01-01,1144972,,1144971,1133447,0,4.51848160360861,Stormwater,City of Melbourne,300,Concrete,0,Pipe,RCP up to 375 Diameter,
4961,"-37.790821642132556, 144.92199269424992","{""coordinates"": [[144.92185351427935, -37.79090877693602], [144.92213187422053, -37.7907345073291]], ""type"": ""LineString""}",1995-01-01,1144990,,1144969,1133425,0,4.55752364451315,Stormwater,City of Melbourne,450,Concrete,0,Pipe,RCP 450 & 525 Diameter,
