_id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,location
11300,1590518,SWD Pit - Other,Not Known,,,,,,Other,,-37.78793493211568,144.95951435924843,"-37.78793493211568, 144.95951435924843"
11301,1153684,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.8133659155112,144.94177719817185,"-37.8133659155112, 144.94177719817185"
11302,1147327,SWD Pit - Grated OFK,Cast Iron Concrete Infill,880,Cast Iron,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81256302801755,144.99071649644844,"-37.81256302801755, 144.99071649644844"
11303,1143737,SWD Pit - Grated OFK,In Situ Concrete,600,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.79931777437377,144.95137901119756,"-37.79931777437377, 144.95137901119756"
11304,1453432,Not Known,Not Known,,,,SWD Pit - Not Known,,Not Known,,-37.822283444538826,144.9715872577123,"-37.822283444538826, 144.9715872577123"
11305,1143771,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.80041835262718,144.95022252276598,"-37.80041835262718, 144.95022252276598"
11306,1143190,SWD Pit - Lane Type,Brick,680,Cast Iron,680,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.817653594688046,144.9623667694146,"-37.817653594688046, 144.9623667694146"
11307,1146747,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79583380064773,144.95203037539716,"-37.79583380064773, 144.95203037539716"
11308,1153093,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.780938006168256,144.94127563734293,"-37.780938006168256, 144.94127563734293"
11309,1144013,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79843409908235,144.94519885908474,"-37.79843409908235, 144.94519885908474"
11310,1785527,SWDPit - Lane Type,Precast Concrete,680,Mild Steel,670,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.815740321025956,144.95581133322892,"-37.815740321025956, 144.95581133322892"
11311,1472838,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82916104323975,144.97269166349795,"-37.82916104323975, 144.97269166349795"
11312,1599796,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.790819652059355,144.94200637123828,"-37.790819652059355, 144.94200637123828"
11313,1149914,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.799450093422124,144.95121476473162,"-37.799450093422124, 144.95121476473162"
11314,1150158,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.805752149417856,144.94516094402266,"-37.805752149417856, 144.94516094402266"
11315,1144757,SWD Pit - Undershot Pit,Brick,700,Mild Steel,700,SWD Pit - Undershot Pit - Non Standard Frame and Grate,300408-001,Undershot Pit,None,-37.796364733722044,144.93082912511736,"-37.796364733722044, 144.93082912511736"
11316,1153245,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.77809148262455,144.9401740382698,"-37.77809148262455, 144.9401740382698"
11317,1140582,SWD Pit - Lane Type,In Situ Concrete,850,Mild Steel,835,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.817593506672644,144.95715157834255,"-37.817593506672644, 144.95715157834255"
11318,1658604,SWD Pit - Grated Side Entry,In Situ Concrete,660,Mild Steel,480,SWD Pit - Not Known,300418-000,Grated Side Entry,None,-37.828402476350405,144.96319670037437,"-37.828402476350405, 144.96319670037437"
11319,1794217,SWD Pit - Grated OFK,In Situ Concrete,1030,Mild Steel,510,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.821045717859555,144.9476630804114,"-37.821045717859555, 144.9476630804114"
11320,1759278,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.816385680767894,144.97024240043064,"-37.816385680767894, 144.97024240043064"
11321,1146549,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.778867720878516,144.9451765261412,"-37.778867720878516, 144.9451765261412"
11322,1148150,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.802814918321324,144.967947208192,"-37.802814918321324, 144.967947208192"
11323,1376200,Grated Manhole,Brick,,,,SWD Pit - Not Known,,Grated Manhole,,-37.823356635229395,144.97137689462858,"-37.823356635229395, 144.97137689462858"
11324,1785322,SWD Pit - Not Known,Not Known,0,None,0,SWD Pit - Not Known,300418-000,Not Known,None,-37.82950048877179,144.96434949756593,"-37.82950048877179, 144.96434949756593"
11325,1144391,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.80066180337831,144.94574632996253,"-37.80066180337831, 144.94574632996253"
11326,1749819,SWD Pit - Lane Type,Concrete,680,Mild Steel,640,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.802314040224765,144.94173242904117,"-37.802314040224765, 144.94173242904117"
11327,1143773,SWD Pit - Grated Side Entry,Brick,910,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.80113643283452,144.95009443380818,"-37.80113643283452, 144.95009443380818"
11328,1794260,SWD Pit - Grated OFK,In Situ Concrete,1030,Mild Steel,570,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.82044982666516,144.94148192579664,"-37.82044982666516, 144.94148192579664"
11329,1376036,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.83892571428509,144.97906468845048,"-37.83892571428509, 144.97906468845048"
11330,1657838,SWD Pit - Lane Type,In Situ Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.793815688101276,144.94129409345123,"-37.793815688101276, 144.94129409345123"
11331,1143786,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.80129031881608,144.95194144547594,"-37.80129031881608, 144.95194144547594"
11332,1147688,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.79821326514669,144.9644842773449,"-37.79821326514669, 144.9644842773449"
11333,1143539,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80364834526251,144.9518124727594,"-37.80364834526251, 144.9518124727594"
11334,1144274,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79855303602749,144.93815999884177,"-37.79855303602749, 144.93815999884177"
11335,1144000,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79785854603909,144.94427615874855,"-37.79785854603909, 144.94427615874855"
11336,1452532,Grated Manhole,Precast Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.785228035177056,144.95979899798863,"-37.785228035177056, 144.95979899798863"
11337,1144104,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.80001838245215,144.94884935686366,"-37.80001838245215, 144.94884935686366"
11338,1144256,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.796522984341784,144.93856804977895,"-37.796522984341784, 144.93856804977895"
11339,1143523,SWD Pit - Grated OFK,Brick,600,Mild Steel,550,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.80820709397075,144.95379101719445,"-37.80820709397075, 144.95379101719445"
11340,1142562,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81981771047591,144.97205135364817,"-37.81981771047591, 144.97205135364817"
11341,1144040,SWD Pit - Grated OFK,Brick,740,Mild Steel,720,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79664497654924,144.94638604193972,"-37.79664497654924, 144.94638604193972"
11342,1142648,SWD Pit - Grated OFK,Brick,700,Mild Steel,610,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.84763938831485,144.9799858768583,"-37.84763938831485, 144.9799858768583"
11343,1364234,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81259169725766,144.96913791986424,"-37.81259169725766, 144.96913791986424"
11344,1147645,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.796751090044545,144.95814814792294,"-37.796751090044545, 144.95814814792294"
11345,1146855,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.795402699297696,144.9558700113927,"-37.795402699297696, 144.9558700113927"
11346,1140391,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.81897130120629,144.96187260256463,"-37.81897130120629, 144.96187260256463"
11347,1511287,Grated Pit,,,,,,300402-000,,,-37.79683918410805,144.92468767622475,"-37.79683918410805, 144.92468767622475"
11348,1140427,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.818757581724,144.9590707043604,"-37.818757581724, 144.9590707043604"
11349,1154250,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81922251934465,144.94840564729117,"-37.81922251934465, 144.94840564729117"
11350,1143011,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81562763037933,144.96667088860553,"-37.81562763037933, 144.96667088860553"
11351,1146752,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79638065648204,144.95371650816003,"-37.79638065648204, 144.95371650816003"
11352,1472852,Junction Pit,Brick,,,,SWD Pit - Not Known,,Junction,,-37.82990320867007,144.97329636677287,"-37.82990320867007, 144.97329636677287"
11353,1143480,SWD Pit - Grated OFK,Brick,900,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Bluestone,-37.806480204040945,144.9498448959261,"-37.806480204040945, 144.9498448959261"
11354,1452729,Junction Pit,Precast Concrete,,,,SWD Pit - Not Known,,Junction,,-37.78517699718559,144.94194796932672,"-37.78517699718559, 144.94194796932672"
11355,1376226,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.8224028539215,144.9743879328737,"-37.8224028539215, 144.9743879328737"
11356,1770364,SWD - Grated Pit,Concrete,,,,,300402-000,Grated Side Entry,,-37.8012956041752,144.96075185918127,"-37.8012956041752, 144.96075185918127"
11357,1143589,SWD Pit - Junction,In Situ Concrete,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.80116200717406,144.95310856025367,"-37.80116200717406, 144.95310856025367"
11358,1472868,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.82979375969545,144.97322562313934,"-37.82979375969545, 144.97322562313934"
11359,1147072,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,595,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80924988997081,144.97391052983352,"-37.80924988997081, 144.97391052983352"
11360,1142297,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.827902416188174,144.98274658416682,"-37.827902416188174, 144.98274658416682"
11361,1152137,SWD Pit - Lane Type,In Situ Concrete,,Mild Steel,,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81047268234597,144.9495035375841,"-37.81047268234597, 144.9495035375841"
11362,1632247,SWD Pit - Junction,Not Known,,,,,,Junction,,-37.79427632157253,144.96636416948581,"-37.79427632157253, 144.96636416948581"
11363,1152691,SWD Pit - Junction,Brick,,,,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79887302764943,144.94434490849326,"-37.79887302764943, 144.94434490849326"
11364,1582565,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.82168000238854,144.964145985967,"-37.82168000238854, 144.964145985967"
11365,1143764,SWD Pit - Grated Side Entry,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.800187454089624,144.95042345662634,"-37.800187454089624, 144.95042345662634"
11366,1364087,SWD Pit - Trench Grate,Not Known,4020,Mild Steel,120,SWD Pit - Trench Grate - Non Standard Frame and Grate,300409-001,Trench Grate,None,-37.793029299662045,144.9361337603543,"-37.793029299662045, 144.9361337603543"
11367,1143423,SWD Pit - Grated Manhole,Brick,,Cast Iron,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.810356529199396,144.94754360117446,"-37.810356529199396, 144.94754360117446"
11368,1154765,SWD Pit - Other,Not Known,,None,,,,Other,None,-37.815175182023324,144.9777926811356,"-37.815175182023324, 144.9777926811356"
11369,1143416,SWD Pit - Run Through Outlet,None,,,,SWD Pit - Run Through Outlet - Non Standard,300412-001,Run Through Outlet,None,-37.81025954721109,144.94711362891255,"-37.81025954721109, 144.94711362891255"
11370,1472762,Grated Manhole,In Situ Concrete,,,,SWD Pit - Not Known,,Grated Manhole,,-37.83237960612838,144.97242051379425,"-37.83237960612838, 144.97242051379425"
11371,1143772,SWD Pit - Grated Manhole,Not Known,,Mild Steel,,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.800939408388786,144.9500825044171,"-37.800939408388786, 144.9500825044171"
11372,1673794,SWD Pit - Lane Type,In Situ Concrete,580,Mild Steel,580,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.821239328530766,144.96430760009233,"-37.821239328530766, 144.96430760009233"
11373,1143671,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.80356434898188,144.95267753293604,"-37.80356434898188, 144.95267753293604"
11374,1143102,SWD Pit - Lane Type,Brick,500,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.815709720085756,144.97204223212404,"-37.815709720085756, 144.97204223212404"
11375,1151660,SWD Pit - Submerged,Not Known,,,,SWD Pit - Submerged,300415-000,Submerged,None,-37.79787431900686,144.94566546875518,"-37.79787431900686, 144.94566546875518"
11376,1759021,SWD Pit - Grated Manhole,In Situ Concrete,450,Galvanised Steel,450,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.80607403136419,144.96534315994813,"-37.80607403136419, 144.96534315994813"
11377,1144120,SWD Pit - Lane Type,In Situ Concrete,690,Mild Steel,620,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79932075045961,144.9497790458501,"-37.79932075045961, 144.9497790458501"
11378,1452474,Side Entry Pit,Precast Concrete,,,,SWD Pit - Not Known,,Side Entry,,-37.78309802849284,144.96324195373288,"-37.78309802849284, 144.96324195373288"
11379,1142768,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81222862089369,144.97330703162626,"-37.81222862089369, 144.97330703162626"
11380,1142745,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81585888226051,144.9725299129619,"-37.81585888226051, 144.9725299129619"
11381,1144101,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.79955176461989,144.9488603346865,"-37.79955176461989, 144.9488603346865"
11382,1140942,SWD Pit - Grated OFK,Precast Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81040487316211,144.96427751222896,"-37.81040487316211, 144.96427751222896"
11383,1450722,SWD Pit - Grated OFK,Bluestone,910,Cast Iron,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80975336827747,144.98863903132093,"-37.80975336827747, 144.98863903132093"
