id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,construction_material_group
14796,1153766,SWD Pit - Lane Type,In Situ Concrete,1360,Mild Steel,680,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82204750691704,144.9497139857034,Concrete/Concrete Composite
14797,1154297,SWD Pit - Junction,Precast Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.827021564943976,144.95222738467797,Concrete/Concrete Composite
14798,1582298,SWD Pit - Not Known,Mild Steel,700,Precast Concrete,280,SWD Pit - Not Known,300418-000,Not Known,None,-37.82715757745153,144.97275604199612,Metal
14799,1146830,SWD Pit - Run Through Inlet,Brick,NA,NA,NA,SWD Pit - Run Through Inlet - Non Standard,300411-001,Run Through Inlet,None,-37.80005287082113,144.95742337385434,Brick
14800,1148109,SWD Pit - Grated OFK,Not Known,920,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.782393802975555,144.96386489662373,Unknown
14801,1153902,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.822650755292536,144.94919673660542,Concrete/Concrete Composite
14802,1601002,SWD Pit - Junction,Concrete,NA,NA,NA,NA,NA,Junction,NA,-37.79582222568635,144.9693997696259,Concrete/Concrete Composite
14803,1146946,SWD Pit - Double GSEP,Precast Concrete,930,Mild Steel,500,SWD Pit - Double Grated Side Entry Pit - Unclassified,300403-000,Double GSEP,None,-37.78381271152785,144.94159248782512,Concrete/Concrete Composite
14804,1142054,SWD Pit - Grated Side Entry,In Situ Concrete,900,Mild Steel,600,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.82303999086134,144.97029094887762,Concrete/Concrete Composite
14805,1658220,SWD Pit - Pipe to Pipe,Other,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.798105401230934,144.93698042066706,Other
14806,1140866,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81176002912697,144.9679433548313,Concrete/Concrete Composite
14807,1153868,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.819392012611445,144.9450818348978,Concrete/Concrete Composite
14808,1452578,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.77845597933787,144.9591770347157,Concrete/Concrete Composite
14809,1140003,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.81148611258594,144.95289422571915,Concrete/Concrete Composite
14810,1148131,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.804778206550935,144.9691267614338,Concrete/Concrete Composite
14811,1140447,SWD Pit - Grated Manhole,Brick,NA,Cast Iron,NA,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.81950047089175,144.9566627669209,Brick
14812,1147735,SWD Pit - Grated OFK,In Situ Concrete,1030,Mild Steel,920,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.79267296789242,144.96819298460548,Concrete/Concrete Composite
14813,1140347,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.82018660254681,144.95650570211043,Concrete/Concrete Composite
14814,1781953,SWD Pit - Double Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Double Grated Overflow Kerb Pit - Bluestone Kerb, 2/937x549 Frame and Grate",300406-001,Double Grated OFK,Bluestone,-37.81321718097803,144.9882298041486,Concrete/Concrete Composite
14815,1145513,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.825997614457066,144.9480740691004,Concrete/Concrete Composite
14816,1363761,SWD Pit - Lane Type,Not Known,350,Mild Steel,350,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.77797022922088,144.9396201563301,Unknown
14817,1154279,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.77931066416968,144.94830491339636,Unknown
14818,1141653,SWD Pit - Lane Type,In Situ Concrete,970,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.82039066692074,144.967519447147,Concrete/Concrete Composite
14819,1759072,SWD Pit - Grated OFK,In Situ Concrete,550,Mild Steel,350,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.8156021311624,144.97340902168807,Concrete/Concrete Composite
14820,1147995,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.7940567436557,144.97122050283377,Concrete/Concrete Composite
14821,1730252,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.79667651280951,144.92775252181846,Unknown
14822,1453398,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.8259355243882,144.9726374727866,Unknown
14823,1143254,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.816748157410736,144.96613894418462,Concrete/Concrete Composite
14824,1140816,SWD Pit - Lane Type,In Situ Concrete,630,Mild Steel,610,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81067225291864,144.96901093108278,Concrete/Concrete Composite
14825,1140217,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.815110016604216,144.95729513042312,Unknown
14826,1590864,SWD Pit - Junction,Concrete,NA,NA,NA,NA,NA,Junction,NA,-37.79256011638353,144.94718154669314,Concrete/Concrete Composite
14827,1154129,SWD Pit - Other,In Situ Concrete,NA,NA,NA,SWD Pit - Other,300417-000,Other,None,-37.81453388575028,144.9428114139853,Concrete/Concrete Composite
14828,1474283,Junction,Not Known,NA,NA,NA,SWD Pit - Not Known,300401-000,Junction,NA,-37.81738634437185,144.9729310446726,Unknown
14829,1151437,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.83024067234613,144.96544194114608,Brick
14830,1645454,SWD Pit - Lane Type,Brick,550,Mild Steel,550,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79866867462195,144.93859857203108,Brick
14831,1599205,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.77914569687805,144.94755193181987,Unknown
14832,1144338,SWD Pit - Lane Type,Brick,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.80106879538528,144.9459903681482,Brick
14833,1142781,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81285608932711,144.9718559911106,Concrete/Concrete Composite
14834,1376239,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82378101596952,144.97612733105905,Concrete/Concrete Composite
14835,1581952,SWD Pit - Lane Type,Not Known,885,Mild Steel,450,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.80279785963937,144.9485120272066,Unknown
14836,1558214,SWD Pit - Other,Not Known,NA,NA,NA,NA,NA,Other,NA,-37.80573223837908,144.97162338973357,Unknown
14837,1599251,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.824891967641975,144.96320279272825,Concrete/Concrete Composite
14838,1141888,SWD Pit - Lane Type,In Situ Concrete,670,Mild Steel,670,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.81986362735089,144.96197052080322,Concrete/Concrete Composite
14839,1503300,SWD Pit - Grated Kerbside,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.812196173064365,144.97455322545022,Concrete/Concrete Composite
14840,1363400,SWD Pit - Lane Type,In Situ Concrete,510,Mild Steel,510,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.7953907119331,144.93904481546917,Concrete/Concrete Composite
14841,1145049,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79423073524001,144.91587457766371,Concrete/Concrete Composite
14842,1142085,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.8274956789811,144.9715933668945,Concrete/Concrete Composite
14843,1152434,SWD Pit - Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.79694047629011,144.96339171130091,Concrete/Concrete Composite
14844,1148532,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.802709939060726,144.9619507185692,Concrete/Concrete Composite
14845,1151382,SWD Pit - Pipe to Pipe,None,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.827551224469005,144.9620404424329,Unknown
14846,1759265,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81046366472171,144.9647800051435,Concrete/Concrete Composite
14847,1150600,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.83081874073799,144.98635414089952,Brick
14848,1376220,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82331042758714,144.97434073671127,Concrete/Concrete Composite
14849,1148585,SWD Pit - Lane Type,Precast Concrete,600,Mild Steel,600,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.80054982124035,144.95883946163622,Concrete/Concrete Composite
14850,1143066,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81282517259356,144.96834273464026,Brick
14851,1590685,SWD Pit - Pipe to Pipe,None,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.797320989423234,144.97040946693974,Unknown
14852,1144311,SWD Pit - Grated Side Entry,Brick,930,Mild Steel,600,SWD Pit - Grated Side Entry Pit - 937x549 Frame and Grate,300402-002,Grated Side Entry,None,-37.798618040740266,144.93872797346066,Brick
14853,1146449,SWD Pit - Side Entry,Brick,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80473898300986,144.93527056513574,Brick
14854,1142609,SWD Pit - Grated OFK,Precast Concrete,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.84501163970596,144.97912912887503,Concrete/Concrete Composite
14855,1151254,SWD Pit - System Node,Precast Concrete,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.824984647832146,144.9572751956614,Concrete/Concrete Composite
14856,1599277,SWD Pit - Grated Kerbside,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - 915x381 Frame and Grate,300404-001,Grated Kerbside,None,-37.826434048239825,144.96169739111394,Concrete/Concrete Composite
14857,1153831,SWD Pit - Grated OFK,In Situ Concrete,850,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.8157631477612,144.94539557862467,Concrete/Concrete Composite
14858,1785528,SWDPit - Lane Type,Precast Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82141253663548,144.95596963808762,Concrete/Concrete Composite
14859,1153877,SWD Pit - Grated OFK,In Situ Concrete,1020,Mild Steel,380,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81906421910654,144.94718233543492,Concrete/Concrete Composite
14860,1154714,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.8134810739538,144.98036648529657,Unknown
14861,1153955,SWD Pit - Grated Side Entry,In Situ Concrete,1000,Galvanised Steel,450,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.81233381206086,144.9427678679903,Concrete/Concrete Composite
14862,1472871,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82952278715799,144.9733466565419,Concrete/Concrete Composite
14863,1149695,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.805347326962554,144.94109461806224,Brick
14864,1147321,SWD Pit - Lane Type,Cast Iron Concrete Infill,625,Cast Iron,625,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81347805135659,144.99048210723154,Concrete/Concrete Composite
14865,1757738,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81295035375744,144.96386158902982,Concrete/Concrete Composite
14866,1154738,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81418623714629,144.97946247686414,Unknown
14867,1150656,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.834235164100555,144.98373568551855,Brick
14868,1376058,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.84240650634237,144.97938524751086,Concrete/Concrete Composite
14869,1364127,SWD Pit - Junction Pit,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81238782285369,144.95120997168945,Unknown
14870,1376165,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82584365996597,144.97442609233892,Brick
14871,1148649,SWD Pit - Pipe to Pipe,None,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.80940626418436,144.96924519466285,Unknown
14872,1148239,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.806558029599735,144.9611579743178,Concrete/Concrete Composite
14873,1150913,SWD Pit - System Node,Brick,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.812991627935546,144.99085902240284,Brick
14874,1140825,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81087385654509,144.96745513523484,Concrete/Concrete Composite
14875,1146339,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80791277189287,144.921769321326,Concrete/Concrete Composite
14876,1144277,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79839396062991,144.93773694496446,Brick
14877,1552368,SWD Pit - Junction,Concrete,NA,NA,NA,SWD Pit - Junction Pit - 750x750 Class D Gatic,300410-004,Junction,None,-37.81750344224344,144.954071650259,Concrete/Concrete Composite
14878,1794041,SWD Pit - Lane Type,In Situ Concrete,1090,Mild Steel,720,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.8216032083572,144.94257332506226,Concrete/Concrete Composite
14879,1800617,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.80571510849843,144.90955183120556,Concrete/Concrete Composite
14880,1634238,SWD Pit - Grated Kerbside,Concrete,937,Cast Iron,549,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.79429657574973,144.9310209504851,Concrete/Concrete Composite
14881,1800826,SWD Pit - Pipe to Pipe,Other,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.82174117494526,144.95206865454625,Other
14882,1148100,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.79387698202562,144.97544794428154,Concrete/Concrete Composite
14883,1800844,SWD Pit - Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81630403002935,144.95267991063676,Concrete/Concrete Composite
14884,1606319,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.79852420419744,144.9649502396081,Concrete/Concrete Composite
14885,1140767,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.81095389004402,144.97196097808867,Concrete/Concrete Composite
14886,1141508,SWD Pit - Grated OFK,In Situ Concrete,600,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.824307958149234,144.96418998980238,Concrete/Concrete Composite
14887,1141981,SWD Pit - Lane Type,Precast Concrete,300,Mild Steel,200,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.822810538280656,144.95786580650855,Concrete/Concrete Composite
14888,1577192,SWD Pit - Grated Kerbside,In Situ Concrete,1030,Mild Steel,500,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.82043841837989,144.9454154361055,Concrete/Concrete Composite
14889,1141209,SWD Pit - Double Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Double Grated Overflow Kerb Pit - Bluestone Kerb, 2/937x549 Frame and Grate",300406-001,Double Grated OFK,Bluestone,-37.82451343733278,144.95840338893356,Concrete/Concrete Composite
14890,1149478,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.81493647585935,144.96816671276784,Concrete/Concrete Composite
14891,1364066,SWD Pit - Junction,Not Known,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.793046658863325,144.9338191169321,Unknown
14892,1376208,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.82218681658341,144.9732186878949,Concrete/Concrete Composite
14893,1151009,SWD Pit - Grated Side Entry,Precast Concrete,915,Cast Iron,380,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.78982422172744,144.92273218883977,Concrete/Concrete Composite
14894,1452646,Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.78165102187189,144.95106404800234,Concrete/Concrete Composite
14895,1146023,SWD Pit - Grated Kerbside,Precast Concrete,400,Mild Steel,300,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81243253830007,144.92291026003448,Concrete/Concrete Composite
14896,1144263,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.79748901552843,144.9370019990792,Brick
14897,1145805,SWD Pit - Junction,Brick,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.825084987302134,144.91139455171026,Brick
14898,1658666,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.823751579397296,144.96783668926798,Concrete/Concrete Composite
14899,1363519,SWD Pit - Grated OFK,Not Known,1010,Cast Iron,610,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.78750067815411,144.92224925302722,Unknown
14900,1452242,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.820077027972125,144.97288106171214,Brick
14901,1148590,SWD Pit - Run Through Inlet,Brick,NA,NA,NA,SWD Pit - Side Entry Pit - Non Standard,300401-004,Side Entry,None,-37.80400816595595,144.95951998918963,Brick
14902,1142461,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.84013132262186,144.98559078144808,Brick
14903,1153358,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.82551517594834,144.96660992428076,Concrete/Concrete Composite
14904,1364103,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81304475851002,144.98556629183156,Concrete/Concrete Composite
14905,1152193,SWD Pit - System Node,Plastic,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.78783063848367,144.95140413050763,Plastic
14906,1560267,SWD Pit - Lane Type,Cast Iron Concrete Infill,350,Cast Iron,345,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.820350084883465,144.9641898007688,Concrete/Concrete Composite
14907,1151517,SWD Pit - System Node,Not Known,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.8213243306351,144.91400249147534,Unknown
14908,1472881,Trench Grate,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Trench Grate,NA,-37.829005153181264,144.9725877665031,Concrete/Concrete Composite
14909,1752985,SWD Pit - Junction,Concrete,NA,NA,NA,SWD Pit - Junction Pit - 900x600 Class D Gatic,300410-005,Junction,None,-37.81334019770684,144.98838311056502,Concrete/Concrete Composite
14910,1452371,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.80963004893154,144.95417995870153,Unknown
14911,1146142,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.809385859954695,144.9320854129898,Concrete/Concrete Composite
14912,1759196,SWD Pit - Grated Kerbside,Precast Concrete,1000,Mild Steel,680,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.80475458136279,144.96985761619763,Concrete/Concrete Composite
14913,1141678,SWD Pit - Side Entry,In Situ Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.8281565182085,144.96453947547602,Concrete/Concrete Composite
14914,1726937,SWD Pit - Grated OFK,Brick,937,Mild Steel,549,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.812226657507,144.9679694089006,Brick
14915,1562572,SWD Pit - Junction,Concrete,NA,NA,NA,SWD Pit - Junction Pit - 450x600 Class C Gatic,300410-002,Junction,None,-37.80836203892074,144.94907907587316,Concrete/Concrete Composite
14916,1658599,SWD Pit - Submerged,Not Known,0,None,0,SWD Pit - Submerged,300415-000,Submerged,None,-37.82583315127947,144.96376008698007,Unknown
14917,1804338,SWD Pit - Junction,Cmb Conc & Cast Iron,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.81632738627992,144.96340108223407,Concrete/Concrete Composite
14918,1452524,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78831703552069,144.9595249693048,Concrete/Concrete Composite
14919,1149470,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.820194631431086,144.95736830106546,Unknown
14920,1376157,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.8250690161023,144.97568927567323,Brick
14921,1146127,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.81129988900316,144.92978441090278,Concrete/Concrete Composite
14922,1452675,Grated Manhole,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78989199503009,144.94429303092477,Unknown
14923,1800996,SWD Pit - Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.806859793548874,144.95892400895605,Concrete/Concrete Composite
14924,1151736,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.81601506944582,144.9697221650712,Brick
14925,1575383,SWD Pit - Grated Side Entry,Concrete,940,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.78768258774167,144.94211067038717,Concrete/Concrete Composite
14926,1547905,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81334696366391,144.97256785191112,Concrete/Concrete Composite
14927,1142021,SWD Pit - Lane Type,Precast Concrete,300,Mild Steel,200,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.82139849035457,144.9606267196373,Concrete/Concrete Composite
14928,1145977,SWD Pit - Grated OFK,Precast Concrete,1000,Cast Iron,400,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.82843611707509,144.90749984424926,Concrete/Concrete Composite
14929,1363352,SWD Pit - Lane Type,Not Known,700,Mild Steel,610,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.78953161756908,144.94163603205675,Unknown
14930,1767836,SWD Pit - Grated Pit,Not Known,NA,NA,NA,NA,300402-000,NA,NA,-37.77974566177925,144.95650046873624,Unknown
14931,1145179,SWD Pit - Grated Side Entry,Precast Concrete,980,Mild Steel,425,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.79701978879291,144.92090752185558,Concrete/Concrete Composite
