id,asset_number,asset_description,construction_material_lupvalue,grate_length,grate_material_lupvalue,grate_width,model_descr_lupvalue,model_no_lupvalue,object_type_lupvalue,overflow_kerb_lupvalue,lat,lon,construction_material_group
1,1596911,SWD Pit - Grated Manhole,Brick,NA,Cast Iron,NA,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.79290628271831,144.95653615629308,Brick
2,1759114,SWD Pit - Lane Type,In Situ Concrete,450,Mild Steel,450,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81364319503544,144.96760262284465,Concrete/Concrete Composite
3,1150456,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.81517520847289,144.96350385914948,Brick
4,1146866,SWD Pit - Lane Type,In Situ Concrete,550,Mild Steel,550,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79321210088348,144.95617023562534,Concrete/Concrete Composite
5,1146782,SWD Pit - Grated Side Entry,Brick,900,Mild Steel,430,SWD Pit - Grated Side Entry Pit - Non Standard Frame and Grate,300402-003,Grated Side Entry,None,-37.79375834585664,144.95548209270686,Brick
6,1812661,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.79259572144807,144.95764183000955,Concrete/Concrete Composite
7,1599211,SWD Pit - Lane Type,In Situ Concrete,640,Mild Steel,640,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.789361437879435,144.9575248981374,Concrete/Concrete Composite
8,1597443,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.78828254644331,144.95867879903517,Concrete/Concrete Composite
9,1812652,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.79278352020564,144.95594288577578,Unknown
10,1567027,SWD Pit - Lane Type,In Situ Concrete,560,Mild Steel,560,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79458712414188,144.9538456072215,Concrete/Concrete Composite
11,1618916,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.793652964461224,144.9565705466886,Concrete/Concrete Composite
12,1149831,SWD Pit - Pipe to Pipe,Other,NA,NA,NA,SWD Pit - Pipe to Pipe,300419-000,Pipe to Pipe,None,-37.79239863929917,144.95859333498052,Other
13,1146736,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.792633697885925,144.9576855274218,Concrete/Concrete Composite
14,1145766,SWD Pit - Grated OFK,Precast Concrete,920,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.820702849378506,144.92460718694366,Concrete/Concrete Composite
15,1147477,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81825402697499,144.97887749932303,Concrete/Concrete Composite
16,1810678,SWD Pit - Submerged,Not Known,NA,NA,NA,SWD Pit - Submerged,300415-000,Submerged,None,-37.794919488729114,144.95418337750567,Unknown
17,1151668,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.78314238186087,144.96326889574712,Brick
18,1146731,SWD Pit - Lane Type,Brick,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.7925847483328,144.95685333477806,Brick
19,1146734,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.79264131917708,144.9578184116093,Concrete/Concrete Composite
20,1141274,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.82384850200414,144.96050122046205,Concrete/Concrete Composite
21,1152937,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.77875860286445,144.94861538236407,Concrete/Concrete Composite
22,1146732,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.792777141457734,144.95700350046536,Concrete/Concrete Composite
23,1146705,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.78944275331832,144.95751618625206,Concrete/Concrete Composite
24,1812657,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Non Standard Cover,300410-007,Junction,None,-37.78629442643845,144.9579233175774,Concrete/Concrete Composite
25,1146723,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Exposed Aggregate,-37.787785585773364,144.9586706728545,Concrete/Concrete Composite
26,1590617,SWD Pit - Lane Type,In Situ Concrete,680,Mild Steel,600,SWD Pit - Laneway Type - 600x600 Frame and Grate,300407-002,Lane Type,None,-37.79418298983747,144.965431983621,Concrete/Concrete Composite
27,1152336,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.80358813058902,144.92387862550757,Concrete/Concrete Composite
28,1145466,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,Gatic Side Entry,-37.82468774478835,144.93870443399274,Concrete/Concrete Composite
29,1599084,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81144800540479,144.96455498661857,Concrete/Concrete Composite
30,1151298,SWD Pit - Other,Precast Concrete,0,None,0,SWD Pit - Other,300417-000,Other,Not Known,-37.823618459975435,144.94297338268382,Concrete/Concrete Composite
31,1151291,SWD Pit - System Node,Precast Concrete,NA,NA,NA,SWD Pit - System Node,300414-000,System Node,None,-37.8250424928207,144.9421586722665,Concrete/Concrete Composite
32,1142526,SWD Pit - Grated OFK,Brick,1000,Mild Steel,630,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.83757536868095,144.9817317578859,Brick
33,1140317,SWD Pit - Grated OFK,Brick,900,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81886126998335,144.95420296959796,Brick
34,1145432,SWD Pit - Lane Type,Brick,1280,Mild Steel,1000,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79511188847633,144.93530969231696,Brick
35,1578324,SWD Pit - Grated Manhole,Galvanised Steel,900,Mild Steel,600,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.82184081260558,144.93683950928116,Metal
36,1145462,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,None,-37.82391955533016,144.9377454761786,Concrete/Concrete Composite
37,1152924,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82505305909113,144.9423352709678,Concrete/Concrete Composite
38,1153804,SWD Pit - Junction,In Situ Concrete,NA,NA,NA,SWD Pit - Junction Pit - Unclassified,300410-000,Junction,None,-37.823042100901894,144.9418303591192,Concrete/Concrete Composite
39,1646848,SWD Pit - Grated OFK,In Situ Concrete,900,Cast Iron,750,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, Non Standard Frame and Grate",300405-006,Grated OFK,Concrete,-37.8065750529355,144.94286648055737,Concrete/Concrete Composite
40,1151299,SWD Pit - Other,Precast Concrete,0,None,0,SWD Pit - Other,300417-000,Other,Not Known,-37.82531321463122,144.94227782825374,Concrete/Concrete Composite
41,1153809,SWD Pit - Grated Manhole,In Situ Concrete,NA,Mild Steel,NA,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.82302308254064,144.9410673294218,Concrete/Concrete Composite
42,1759177,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80696924390072,144.9674973486605,Concrete/Concrete Composite
43,1153803,SWD Pit - Grated Manhole,In Situ Concrete,NA,Mild Steel,NA,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.823212289642605,144.94207022912653,Concrete/Concrete Composite
44,1452462,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78230602285176,144.96343197126902,Brick
45,1145468,SWD Pit - Side Entry,Precast Concrete,NA,NA,NA,SWD Pit - Side Entry Pit - Unclassified,300401-000,Side Entry,Gatic Side Entry,-37.825143054615886,144.9396075827779,Concrete/Concrete Composite
46,1147294,SWD Pit - Grated OFK,Cast Iron Concrete Infill,860,Cast Iron,715,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81224903604491,144.9883664960588,Concrete/Concrete Composite
47,1739351,SWD Pit - Grated Kerbside,Concrete,937,Cast Iron,549,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.81732896262422,144.95967464330388,Concrete/Concrete Composite
48,1472810,Grated Kerbside,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Kerbside,NA,-37.831028022923206,144.97380233060662,Concrete/Concrete Composite
49,1452625,Not Known,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.782382969509584,144.9495059720505,Concrete/Concrete Composite
50,1752987,SWD Pit - Grated Manhole,Concrete,937,Cast Iron,549,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.8132697366761,144.98753466103577,Concrete/Concrete Composite
51,1557338,SWD Pit - Grated Pit,NA,NA,NA,NA,NA,300417-000,Junction,NA,-37.79738504141068,144.9739723044137,Missing
52,1452604,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.782034971104046,144.9561290267189,Concrete/Concrete Composite
53,1144696,SWD Pit - Grated OFK,Precast Concrete,920,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.79922276297928,144.9350674572064,Concrete/Concrete Composite
54,1145199,SWD Pit - Grated Kerbside,Precast Concrete,938,Mild Steel,545,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.795853786856696,144.9187355623391,Concrete/Concrete Composite
55,1585127,SWD Pit - Grated Manhole,Concrete,800,Mild Steel,800,SWD Pit - Grated Manhole,300413-001,Grated Manhole,None,-37.790508029280346,144.92052603216743,Concrete/Concrete Composite
56,1143312,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.81540307619039,144.9705374031186,Concrete/Concrete Composite
57,1729833,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.805801101291536,144.96166117465026,Concrete/Concrete Composite
58,1140709,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80818672680131,144.9690011175379,Concrete/Concrete Composite
59,1452533,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78530402506476,144.95979497776622,Concrete/Concrete Composite
60,1770042,SWD Pit - Other,Not Known,NA,NA,NA,SWD Pit - Other,NA,Not Known,NA,-37.83917800024906,144.97823293834412,Unknown
61,1517177,SWD Pit - Grated OFK,Cast Iron Concrete Infill,935,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.8161907542386,144.976457113671,Concrete/Concrete Composite
62,1148485,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80648698855526,144.96279131793418,Brick
63,1147300,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81279897572594,144.98333746482538,Concrete/Concrete Composite
64,1143000,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81657024774184,144.9669519659863,Concrete/Concrete Composite
65,1144647,SWD Pit - Lane Type,Precast Concrete,510,Mild Steel,510,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79657806711222,144.93443937497594,Concrete/Concrete Composite
66,1140986,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.81176396914568,144.96748763334028,Concrete/Concrete Composite
67,1140393,SWD Pit - Grated Kerbside,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.818871905577346,144.96221125719586,Concrete/Concrete Composite
68,1376084,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.828716450062,144.97411313916655,Concrete/Concrete Composite
69,1140096,SWD Pit - Lane Type,Brick,600,Mild Steel,600,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81425146377751,144.95970666931655,Brick
70,1152357,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.800691150517594,144.9206669221928,Concrete/Concrete Composite
71,1153020,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.82589653399995,144.98702477286346,Concrete/Concrete Composite
72,1376282,Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.8227585636978,144.97500702726978,Concrete/Concrete Composite
73,1363841,SWD Pit - Grated Kerbside,Not Known,630,Mild Steel,630,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.7788600192253,144.9423866045976,Unknown
74,1376173,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.824115606280195,144.9734858446972,Brick
75,1140567,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.816580509312075,144.9573756898873,Brick
76,1144016,SWD Pit - Grated OFK,Precast Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.79826092973192,144.94551086447444,Concrete/Concrete Composite
77,1562065,SWD Pit - Lane Type,Cast Iron Concrete Infill,350,Cast Iron,345,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.820588913825965,144.9631278528448,Concrete/Concrete Composite
78,1472943,Grated Side Entry Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Side Entry,NA,-37.82747219718962,144.97170024011865,Concrete/Concrete Composite
79,1142820,SWD Pit - Grated OFK,Brick,900,Mild Steel,430,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.812995319865024,144.96907437937443,Brick
80,1154630,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81063026879105,144.98249457445465,Unknown
81,1149741,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.80511042023251,144.94182731693556,Concrete/Concrete Composite
82,1140114,SWD Pit - Lane Type,Brick,650,Mild Steel,650,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81514438940803,144.95810264566208,Brick
83,1744176,SWD Pit - Not Known,Not Known,NA,NA,NA,NA,300418-000,Not Known,NA,-37.78605651105374,144.95410125567335,Unknown
84,1363450,SWD Pit - Grated OFK,In Situ Concrete,900,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 915x381 Frame and Grate",300405-004,Grated OFK,Concrete,-37.79529708438269,144.93879791477636,Concrete/Concrete Composite
85,1759262,SWD Pit - Lane Type,In Situ Concrete,850,Mild Steel,850,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81697996779309,144.96789427453595,Concrete/Concrete Composite
86,1154638,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81132869777471,144.98020352401204,Unknown
87,1142355,SWD Pit - Undershot Pit,Brick,730,Mild Steel,700,SWD Pit - Undershot Pit - Non Standard Frame and Grate,300408-001,Undershot Pit,Not Known,-37.83079231003851,144.9861365944759,Brick
88,1474284,Junction,Not Known,NA,NA,NA,SWD Pit - Not Known,300401-000,Junction,NA,-37.81913660293352,144.97418209160074,Unknown
89,1794204,SWD Pit - Grated OFK,In Situ Concrete,1000,Mild Steel,640,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.82231963367589,144.94915875590033,Concrete/Concrete Composite
90,1140278,SWD Pit - Lane Type,Precast Concrete,680,Mild Steel,680,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.814644439434055,144.95705964493942,Concrete/Concrete Composite
91,1143098,SWD Pit - Grated Kerbside,Brick,900,Mild Steel,430,SWD Pit - Grated Kerbside Pit - Unclassified,300404-000,Grated Kerbside,None,-37.8154564390576,144.97226431579523,Brick
92,1154748,SWD Pit - Junction,Not Known,NA,None,NA,NA,NA,Junction,None,-37.81470121237461,144.98022656644542,Unknown
93,1144164,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.79389287148679,144.94745070843948,Brick
94,1452720,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78202803579695,144.94873197999542,Concrete/Concrete Composite
95,1444107,SWD Pit - Grated OFK,Cast Iron Concrete Infill,930,Cast Iron,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.80971424758804,144.97810899755314,Concrete/Concrete Composite
96,1472748,Grated Kerbside,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Kerbside,NA,-37.83199268436318,144.97388865174858,Concrete/Concrete Composite
97,1141064,SWD Pit - Lane Type,Brick,485,Mild Steel,485,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81248855760021,144.96503257461995,Brick
98,1144275,SWD Pit - Grated Kerbside,Brick,930,Mild Steel,600,SWD Pit - Grated Kerbside Pit - 937x549 Frame and Grate,300404-002,Grated Kerbside,None,-37.79852600256804,144.93791305405426,Brick
99,1658804,SWD Pit - Junction,Brick,0,None,0,SWD Pit - Junction Pit - 600x600 Class C Gatic,300410-003,Junction,None,-37.82627281878443,144.9632329923619,Brick
100,1150785,SWD Pit - System Node,Brick,0,None,0,SWD Pit - System Node,300414-000,System Node,None,-37.824587071301266,144.98885688684732,Brick
101,1511509,SWD Pit - Lane Type,Cast Iron Concrete Infill,350,Cast Iron,350,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.82073716213948,144.96205532523467,Concrete/Concrete Composite
102,1140437,SWD Pit - Lane Type,Brick,510,Mild Steel,490,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81917252430025,144.9574516899808,Brick
103,1141894,SWD Pit - Lane Type,In Situ Concrete,530,Mild Steel,530,SWD Pit - Laneway Type - 450x450 Frame and Grate,300407-001,Lane Type,None,-37.81908231140545,144.962418474414,Concrete/Concrete Composite
104,1453387,Not Known,Not Known,NA,NA,NA,SWD Pit - Not Known,NA,Not Known,NA,-37.82345990653327,144.97205151724592,Unknown
105,1146418,SWD Pit - Grated OFK,Brick,910,Mild Steel,430,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 915x381 Frame and Grate",300405-001,Grated OFK,Bluestone,-37.801007742913704,144.93275751002682,Brick
106,1140401,SWD Pit - Lane Type,In Situ Concrete,500,Mild Steel,500,SWD Pit - Laneway Type - 450x450 Frame and Grate,300407-001,Lane Type,None,-37.8175244863849,144.9613376982857,Concrete/Concrete Composite
107,1785333,SWD Pit - Not Known,Not Known,0,None,0,SWD Pit - Not Known,300418-000,Not Known,None,-37.82612005365884,144.96807721983961,Unknown
108,1452480,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.78366899324251,144.96356896600506,Concrete/Concrete Composite
109,1472836,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.8293486458782,144.9727793544997,Concrete/Concrete Composite
110,1755518,SWD Pit - Double Grated OFK,Concrete,937,Cast Iron,549,"SWD Pit - Double Grated Overflow Kerb Pit - Bluestone Kerb, 2/937x549 Frame and Grate",300406-001,Double Grated OFK,Bluestone,-37.80416278529907,144.96051227722117,Concrete/Concrete Composite
111,1376032,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.84033066930892,144.97994291944326,Concrete/Concrete Composite
112,1147981,SWD Pit - Grated Side Entry,Brick,900,Mild Steel,430,SWD Pit - Grated Side Entry Pit - 915x381 Frame and Grate,300402-001,Grated Side Entry,None,-37.795106954639955,144.97078498036254,Brick
113,1147762,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.796176961279585,144.97042101820003,Concrete/Concrete Composite
114,1143130,SWD Pit - Grated OFK,In Situ Concrete,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.8156538099988,144.96954576386827,Concrete/Concrete Composite
115,1147302,SWD Pit - Grated OFK,Precast Concrete,930,Cast Iron,435,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, Non Standard Frame and Grate",300405-003,Grated OFK,Bluestone,-37.81325798244429,144.98319752249222,Concrete/Concrete Composite
116,1376320,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.822146045300336,144.9719918251041,Concrete/Concrete Composite
117,1472938,Junction Pit,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.82880466546313,144.97177816435493,Brick
118,1153601,SWD Pit - Grated Kerbside,In Situ Concrete,520,Mild Steel,350,SWD Pit - Grated Kerbside Pit - Non Standard Frame and Grate,300404-003,Grated Kerbside,None,-37.81971922270544,144.95156675347408,Concrete/Concrete Composite
119,1152268,SWD Pit - Not Known,Precast Concrete,0,Not Known,0,SWD Pit - Not Known,300418-000,Not Known,Not Known,-37.800256296241,144.9258769924509,Concrete/Concrete Composite
120,1758477,SWD Pit - Lane Type,In Situ Concrete,850,Mild Steel,840,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79732702930136,144.96561499258672,Concrete/Concrete Composite
121,1364169,SWD Pit - Lane Type,Precast Concrete,730,Mild Steel,730,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.81255488551209,144.96752148906694,Concrete/Concrete Composite
122,1376147,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.825393360176626,144.97626653690773,Brick
123,1148425,SWD Pit - Grated OFK,Brick,930,Mild Steel,600,SWD Pit - Grated Overflow Kerb Pit - Unclassified,300405-000,Grated OFK,Concrete,-37.80741202540464,144.96899303953904,Brick
124,1511285,Junction Pit - Unclassified,NA,NA,NA,NA,NA,300410-000,NA,NA,-37.79689071421944,144.92464580403515,Missing
125,1142531,SWD Pit - Grated OFK,Brick,610,Mild Steel,600,"SWD Pit - Grated Overflow Kerb Pit - Bluestone Kerb, 937x549 Frame and Grate",300405-002,Grated OFK,Bluestone,-37.83791434040849,144.98371674944957,Brick
126,1452438,Grated Manhole,Brick,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.779860036163875,144.96114504356703,Brick
127,1143296,SWD Pit - Lane Type,In Situ Concrete,680,Mild Steel,680,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.815910744318735,144.9688617969079,Concrete/Concrete Composite
128,1147654,SWD Pit - Lane Type,Brick,900,Mild Steel,430,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.80003262353886,144.961080863674,Brick
129,1657772,SWD Pit - Lane Type,Brick,710,Mild Steel,710,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.79159291204229,144.9412616537392,Brick
130,1146556,SWD Pit - Grated OFK,Brick,938,Mild Steel,545,"SWD Pit - Grated Overflow Kerb Pit - Exposed Aggregate Kerb, 937x549 Frame and Grate",300405-005,Grated OFK,Concrete,-37.77930731514576,144.94824199081071,Brick
131,1452565,Grated Manhole,Precast Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.77948297822625,144.95563899882225,Concrete/Concrete Composite
132,1785526,SWDPit - Lane Type,Precast Concrete,700,Mild Steel,700,SWD Pit - Laneway Type - Non Standard Frame and Grate,300407-003,Lane Type,None,-37.81558003861243,144.95582382013595,Concrete/Concrete Composite
133,1141329,SWD Pit - Lane Type,In Situ Concrete,510,Mild Steel,500,SWD Pit - Laneway Type - Unclassified,300407-000,Lane Type,None,-37.82038357933797,144.95955474129917,Concrete/Concrete Composite
134,1376021,Grated Manhole,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Grated Manhole,NA,-37.841172031526135,144.98348189564695,Concrete/Concrete Composite
135,1154718,SWD Pit - Other,Not Known,NA,None,NA,NA,NA,Other,None,-37.81349023898888,144.9805225406843,Unknown
136,1654545,SWD Pit - Lane Type,In Situ Concrete,530,Mild Steel,530,SWD Pit - Laneway Type - 450x450 Frame and Grate,300407-001,Lane Type,None,-37.81904544723712,144.9625483129348,Concrete/Concrete Composite
137,1376279,Junction Pit,In Situ Concrete,NA,NA,NA,SWD Pit - Not Known,NA,Junction,NA,-37.82423718104156,144.97285277741787,Concrete/Concrete Composite
