area_code,area_level,as_at,persons,estimate_type,sa2_code,sa2_name,sa3_name,sa4_name,gccsa_name
21211,SA2,2015-06-30,3924,Preliminary,1211,Kinglake,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2005-06-30,5286,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2006-06-30,5374,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2007-06-30,5365,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2008-06-30,5357,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2009-06-30,5329,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2010-06-30,5274,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2011-06-30,5227,Final,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2012-06-30,5216,Revised,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2013-06-30,5216,Revised,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2014-06-30,5205,Revised,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21212,SA2,2015-06-30,5232,Preliminary,1212,Panton Hill - St Andrews,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2005-06-30,8476,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2006-06-30,8722,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2007-06-30,8828,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2008-06-30,9047,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2009-06-30,9266,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2010-06-30,9344,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2011-06-30,9401,Final,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2012-06-30,9514,Revised,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2013-06-30,9492,Revised,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2014-06-30,9615,Revised,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21213,SA2,2015-06-30,9591,Preliminary,1213,Plenty - Yarrambat,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2005-06-30,6846,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2006-06-30,6843,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2007-06-30,6838,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2008-06-30,6852,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2009-06-30,6867,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2010-06-30,6859,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2011-06-30,6846,Final,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2012-06-30,6859,Revised,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2013-06-30,6833,Revised,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2014-06-30,6813,Revised,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21214,SA2,2015-06-30,6820,Preliminary,1214,Research - North Warrandyte,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2005-06-30,12787,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2006-06-30,12946,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2007-06-30,13267,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2008-06-30,13551,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2009-06-30,13783,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2010-06-30,13902,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2011-06-30,13931,Final,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2012-06-30,13933,Revised,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2013-06-30,13945,Revised,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2014-06-30,13989,Revised,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21215,SA2,2015-06-30,13994,Preliminary,1215,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2005-06-30,4265,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2006-06-30,4643,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2007-06-30,4860,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2008-06-30,5048,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2009-06-30,5302,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2010-06-30,5496,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2011-06-30,5642,Final,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2012-06-30,5870,Revised,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2013-06-30,6156,Revised,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2014-06-30,6477,Revised,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21216,SA2,2015-06-30,6859,Preliminary,1216,Bundoora - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2005-06-30,6638,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2006-06-30,6583,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2007-06-30,6527,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2008-06-30,6503,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2009-06-30,6479,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2010-06-30,6477,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2011-06-30,6503,Final,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2012-06-30,6505,Revised,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2013-06-30,6541,Revised,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2014-06-30,6492,Revised,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21217,SA2,2015-06-30,6491,Preliminary,1217,Bundoora - West,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2005-06-30,19868,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2006-06-30,20121,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2007-06-30,21238,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2008-06-30,22530,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2009-06-30,23986,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2010-06-30,24968,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2011-06-30,27888,Final,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2012-06-30,30402,Revised,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2013-06-30,33146,Revised,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2014-06-30,35648,Revised,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21218,SA2,2015-06-30,38964,Preliminary,1218,Epping,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2005-06-30,20349,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2006-06-30,20172,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2007-06-30,20182,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2008-06-30,20345,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2009-06-30,20527,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2010-06-30,20677,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2011-06-30,20782,Final,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2012-06-30,21291,Revised,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2013-06-30,21959,Revised,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2014-06-30,22548,Revised,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21219,SA2,2015-06-30,23184,Preliminary,1219,Lalor,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2005-06-30,19053,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2006-06-30,19275,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2007-06-30,19303,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2008-06-30,19360,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2009-06-30,19398,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2010-06-30,19219,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2011-06-30,19046,Final,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2012-06-30,18774,Revised,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2013-06-30,18565,Revised,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2014-06-30,18661,Revised,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21220,SA2,2015-06-30,18573,Preliminary,1220,Mill Park - North,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2005-06-30,13384,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2006-06-30,13408,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2007-06-30,13355,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2008-06-30,13276,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2009-06-30,13205,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2010-06-30,12960,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2011-06-30,12810,Final,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2012-06-30,12629,Revised,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2013-06-30,12431,Revised,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2014-06-30,12293,Revised,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21221,SA2,2015-06-30,12157,Preliminary,1221,Mill Park - South,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2005-06-30,14066,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2006-06-30,16089,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2007-06-30,19276,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2008-06-30,22982,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2009-06-30,27880,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2010-06-30,34005,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2011-06-30,39119,Final,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2012-06-30,45284,Revised,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2013-06-30,50921,Revised,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2014-06-30,55150,Revised,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21222,SA2,2015-06-30,59314,Preliminary,1222,South Morang,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2005-06-30,21570,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2006-06-30,21422,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2007-06-30,21328,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2008-06-30,21398,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2009-06-30,21512,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2010-06-30,21526,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2011-06-30,21430,Final,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2012-06-30,21396,Revised,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2013-06-30,21360,Revised,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2014-06-30,21398,Revised,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21223,SA2,2015-06-30,21441,Preliminary,1223,Thomastown,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2005-06-30,10044,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2006-06-30,10330,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2007-06-30,10586,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2008-06-30,10938,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2009-06-30,11268,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2010-06-30,11643,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2011-06-30,12189,Final,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2012-06-30,12965,Revised,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2013-06-30,13803,Revised,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2014-06-30,14486,Revised,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21224,SA2,2015-06-30,15176,Preliminary,1224,Wallan,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2005-06-30,6700,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2006-06-30,6778,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2007-06-30,6869,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2008-06-30,7004,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2009-06-30,7156,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2010-06-30,7381,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2011-06-30,7580,Final,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2012-06-30,7804,Revised,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2013-06-30,8001,Revised,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2014-06-30,8176,Revised,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21225,SA2,2015-06-30,8414,Preliminary,1225,Whittlesea,Whittlesea - Wallan,MELBOURNE - NORTH EAST,GREATER MELBOURNE
21226,SA2,2005-06-30,6870,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2006-06-30,6878,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2007-06-30,6920,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2008-06-30,6983,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2009-06-30,7067,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2010-06-30,7175,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2011-06-30,7234,Final,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2012-06-30,7342,Revised,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2013-06-30,7467,Revised,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2014-06-30,7643,Revised,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21226,SA2,2015-06-30,7869,Preliminary,1226,Airport West,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2005-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2006-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2007-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2008-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2009-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2010-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2011-06-30,0,Final,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2012-06-30,0,Revised,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2013-06-30,0,Revised,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2014-06-30,0,Revised,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21227,SA2,2015-06-30,0,Preliminary,1227,Essendon Airport,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2005-06-30,9000,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2006-06-30,8937,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2007-06-30,8836,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2008-06-30,8800,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2009-06-30,8767,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2010-06-30,8678,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2011-06-30,8634,Final,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2012-06-30,8578,Revised,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2013-06-30,8602,Revised,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2014-06-30,8638,Revised,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21228,SA2,2015-06-30,8673,Preliminary,1228,Keilor,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2005-06-30,24954,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2006-06-30,24945,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2007-06-30,25026,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2008-06-30,25146,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2009-06-30,25269,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2010-06-30,25344,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2011-06-30,25394,Final,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2012-06-30,25669,Revised,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2013-06-30,26021,Revised,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2014-06-30,26550,Revised,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
21229,SA2,2015-06-30,27073,Preliminary,1229,Keilor East,Keilor,MELBOURNE - NORTH WEST,GREATER MELBOURNE
