sa1_7digitcode_2011,sa2_name_2011,sa3_name_2011,sa4_name_2011,gccsa_name_2011
2103322,Loddon,Loddon - Elmore,Bendigo,Rest of Vic.
2103401,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103402,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103403,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103404,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103405,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103406,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103407,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103408,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103409,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103410,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103411,Bannockburn,Barwon - West,Geelong,Rest of Vic.
2103501,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103502,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103503,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103504,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103505,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103506,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103507,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103508,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103509,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103510,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103511,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103512,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103513,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103514,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103515,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103516,Golden Plains - South,Barwon - West,Geelong,Rest of Vic.
2103601,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103602,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103603,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103604,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103605,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103606,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103607,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103608,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103609,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103610,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103611,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103612,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103613,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103614,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103615,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103616,Winchelsea,Barwon - West,Geelong,Rest of Vic.
2103701,Belmont,Geelong,Geelong,Rest of Vic.
2103702,Belmont,Geelong,Geelong,Rest of Vic.
2103703,Belmont,Geelong,Geelong,Rest of Vic.
2103704,Belmont,Geelong,Geelong,Rest of Vic.
2103705,Belmont,Geelong,Geelong,Rest of Vic.
2103706,Belmont,Geelong,Geelong,Rest of Vic.
2103707,Belmont,Geelong,Geelong,Rest of Vic.
2103708,Belmont,Geelong,Geelong,Rest of Vic.
2103709,Belmont,Geelong,Geelong,Rest of Vic.
2103710,Belmont,Geelong,Geelong,Rest of Vic.
2103711,Belmont,Geelong,Geelong,Rest of Vic.
2103712,Belmont,Geelong,Geelong,Rest of Vic.
2103713,Belmont,Geelong,Geelong,Rest of Vic.
2103714,Belmont,Geelong,Geelong,Rest of Vic.
2103715,Belmont,Geelong,Geelong,Rest of Vic.
2103716,Belmont,Geelong,Geelong,Rest of Vic.
2103717,Belmont,Geelong,Geelong,Rest of Vic.
2103718,Belmont,Geelong,Geelong,Rest of Vic.
2103719,Belmont,Geelong,Geelong,Rest of Vic.
2103720,Belmont,Geelong,Geelong,Rest of Vic.
2103721,Belmont,Geelong,Geelong,Rest of Vic.
2103722,Belmont,Geelong,Geelong,Rest of Vic.
2103723,Belmont,Geelong,Geelong,Rest of Vic.
2103724,Belmont,Geelong,Geelong,Rest of Vic.
2103725,Belmont,Geelong,Geelong,Rest of Vic.
2103726,Belmont,Geelong,Geelong,Rest of Vic.
2103727,Belmont,Geelong,Geelong,Rest of Vic.
2103728,Belmont,Geelong,Geelong,Rest of Vic.
2103729,Belmont,Geelong,Geelong,Rest of Vic.
2103730,Belmont,Geelong,Geelong,Rest of Vic.
2103731,Belmont,Geelong,Geelong,Rest of Vic.
2103732,Belmont,Geelong,Geelong,Rest of Vic.
2103801,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103802,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103803,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103804,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103805,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103806,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103807,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103808,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103809,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103810,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103811,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103812,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103813,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103814,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103815,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103816,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103817,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103818,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103819,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103820,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103821,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103822,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103823,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103824,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103825,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103826,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103827,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103828,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103829,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103830,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103831,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103832,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103833,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103834,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103835,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103836,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103837,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103838,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103839,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103840,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103841,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103842,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103843,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103844,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103845,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103846,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103847,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103848,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103849,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103850,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103851,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103852,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103853,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103854,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103855,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103856,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103857,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103858,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103859,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103860,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103861,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103862,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103863,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103864,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103865,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103866,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103867,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103868,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103869,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103870,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103871,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103872,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103873,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103874,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103875,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103876,Corio - Norlane,Geelong,Geelong,Rest of Vic.
2103901,Geelong,Geelong,Geelong,Rest of Vic.
2103902,Geelong,Geelong,Geelong,Rest of Vic.
2103903,Geelong,Geelong,Geelong,Rest of Vic.
2103904,Geelong,Geelong,Geelong,Rest of Vic.
2103905,Geelong,Geelong,Geelong,Rest of Vic.
2103906,Geelong,Geelong,Geelong,Rest of Vic.
2103907,Geelong,Geelong,Geelong,Rest of Vic.
2103908,Geelong,Geelong,Geelong,Rest of Vic.
2103909,Geelong,Geelong,Geelong,Rest of Vic.
2103910,Geelong,Geelong,Geelong,Rest of Vic.
2103911,Geelong,Geelong,Geelong,Rest of Vic.
2103912,Geelong,Geelong,Geelong,Rest of Vic.
2103913,Geelong,Geelong,Geelong,Rest of Vic.
2103914,Geelong,Geelong,Geelong,Rest of Vic.
2103915,Geelong,Geelong,Geelong,Rest of Vic.
2103916,Geelong,Geelong,Geelong,Rest of Vic.
2103917,Geelong,Geelong,Geelong,Rest of Vic.
2103918,Geelong,Geelong,Geelong,Rest of Vic.
2103919,Geelong,Geelong,Geelong,Rest of Vic.
2103920,Geelong,Geelong,Geelong,Rest of Vic.
2103921,Geelong,Geelong,Geelong,Rest of Vic.
2103922,Geelong,Geelong,Geelong,Rest of Vic.
2103923,Geelong,Geelong,Geelong,Rest of Vic.
2103924,Geelong,Geelong,Geelong,Rest of Vic.
2103925,Geelong,Geelong,Geelong,Rest of Vic.
2103926,Geelong,Geelong,Geelong,Rest of Vic.
2103927,Geelong,Geelong,Geelong,Rest of Vic.
2103928,Geelong,Geelong,Geelong,Rest of Vic.
2103929,Geelong,Geelong,Geelong,Rest of Vic.
2103930,Geelong,Geelong,Geelong,Rest of Vic.
2103931,Geelong,Geelong,Geelong,Rest of Vic.
2103932,Geelong,Geelong,Geelong,Rest of Vic.
2104001,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104002,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104003,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104004,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104005,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104006,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104007,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104008,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104009,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104010,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104011,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104012,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104013,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104014,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104015,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104016,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104017,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104018,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104019,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104020,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104021,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104022,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104023,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104024,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104025,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104026,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104027,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104028,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104029,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104030,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104031,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104032,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104033,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104034,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104035,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104036,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104037,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104038,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104039,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104040,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104041,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104042,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104043,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104044,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104045,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104046,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104047,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104048,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104049,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104050,Geelong West - Hamlyn Heights,Geelong,Geelong,Rest of Vic.
2104101,Grovedale,Geelong,Geelong,Rest of Vic.
2104102,Grovedale,Geelong,Geelong,Rest of Vic.
2104103,Grovedale,Geelong,Geelong,Rest of Vic.
2104104,Grovedale,Geelong,Geelong,Rest of Vic.
2104105,Grovedale,Geelong,Geelong,Rest of Vic.
2104106,Grovedale,Geelong,Geelong,Rest of Vic.
2104107,Grovedale,Geelong,Geelong,Rest of Vic.
2104108,Grovedale,Geelong,Geelong,Rest of Vic.
2104109,Grovedale,Geelong,Geelong,Rest of Vic.
2104110,Grovedale,Geelong,Geelong,Rest of Vic.
2104111,Grovedale,Geelong,Geelong,Rest of Vic.
2104112,Grovedale,Geelong,Geelong,Rest of Vic.
2104113,Grovedale,Geelong,Geelong,Rest of Vic.
2104114,Grovedale,Geelong,Geelong,Rest of Vic.
2104115,Grovedale,Geelong,Geelong,Rest of Vic.
2104116,Grovedale,Geelong,Geelong,Rest of Vic.
2104117,Grovedale,Geelong,Geelong,Rest of Vic.
2104118,Grovedale,Geelong,Geelong,Rest of Vic.
2104119,Grovedale,Geelong,Geelong,Rest of Vic.
2104120,Grovedale,Geelong,Geelong,Rest of Vic.
2104121,Grovedale,Geelong,Geelong,Rest of Vic.
2104122,Grovedale,Geelong,Geelong,Rest of Vic.
2104123,Grovedale,Geelong,Geelong,Rest of Vic.
2104124,Grovedale,Geelong,Geelong,Rest of Vic.
2104125,Grovedale,Geelong,Geelong,Rest of Vic.
2104126,Grovedale,Geelong,Geelong,Rest of Vic.
2104127,Grovedale,Geelong,Geelong,Rest of Vic.
2104128,Grovedale,Geelong,Geelong,Rest of Vic.
2104129,Grovedale,Geelong,Geelong,Rest of Vic.
2104130,Grovedale,Geelong,Geelong,Rest of Vic.
2104131,Grovedale,Geelong,Geelong,Rest of Vic.
2104132,Grovedale,Geelong,Geelong,Rest of Vic.
2104133,Grovedale,Geelong,Geelong,Rest of Vic.
2104134,Grovedale,Geelong,Geelong,Rest of Vic.
2104135,Grovedale,Geelong,Geelong,Rest of Vic.
2104136,Grovedale,Geelong,Geelong,Rest of Vic.
2104137,Grovedale,Geelong,Geelong,Rest of Vic.
2104138,Grovedale,Geelong,Geelong,Rest of Vic.
2104139,Grovedale,Geelong,Geelong,Rest of Vic.
2104140,Grovedale,Geelong,Geelong,Rest of Vic.
2104141,Grovedale,Geelong,Geelong,Rest of Vic.
2104142,Grovedale,Geelong,Geelong,Rest of Vic.
2104143,Grovedale,Geelong,Geelong,Rest of Vic.
2104201,Highton,Geelong,Geelong,Rest of Vic.
2104202,Highton,Geelong,Geelong,Rest of Vic.
2104203,Highton,Geelong,Geelong,Rest of Vic.
2104204,Highton,Geelong,Geelong,Rest of Vic.
2104205,Highton,Geelong,Geelong,Rest of Vic.
2104206,Highton,Geelong,Geelong,Rest of Vic.
2104207,Highton,Geelong,Geelong,Rest of Vic.
2104208,Highton,Geelong,Geelong,Rest of Vic.
2104209,Highton,Geelong,Geelong,Rest of Vic.
2104210,Highton,Geelong,Geelong,Rest of Vic.
2104211,Highton,Geelong,Geelong,Rest of Vic.
2104212,Highton,Geelong,Geelong,Rest of Vic.
2104213,Highton,Geelong,Geelong,Rest of Vic.
2104214,Highton,Geelong,Geelong,Rest of Vic.
2104215,Highton,Geelong,Geelong,Rest of Vic.
2104216,Highton,Geelong,Geelong,Rest of Vic.
2104217,Highton,Geelong,Geelong,Rest of Vic.
2104218,Highton,Geelong,Geelong,Rest of Vic.
2104219,Highton,Geelong,Geelong,Rest of Vic.
2104220,Highton,Geelong,Geelong,Rest of Vic.
2104221,Highton,Geelong,Geelong,Rest of Vic.
2104222,Highton,Geelong,Geelong,Rest of Vic.
2104223,Highton,Geelong,Geelong,Rest of Vic.
2104224,Highton,Geelong,Geelong,Rest of Vic.
2104225,Highton,Geelong,Geelong,Rest of Vic.
2104226,Highton,Geelong,Geelong,Rest of Vic.
2104227,Highton,Geelong,Geelong,Rest of Vic.
2104228,Highton,Geelong,Geelong,Rest of Vic.
2104229,Highton,Geelong,Geelong,Rest of Vic.
2104230,Highton,Geelong,Geelong,Rest of Vic.
2104231,Highton,Geelong,Geelong,Rest of Vic.
2104232,Highton,Geelong,Geelong,Rest of Vic.
2104233,Highton,Geelong,Geelong,Rest of Vic.
2104234,Highton,Geelong,Geelong,Rest of Vic.
2104235,Highton,Geelong,Geelong,Rest of Vic.
2104236,Highton,Geelong,Geelong,Rest of Vic.
2104237,Highton,Geelong,Geelong,Rest of Vic.
2104238,Highton,Geelong,Geelong,Rest of Vic.
2104239,Highton,Geelong,Geelong,Rest of Vic.
2104240,Highton,Geelong,Geelong,Rest of Vic.
2104241,Highton,Geelong,Geelong,Rest of Vic.
2104242,Highton,Geelong,Geelong,Rest of Vic.
2104243,Highton,Geelong,Geelong,Rest of Vic.
2104244,Highton,Geelong,Geelong,Rest of Vic.
2104301,Lara,Geelong,Geelong,Rest of Vic.
2104302,Lara,Geelong,Geelong,Rest of Vic.
2104303,Lara,Geelong,Geelong,Rest of Vic.
2104304,Lara,Geelong,Geelong,Rest of Vic.
2104305,Lara,Geelong,Geelong,Rest of Vic.
2104306,Lara,Geelong,Geelong,Rest of Vic.
2104307,Lara,Geelong,Geelong,Rest of Vic.
2104308,Lara,Geelong,Geelong,Rest of Vic.
2104309,Lara,Geelong,Geelong,Rest of Vic.
2104310,Lara,Geelong,Geelong,Rest of Vic.
2104311,Lara,Geelong,Geelong,Rest of Vic.
2104312,Lara,Geelong,Geelong,Rest of Vic.
2104313,Lara,Geelong,Geelong,Rest of Vic.
2104314,Lara,Geelong,Geelong,Rest of Vic.
2104315,Lara,Geelong,Geelong,Rest of Vic.
2104316,Lara,Geelong,Geelong,Rest of Vic.
2104317,Lara,Geelong,Geelong,Rest of Vic.
2104318,Lara,Geelong,Geelong,Rest of Vic.
2104319,Lara,Geelong,Geelong,Rest of Vic.
2104320,Lara,Geelong,Geelong,Rest of Vic.
2104321,Lara,Geelong,Geelong,Rest of Vic.
2104322,Lara,Geelong,Geelong,Rest of Vic.
2104323,Lara,Geelong,Geelong,Rest of Vic.
2104324,Lara,Geelong,Geelong,Rest of Vic.
2104325,Lara,Geelong,Geelong,Rest of Vic.
2104326,Lara,Geelong,Geelong,Rest of Vic.
2104327,Lara,Geelong,Geelong,Rest of Vic.
2104328,Lara,Geelong,Geelong,Rest of Vic.
2104329,Lara,Geelong,Geelong,Rest of Vic.
2104330,Lara,Geelong,Geelong,Rest of Vic.
2104331,Lara,Geelong,Geelong,Rest of Vic.
2104332,Lara,Geelong,Geelong,Rest of Vic.
2104333,Lara,Geelong,Geelong,Rest of Vic.
2104334,Lara,Geelong,Geelong,Rest of Vic.
2104335,Lara,Geelong,Geelong,Rest of Vic.
2104336,Lara,Geelong,Geelong,Rest of Vic.
2104337,Lara,Geelong,Geelong,Rest of Vic.
2104401,Leopold,Geelong,Geelong,Rest of Vic.
2104402,Leopold,Geelong,Geelong,Rest of Vic.
2104403,Leopold,Geelong,Geelong,Rest of Vic.
2104404,Leopold,Geelong,Geelong,Rest of Vic.
2104405,Leopold,Geelong,Geelong,Rest of Vic.
2104406,Leopold,Geelong,Geelong,Rest of Vic.
2104407,Leopold,Geelong,Geelong,Rest of Vic.
2104408,Leopold,Geelong,Geelong,Rest of Vic.
2104409,Leopold,Geelong,Geelong,Rest of Vic.
2104410,Leopold,Geelong,Geelong,Rest of Vic.
2104411,Leopold,Geelong,Geelong,Rest of Vic.
2104412,Leopold,Geelong,Geelong,Rest of Vic.
2104413,Leopold,Geelong,Geelong,Rest of Vic.
2104414,Leopold,Geelong,Geelong,Rest of Vic.
2104415,Leopold,Geelong,Geelong,Rest of Vic.
2104416,Leopold,Geelong,Geelong,Rest of Vic.
2104417,Leopold,Geelong,Geelong,Rest of Vic.
2104418,Leopold,Geelong,Geelong,Rest of Vic.
2104419,Leopold,Geelong,Geelong,Rest of Vic.
2104420,Leopold,Geelong,Geelong,Rest of Vic.
2104421,Leopold,Geelong,Geelong,Rest of Vic.
2104422,Leopold,Geelong,Geelong,Rest of Vic.
2104423,Leopold,Geelong,Geelong,Rest of Vic.
2104424,Leopold,Geelong,Geelong,Rest of Vic.
2104501,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104502,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104503,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104504,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104505,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104506,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104507,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104508,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104509,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104510,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104511,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104512,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104513,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104514,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104515,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104516,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104517,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104518,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104519,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104520,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104521,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104522,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104523,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104524,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104525,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104526,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104527,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104528,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104529,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104530,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104531,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104532,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104533,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104534,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104535,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.
2104601,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104602,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104603,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104604,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104605,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104606,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104607,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104608,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104609,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104610,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104611,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104612,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104613,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104614,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104615,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104616,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104617,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104618,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104619,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104620,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104621,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104622,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104623,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104624,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104625,Newtown (Vic.),Geelong,Geelong,Rest of Vic.
2104701,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
2104702,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
2104703,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
2104704,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
2104705,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
2104706,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.
