geo_point_2d,lat,lon,geo_shape,built,dnstr_pit,upstr_inv,upstr_pit,ref,width_mm,condition,operator,diameter,material,height_mm,mat_desc,dnstr_inv,connection_status,pipe_length_m,pipe_age_yr
"-37.791298277178015, 144.9210790142737",-37.791298277178015,144.9210790142737,"{""coordinates"": [[144.92103151468518, -37.79132777848398], [144.92112651386222, -37.79126877587204]], ""type"": ""LineString""}",1995-01-01,1144956,NA,1144955,1133438,0,4.55752363942534,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,10.625638969403118,31
"-37.79201253509339, 144.9205064420072",-37.79201253509339,144.9205064420072,"{""coordinates"": [[144.92030836981004, -37.791988294006366], [144.92070451420437, -37.792036776180424]], ""type"": ""LineString""}",1995-01-01,1144945,NA,1144946,1133460,0,4.55752363050032,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,35.30488372979361,31
"-37.83083830385127, 144.97280397016436",-37.83083830385127,144.97280397016436,"{""coordinates"": [[144.97279189445172, -37.83084133924982], [144.972816045877, -37.830835268452724]], ""type"": ""LineString""}",NA,1472772,NA,1472818,1473284,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,2.2303615216198622,NA
"-37.830451813442785, 144.97265424673463",-37.830451813442785,144.97265424673463,"{""coordinates"": [[144.97264349014466, -37.830451177625946], [144.97266500332464, -37.830452449259624]], ""type"": ""LineString""}",NA,1472774,NA,1472822,1473288,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,1.8991496579616216,NA
"-37.83012159754691, 144.97287127485538",-37.83012159754691,144.97287127485538,"{""coordinates"": [[144.9728835213049, -37.83012599797138], [144.97285902840588, -37.83011719712245]], ""type"": ""LineString""}",NA,1472776,NA,1472787,1473291,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,2.3671737125953745,NA
"-37.79220027967037, 144.92195551144377",-37.79220027967037,144.92195551144377,"{""coordinates"": [[144.92198851142103, -37.79218177962203], [144.9219225114665, -37.7922187797187]], ""type"": ""LineString""}",1993-01-01,1144859,NA,1144860,1133910,0,4.51430980343457,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,7.117530257460297,33
"-37.84233239616843, 144.97935834938846",-37.84233239616843,144.97935834938846,"{""coordinates"": [[144.97933140681545, -37.84225824918454], [144.97938529196148, -37.84240654315232]], ""type"": ""LineString""}",NA,1376057,NA,1376058,1376981,NA,4,City of Melbourne,600,Concrete,NA,NA,NA,Both connections recorded,17.129403313489572,NA
"-37.82256326766273, 144.9720269036032",-37.82256326766273,144.9720269036032,"{""coordinates"": [[144.9720092445234, -37.822545584320714], [144.97204456268295, -37.82258095100475]], ""type"": ""LineString""}",NA,1376206,NA,NA,1376701,NA,4,City of Melbourne,300,Concrete,NA,NA,NA,Upstream missing,5.007840467945228,NA
"-37.78477874436224, 144.94172904046812",-37.78477874436224,144.94172904046812,"{""coordinates"": [[144.94173651181407, -37.78477774845999], [144.94172156912217, -37.78477974026449]], ""type"": ""LineString""}",1996-01-01,1146939,NA,1146938,1131026,0,4.54199588273772,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,1.3347159661916548,30
"-37.7875587399919, 144.95877475795118",-37.7875587399919,144.95877475795118,"{""coordinates"": [[144.95877837238157, -37.78753175195169], [144.95877114352078, -37.7875857280321]], ""type"": ""LineString""}",1917-01-01,1149997,NA,1146609,1130528,0,2.65564018081928,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,6.024682215577565,109
"-37.78758322283595, 144.9587317616166",-37.78758322283595,144.9587317616166,"{""coordinates"": [[144.95869237971246, -37.787580717639806], [144.95877114352078, -37.7875857280321]], ""type"": ""LineString""}",1917-01-01,1149997,NA,1146722,1130529,0,2.65564018037201,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,6.960178319686157,109
"-37.787530728052865, 144.95879989002117",-37.787530728052865,144.95879989002117,"{""coordinates"": [[144.9588214076608, -37.78752970415404], [144.95877837238157, -37.78753175195169]], ""type"": ""LineString""}",1917-01-01,1146609,NA,1146610,1130527,0,2.65564018126655,City of Melbourne,450,Earthenware,0,Earthenware,NA,Both connections recorded,3.797581878327539,109
"-37.82334431731554, 144.97500141140728",-37.82334431731554,144.97500141140728,"{""coordinates"": [[144.97502178409744, -37.823344221624204], [144.97498103871715, -37.82334441300687]], ""type"": ""LineString""}",NA,1376233,NA,NA,1376708,NA,4,City of Melbourne,NA,Unknown,NA,NA,NA,Upstream missing,3.5873977220454614,NA
"-37.82331582078548, 144.97501181301556",-37.82331582078548,144.97501181301556,"{""coordinates"": [[144.97500184193365, -37.82328741994676], [144.97502178409744, -37.823344221624204]], ""type"": ""LineString""}",NA,NA,NA,1376233,1376709,NA,4,City of Melbourne,NA,Unknown,NA,NA,NA,Downstream missing,6.54451217046077,NA
"-37.823046199391584, 144.97512691773812",-37.823046199391584,144.97512691773812,"{""coordinates"": [[144.97511886773287, -37.82304352864264], [144.97513496774337, -37.823048870140525]], ""type"": ""LineString""}",NA,NA,NA,1376230,1376724,NA,4,City of Melbourne,NA,Unknown,NA,NA,NA,Downstream missing,1.53648480746873,NA
"-37.81044881618665, 144.95537272749698",-37.81044881618665,144.95537272749698,"{""coordinates"": [[144.955380999039, -37.81040401730245], [144.95536445595496, -37.81049361507084]], ""type"": ""LineString""}",NA,NA,NA,1452353,1452906,0,4,City of Melbourne,300,Concrete,0,NA,NA,Downstream missing,10.050845347560909,NA
"-37.81030366934233, 144.96142777223446",-37.81030366934233,144.96142777223446,"{""coordinates"": [[144.96138522957276, -37.81021127690592], [144.9614703148962, -37.81039606177875]], ""type"": ""LineString""}",1884-01-01,1150381,NA,1150380,1131678,1450,NA,4,NA,Brick,2175,Main Drain,NA,Both connections recorded,21.835502831396635,142
"-37.82413718267918, 144.9717288428066",-37.82413718267918,144.9717288428066,"{""coordinates"": [[144.97172585797597, -37.824131674640675], [144.97173182763726, -37.82414269071768]], ""type"": ""LineString""}",NA,NA,NA,1376196,1376775,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Downstream missing,1.3308837567852998,NA
"-37.81089553396006, 144.97088015343445",-37.81089553396006,144.97088015343445,"{""coordinates"": [[144.97090046916227, -37.81088963483014], [144.9708598377066, -37.810901433089974]], ""type"": ""LineString""}",1928-01-01,1148859,NA,1148858,1127280,0,2.91749742156316,City of Melbourne,425,Earthenware,0,Earthenware,NA,Both connections recorded,3.81002069275318,98
"-37.790116285521535, 144.95945784121648",-37.790116285521535,144.95945784121648,"{""coordinates"": [[144.9594313704613, -37.79012579617449], [144.95948431197164, -37.790106774868576]], ""type"": ""LineString""}",1992-01-01,1150031,NA,1148635,1130620,300,4.45110719260828,City of Melbourne,NA,Metal,100,Box Culvert,NA,Both connections recorded,5.1188608486786755,34
"-37.79207548435725, 144.94617686499714",-37.79207548435725,144.94617686499714,"{""coordinates"": [[144.94625745877792, -37.792063122130344], [144.94609627121633, -37.79208784658415]], ""type"": ""LineString""}",1935-01-01,1151180,NA,1151181,1134160,0,3.08417751059786,City of Melbourne,375,Earthenware,0,Earthenware,NA,Both connections recorded,14.460165401500651,91
"-37.80291882705178, 144.92605918493632",-37.80291882705178,144.92605918493632,"{""coordinates"": [[144.92607745347146, -37.80281977429545], [144.9260409164012, -37.80301787980811]], ""type"": ""LineString""}",1938-01-01,1150113,NA,1146512,1130903,0,3.15562371838699,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,22.222464498654737,88
"-37.81623111835586, 144.98861992731122",-37.81623111835586,144.98861992731122,"{""coordinates"": [[144.9885993430355, -37.81623121236391], [144.98864051158694, -37.8162310243478]], ""type"": ""LineString""}",1981-01-01,1147403,NA,1151816,1136039,0,4.18910097099633,City of Melbourne,225,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,3.624999894912151,45
"-37.82077164474971, 144.9409167864838",-37.82077164474971,144.9409167864838,"{""coordinates"": [[144.94127490127815, -37.82066396253596], [144.94055867168942, -37.820879326963464]], ""type"": ""LineString""}",1900-01-01,1363404,NA,1363383,1451397,0,2.28323322188128,City of Melbourne,300,Concrete,0,NA,NA,Both connections recorded,67.43952476492598,126
"-37.82420661130321, 144.98500663056603",-37.82420661130321,144.98500663056603,"{""coordinates"": [[144.98496749952324, -37.824229027975406], [144.98504576160886, -37.824184194631016]], ""type"": ""LineString""}",1999-01-01,1152732,NA,1147588,1138245,0,NA,4,375,Concrete,0,Main Drain,NA,Both connections recorded,8.499360597789044,27
"-37.80696996369717, 144.95495055081798",-37.80696996369717,144.95495055081798,"{""coordinates"": [[144.95482253437157, -37.806957468387004], [144.9550785672644, -37.806982459007344]], ""type"": ""LineString""}",1940-01-01,1143622,NA,1143595,1138873,0,3.22434580612179,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,22.716794992969124,86
"-37.80053631216934, 144.95878991509778",-37.80053631216934,144.95878991509778,"{""coordinates"": [[144.9587843955444, -37.80057180623168], [144.95879543465117, -37.80050081810701]], ""type"": ""LineString""}",1940-01-01,1148584,NA,1148586,1137336,0,3.20320753473565,City of Melbourne,300,Earthenware,0,Unknown,NA,Both connections recorded,7.938918202032584,86
"-37.804986063396505, 144.94185349694422",-37.804986063396505,144.94185349694422,"{""coordinates"": [[144.94187610649755, -37.804858906388525], [144.9418308873909, -37.805113220404486]], ""type"": ""LineString""}",1935-01-01,1149741,NA,1149740,1129714,0,3.26022773181274,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,28.506537686541957,91
"-37.83520604831038, 144.97901980395966",-37.83520604831038,144.97901980395966,"{""coordinates"": [[144.97903571556787, -37.8351974155958], [144.97900389235147, -37.83521468102496]], ""type"": ""LineString""}",1890-01-01,1151618,NA,1142100,1135535,0,2.01282984697652,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,3.394109210461307,136
"-37.81391143285576, 144.96421097326893",-37.81391143285576,144.96421097326893,"{""coordinates"": [[144.96427647439225, -37.81389293365763], [144.96414547214562, -37.813929932053895]], ""type"": ""LineString""}",1982-01-01,1141084,NA,1141085,1136743,0,4.27645612308638,City of Melbourne,450,Concrete,0,RCP 450 & 525 Diameter,NA,Both connections recorded,12.244434187209976,44
"-37.81354913108671, 144.98973412774316",-37.81354913108671,144.98973412774316,"{""coordinates"": [[144.98972950869594, -37.81357703250414], [144.98973874679038, -37.81352122966928]], ""type"": ""LineString""}",1919-01-01,1151625,NA,1147347,1135551,0,2.70322454654786,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,6.246910626455023,107
"-37.811432505082365, 144.96494114325668",-37.811432505082365,144.96494114325668,"{""coordinates"": [[144.9649835460691, -37.81142054710217], [144.96489874044426, -37.811444463062564]], ""type"": ""LineString""}",1899-01-01,1148690,NA,1148723,1126718,0,2.25972527604503,City of Melbourne,750,Brick,0,Brick Barrel,NA,Both connections recorded,7.925478684924084,127
"-37.82939947649362, 144.97280069825104",-37.82939947649362,144.97280069825104,"{""coordinates"": [[144.97282269907492, -37.82944647491109], [144.97277869742715, -37.82935247807615]], ""type"": ""LineString""}",1944-01-01,1142250,NA,1142249,1132512,0,NA,City of Melbourne,NA,Unknown,0,Unknown,NA,Both connections recorded,11.12894461580673,82
"-37.815225906890205, 144.96565410597438",-37.815225906890205,144.96565410597438,"{""coordinates"": [[144.96578258634614, -37.815191411866905], [144.96552562560262, -37.815260401913505]], ""type"": ""LineString""}",1954-01-01,1142933,NA,1142932,1135748,0,3.67105107071425,City of Melbourne,375,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,23.8866502567302,72
"-37.83598540955219, 144.97936972488583",-37.83598540955219,144.97936972488583,"{""coordinates"": [[144.97935572638042, -37.8360544101771], [144.97938372339127, -37.835916408927275]], ""type"": ""LineString""}",1996-01-01,1142165,NA,1142166,1132446,0,4.54199530675598,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,15.514225436332696,30
"-37.79988944792155, 144.95832202418205",-37.79988944792155,144.95832202418205,"{""coordinates"": [[144.9587334505106, -37.79993385135021], [144.95791059785353, -37.799845044492905]], ""type"": ""LineString""}",1924-01-01,1147682,NA,1149802,1129865,0,2.82225824226257,City of Melbourne,300,Earthenware,0,Earthenware,NA,Both connections recorded,73.13639541226088,102
"-37.82943197352257, 144.9730586958347",-37.82943197352257,144.9730586958347,"{""coordinates"": [[144.97308069676768, -37.82947947249821], [144.97303669490177, -37.829384474546934]], ""type"": ""LineString""}",1944-01-01,1142237,NA,1142238,1132537,0,NA,City of Melbourne,NA,Unknown,0,Unknown,NA,Both connections recorded,11.233185922408088,82
"-37.7970815989069, 144.96336518294294",-37.7970815989069,144.96336518294294,"{""coordinates"": [[144.9633917145579, -37.796940481753495], [144.963338651328, -37.79722271606031]], ""type"": ""LineString""}",1940-01-01,1152436,NA,1152434,1137763,0,NA,4,NA,Unknown,0,Unknown,NA,Both connections recorded,31.672628996944667,86
"-37.81296662032885, 144.94072897649835",-37.81296662032885,144.94072897649835,"{""coordinates"": [[144.94068339240084, -37.8129500863875], [144.94077456059588, -37.812983154270206]], ""type"": ""LineString""}",2012-02-15,NA,NA,NA,1505374,0,4.9277376315707,City of Melbourne,375,Concrete,0,NA,NA,Both connections missing,8.827062249178152,14
"-37.81145388938725, 144.964581377925",-37.81145388938725,144.964581377925,"{""coordinates"": [[144.9645971454186, -37.81143891673998], [144.96456561043138, -37.811468862034516]], ""type"": ""LineString""}",1946-01-01,1148771,NA,1140935,1126944,0,3.34610158837027,City of Melbourne,225,Earthenware,0,Earthenware,NA,Both connections recorded,4.331062491909998,80
"-37.81185333234592, 144.98858475112098",-37.81185333234592,144.98858475112098,"{""coordinates"": [[144.98859897578347, -37.81177265164653], [144.9885705264585, -37.81193401304531]], ""type"": ""LineString""}",1905-01-01,1147254,NA,1150854,1132957,0,2.4008669684466,City of Melbourne,1200,Brick,0,Brick Barrel,NA,Both connections recorded,18.084326721167514,121
"-37.791978944810296, 144.91870993502",-37.791978944810296,144.91870993502,"{""coordinates"": [[144.9187703473351, -37.79194411605295], [144.9186495227049, -37.792013773567646]], ""type"": ""LineString""}",1995-01-01,1145045,NA,1151682,1133486,0,4.5184815865448,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,13.154187190214417,31
"-37.790469273783295, 144.9223025159628",-37.790469273783295,144.9223025159628,"{""coordinates"": [[144.92226851580648, -37.790490775229046], [144.92233651611912, -37.790447772337544]], ""type"": ""LineString""}",1995-01-01,1144975,NA,1144976,1133430,0,4.51848161097151,City of Melbourne,300,Concrete,0,RCP up to 375 Diameter,NA,Both connections recorded,7.658765514362256,31
"-37.824957938962996, 144.97361668819752",-37.824957938962996,144.97361668819752,"{""coordinates"": [[144.9735562109543, -37.82499704997524], [144.9736771654407, -37.82491882795076]], ""type"": ""LineString""}",NA,NA,NA,1376171,1376765,NA,3,City of Melbourne,150,Plastic,NA,NA,NA,Downstream missing,13.739679623936814,NA
"-37.825224960518014, 144.97640015499334",-37.825224960518014,144.97640015499334,"{""coordinates"": [[144.97642507359822, -37.825151217497876], [144.97637523638846, -37.82529870353816]], ""type"": ""LineString""}",NA,1376262,NA,1376151,1376767,NA,4,City of Melbourne,225,Plastic,NA,NA,NA,Both connections recorded,16.94776970793232,NA
"-37.82532415068809, 144.97631639460917",-37.82532415068809,144.97631639460917,"{""coordinates"": [[144.97637523638846, -37.82529870353816], [144.97625755282988, -37.82534959783802]], ""type"": ""LineString""}",NA,1376151,NA,1376148,1376768,NA,4,City of Melbourne,150,Plastic,NA,NA,NA,Both connections recorded,11.800790933495502,NA
